H,1553464877,281190
U,1553464877,0
X,1553464879,800228,1356
X,1553464879,800150,1864
X,1553464880,800759,1990
X,1553464880,800716,1756
X,1553464881,800104,1718
X,1553464882,800419,1577
X,1553464882,800247,1593
X,1553464883,800579,1431
X,1553464883,800598,2042
X,1553464884,800483,1827
X,1553464884,800247,1935
X,1553464885,800314,2185
X,1553464886,800419,2320
X,1553464886,800500,1496
X,1553464887,800707,1893
X,1553464887,800421,1572
X,1553464888,800444,1412
X,1553464888,800648,1489
X,1553464889,800870,2756
X,1553464890,800290,2508
X,1553464890,800226,1901
X,1553464891,800536,1921
X,1553464891,800291,1104
X,1553464892,800348,1917
X,1553464892,800297,2376
X,1553464893,800463,2365
X,1553464893,800123,1542
X,1553464893,800545,1300
P,1553464893,5134
X,1553464894,800651,2760
X,1553464894,800483,1803
X,1553464895,800426,1711
X,1553464895,800336,1499
X,1553464896,800754,2818
X,1553464896,800755,4434
X,1553464897,800424,3394
X,1553464898,800312,2478
X,1553464898,800728,2217
X,1553464899,800675,2201
X,1553464899,800753,3232
X,1553464900,800587,2121
X,1553464900,800035,2574
X,1553464901,800733,2647
X,1553464902,800784,3719
X,1553464902,800636,1957
X,1553464903,800523,2158
X,1553464903,800507,1208
X,1553464904,800435,2116
X,1553464904,800409,1752
X,1553464905,800443,3090
X,1553464906,800317,1857
X,1553464906,800627,1290
X,1553464907,800461,1259
X,1553464907,800594,1110
X,1553464908,800521,1344
X,1553464908,800692,1246
X,1553464909,800603,1819
X,1553464910,800579,1694
X,1553464910,800441,1228
X,1553464911,800258,1401
X,1553464911,800195,1201
X,1553464912,800157,2109
X,1553464912,800296,1793
X,1553464913,800274,1644
X,1553464913,800573,2095
X,1553464914,800194,1855
X,1553464915,800210,1878
X,1553464915,800484,2134
X,1553464916,800766,2062
X,1553464916,800356,1632
X,1553464917,800268,1289
X,1553464917,800499,1281
X,1553464918,800408,1400
X,1553464919,800515,1926
X,1553464919,800565,1871
X,1553464920,800470,2657
X,1553464920,800233,2372
X,1553464921,800622,970
X,1553464921,800845,1510
X,1553464922,800363,1867
X,1553464923,800493,1434
X,1553464923,800409,1760
P,1553464923,5132
X,1553464924,800527,1587
X,1553464924,800401,1243
X,1553464925,800456,1325
X,1553464925,800426,2004
X,1553464926,800605,2004
X,1553464926,800586,2237
X,1553464927,800450,1114
X,1553464928,800614,1583
X,1553464928,800314,1019
X,1553464929,800383,1181
X,1553464929,800517,3111
X,1553464930,800463,2070
X,1553464930,800385,2112
X,1553464931,800773,2256
X,1553464932,800318,831
X,1553464932,800137,1731
X,1553464933,800616,2469
X,1553464933,800811,2229
X,1553464934,800582,2093
X,1553464934,800447,1514
X,1553464934,800547,5886
X,1553464935,800407,1862
X,1553464935,800419,4225
X,1553464936,800639,14069
X,1553464936,800394,2634
X,1553464937,800483,2185
X,1553464937,800585,1624
X,1553464938,800466,2854
X,1553464939,800535,1823
X,1553464939,800457,2141
X,1553464940,800260,1948
X,1553464940,800727,2273
X,1553464941,800531,42990
X,1553464941,800534,16648
X,1553464942,800486,1840
X,1553464942,800513,1086
X,1553464943,800681,1292
X,1553464944,800768,2110
X,1553464944,800719,3455
X,1553464945,800629,2202
X,1553464945,800690,1724
X,1553464946,800276,2125
X,1553464946,800387,1146
X,1553464947,800509,1909
X,1553464948,800350,3582
X,1553464948,800745,1211
X,1553464949,800359,1675
X,1553464949,800496,1391
X,1553464950,800696,930
X,1553464950,800585,2457
X,1553464951,800486,1384
X,1553464952,800768,3796
X,1553464952,800418,2154
P,1553464952,5132
X,1553464953,800562,1349
X,1553464953,800358,1163
X,1553464954,800787,2941
X,1553464954,800321,4275
X,1553464955,800588,2449
X,1553464956,800382,6276
X,1553464956,800459,9760
X,1553464957,800567,2932
X,1553464957,800501,777
X,1553464958,800464,1923
X,1553464958,800439,2022
X,1553464959,800765,2065
X,1553464959,800683,1070
X,1553464960,800575,1683
X,1553464961,800482,2251
X,1553464961,800450,1697
X,1553464962,800460,3644
X,1553464962,800543,1128
X,1553464963,800363,1203
X,1553464963,800586,917
X,1553464964,800507,832
X,1553464965,800534,1611
X,1553464965,800503,1699
X,1553464966,800295,1701
X,1553464966,800537,1658
X,1553464967,800669,1046
X,1553464967,800553,1466
X,1553464968,800612,1447
X,1553464969,800570,3097
X,1553464969,800688,1576
X,1553464970,800563,1411
X,1553464970,800146,1912
X,1553464971,800397,1183
X,1553464971,800537,1201
