,757797,1702
X,1557087713,757842,616
X,1557087713,757902,1595
X,1557087714,757945,1215
X,1557087714,757846,808
X,1557087715,757912,1462
X,1557087715,757908,1502
X,1557087716,757860,1505
X,1557087716,757784,643
X,1557087717,757777,785
X,1557087718,757652,1192
X,1557087718,757737,1105
X,1557087719,757617,5806
X,1557087719,757203,32617
X,1557087720,757617,1073
X,1557087720,757708,1102
X,1557087721,757741,1307
X,1557087722,757734,1654
X,1557087722,757895,1508
X,1557087723,757802,1506
X,1557087723,757706,976
X,1557087724,757715,891
X,1557087724,757729,1279
X,1557087725,757744,1153
X,1557087726,757789,1271
X,1557087726,757675,1017
X,1557087727,757722,743
P,1557087727,5201
X,1557087727,757716,713
X,1557087728,757672,978
X,1557087728,757711,1213
X,1557087728,757749,1419
X,1557087729,757819,1627
X,1557087729,757750,1112
X,1557087730,757627,1398
X,1557087730,757668,1329
X,1557087731,757616,952
X,1557087731,757570,1387
X,1557087732,757695,931
X,1557087732,757695,1178
X,1557087733,757682,681
X,1557087734,757696,1405
X,1557087734,757685,1562
X,1557087735,757815,10227
X,1557087735,757913,1764
X,1557087736,757864,1370
X,1557087736,757813,923
X,1557087737,757844,1670
X,1557087738,757781,1491
X,1557087738,757757,844
X,1557087739,757834,1213
X,1557087739,757843,1205
X,1557087740,757837,1090
X,1557087740,757872,1181
X,1557087741,757884,1224
X,1557087742,757761,1088
X,1557087742,757817,1340
X,1557087743,757850,1439
X,1557087743,757772,1673
X,1557087744,757866,1474
X,1557087744,757961,1031
X,1557087745,757852,900
X,1557087746,757897,1302
X,1557087746,757756,1019
X,1557087747,757995,945
X,1557087747,757931,1211
X,1557087748,757874,1409
X,1557087748,757904,927
X,1557087749,757992,7707
X,1557087749,757830,1288
X,1557087750,757869,1391
X,1557087751,758035,2368
X,1557087751,758288,6291
X,1557087752,757950,1503
X,1557087752,758119,1072
X,1557087753,758111,1490
X,1557087753,758070,1081
X,1557087754,757964,1007
X,1557087755,758018,1031
X,1557087755,758192,1335
X,1557087756,758194,938
P,1557087756,5202
A,1557087756,757798,578
T,1557087756,2797
X,1557087758,758072,883
X,1557087758,758009,757
X,1557087759,757914,1339
X,1557087760,757944,899
X,1557087760,758012,723
X,1557087761,757803,1300
X,1557087761,757699,874
X,1557087762,757692,1459
X,1557087762,758121,1251
X,1557087763,758556,1156
X,1557087764,758382,737
X,1557087764,758325,1087
X,1557087765,758332,1066
X,1557087765,758142,1110
X,1557087766,757977,1357
X,1557087766,757823,1110
X,1557087767,757674,1279
X,1557087768,757717,619
X,1557087768,757825,1862
X,1557087769,757961,2189
X,1557087769,758272,1241
X,1557087770,758446,1030
X,1557087770,758701,1390
X,1557087771,759056,949
X,1557087772,758536,1141
X,1557087772,758923,818
X,1557087773,758915,1236
X,1557087773,758707,1797
X,1557087774,758289,945
X,1557087774,758384,1265
X,1557087775,758050,722
X,1557087775,758307,1163
X,1557087776,758037,1117
X,1557087777,757766,1415
X,1557087777,757716,1623
X,1557087778,757694,1040
X,1557087778,757362,1317
X,1557087779,757570,1661
X,1557087779,757708,1596
X,1557087780,757674,1489
X,1557087781,757780,907
X,1557087781,757881,1340
X,1557087782,757866,1488
X,1557087782,758005,1416
X,1557087783,758023,1556
X,1557087783,757955,703
X,1557087784,758022,778
X,1557087785,758106,1433
X,1557087785,758057,1129
X,1557087786,758163,1069
P,1557087786,5201
X,1557087786,758050,1493
X,1557087787,758027,1183
X,1557087787,757898,1086
X,1557087788,757930,1041
X,1557087789,757949,943
X,1557087789,757852,1331
X,1557087790,757888,631
X,1557087790,757968,1793
X,1557087791,758012,745
X,1557087791,757929,1186
X,1557087792,757823,608
X,1557087792,757900,1177
X,1557087793,758088,1515
X,1557087794,757765,1942
X,1557087794,758285,4415
X,1557087795,758106,1402
X,1557087795,758036,1118
X,1557087796,758040,604
X,1557087796,758186,1084
X,1557087797,758208,1090
X,1557087798,758386,9690
X,1557087798,758601,1820
X,1557087799,758075,1199
X,1557087799,758308,1920
X,1557087800,757724,4250
X,1557087800,758331,1490
X,1557087801,758891,1182
X,1557087802,758353,3249
