H,1559001636,400700
P,1559001636,5166
P,1559001665,5166
P,1559001694,5166
P,1559001724,5166
P,1559001754,5164
P,1559001783,5166
P,1559001812,5166
P,1559001841,5166
P,1559001871,5164
P,1559001900,5164
P,1559001930,5167
P,1559001960,5166
P,1559001989,5166
P,1559002019,5167
D,1559002022,486400
D,1559002024,492800
D,1559002026,491776
R,1559002026,000000000
X,1559002028,744501,11888
X,1559002028,745267,3649
X,1559002029,745109,30535
X,1559002030,746334,16414
X,1559002030,749568,10102
X,1559002031,745331,64417
X,1559002031,745453,16294
X,1559002032,744432,19814
X,1559002032,745821,17774
X,1559002033,744342,12754
X,1559002034,745242,10328
X,1559002034,745042,15060
X,1559002035,745044,3831
X,1559002035,744801,2282
X,1559002036,744886,2427
X,1559002036,744740,2319
X,1559002037,745040,2265
X,1559002037,744957,2042
X,1559002038,744697,14446
X,1559002039,745178,3139
X,1559002039,744835,2380
X,1559002040,743793,29031
X,1559002040,745609,10073
X,1559002041,745481,21087
X,1559002041,745448,24001
X,1559002042,743600,24720
X,1559002043,744393,42162
X,1559002043,746824,32785
X,1559002044,747376,42867
X,1559002044,743309,49633
X,1559002045,747014,46015
X,1559002045,743960,34251
X,1559002046,744371,28627
X,1559002047,744181,27418
X,1559002047,742990,9168
X,1559002047,744461,15236
X,1559002047,631631,8292
P,1559002048,5160
X,1559002048,383186,2624
X,1559002048,382998,1239
X,1559002049,382861,650
X,1559002050,382786,442
X,1559002050,382681,353
X,1559002051,382659,211
X,1559002051,382642,140
X,1559002052,382612,171
X,1559002052,382636,151
X,1559002053,382608,105
X,1559002053,382566,81
O,1559002054,382551,186
O,1559002055,382536,104
O,1559002055,382567,156
O,1559002056,382555,204
O,1559002056,382525,266
O,1559002057,382545,154
O,1559002057,382521,308
O,1559002058,382530,74
O,1559002059,382529,122
O,1559002059,382504,221
O,1559002060,382510,167
O,1559002060,382508,190
O,1559002061,382456,229
O,1559002061,382458,143
O,1559002062,382501,121
O,1559002063,669623,25416
T,1559002063,2910
D,1559002064,473600
D,1559002066,428800
D,1559002068,467200
D,1559002070,472320
D,1559002073,471040
D,1559002075,472064
D,1559002077,472320
R,1559002077,000000000
P,1559002078,5164
X,1559002079,716182,6318
X,1559002079,716690,2459
X,1559002080,715299,9833
X,1559002081,717421,20333
X,1559002081,716757,2020
X,1559002082,716178,25361
X,1559002082,716977,8690
X,1559002083,716847,1136
X,1559002083,716800,2160
X,1559002084,716538,1226
X,1559002085,716831,1911
X,1559002085,716829,1473
X,1559002086,716657,2485
X,1559002086,717111,16637
X,1559002087,716368,38599
X,1559002087,716395,10046
X,1559002088,716951,2930
X,1559002088,716651,29414
X,1559002088,716725,1241
X,1559002089,716834,2639
X,1559002089,716822,1511
X,1559002090,716638,2385
X,1559002090,716792,2077
X,1559002091,716764,2189
X,1559002091,716634,2807
X,1559002092,716908,1769
X,1559002093,716923,2167
X,1559002093,716724,2347
X,1559002094,716924,2224
X,1559002094,716897,2047
X,1559002095,716797,2243
X,1559002095,717890,44563
X,1559002096,715328,18583
X,1559002097,719419,11031
X,1559002097,716820,7406
X,1559002098,717170,3709
X,1559002098,717019,12300
X,1559002099,716318,19734
X,1559002099,717006,35306
X,1559002100,715177,25236
X,1559002101,716729,1656
X,1559002101,718387,12213
X,1559002102,717227,5632
X,1559002102,716922,1953
X,1559002103,716658,1985
X,1559002103,716669,2370
X,1559002104,716783,2784
X,1559002105,716723,2067
X,1559002105,716556,2904
X,1559002106,716778,2672
X,1559002106,716654,2438
X,1559002107,716654,2967
P,1559002107,5158
X,1559002107,716828,2908
X,1559002108,716852,2015
X,1559002108,716684,2548
X,1559002109,716709,2553
X,1559002110,716853,1898
X,1559002110,716808,2430
X,1559002111,716716,3530
X,1559002111,716767,3012
X,1559002112,716799,1656
X,1559002112,716665,2734
X,1559002113,716799,2457
X,1559002114,716827,2609
X,1559002114,716775,3952
X,1559002115,716808,2748
X,1559002115,716778,1674
X,1559002116,716647,3351
X,1559002116,716721,1907
X,1559002117,716768,3050
X,1559002118,716785,2644
X,1559002118,716724,1905
X,1559002119,716827,1843
X,1559002119,716718,1823
X,1559002120,716667,1809
X,1559002120,716862,2650
X,1559002121,716802,3150
X,1559002122,716665,2410
X,1559002122,716717,2310
X,1559002123,716711,1896
X,1559002123,716516,2341
X,1559002124,716740,2235
X,1559002124,716650,2443
X,1559002125,716791,2432
X,1559002126,716638,2868
