,787792,1947
X,1557185920,787682,1334
X,1557185921,787550,1296
X,1557185922,787598,1053
X,1557185922,787757,1453
X,1557185923,787635,1437
X,1557185923,787583,1261
X,1557185924,787560,1413
X,1557185924,787655,1118
X,1557185925,787635,1152
X,1557185925,787551,1195
X,1557185926,787507,32979
X,1557185927,787634,2667
X,1557185927,787672,2631
X,1557185928,787547,881
X,1557185928,787450,1448
X,1557185929,787549,1577
X,1557185929,787561,1526
X,1557185930,787553,1585
X,1557185931,787486,1655
X,1557185931,787501,1383
X,1557185932,787670,2188
X,1557185932,787649,1334
X,1557185933,787507,1240
X,1557185933,787443,1882
X,1557185934,787449,2280
X,1557185935,787467,1459
X,1557185935,787429,1508
X,1557185936,787488,1479
X,1557185936,787663,947
X,1557185937,787663,1892
X,1557185937,787627,1748
X,1557185938,787593,1687
X,1557185939,787683,1212
X,1557185939,787777,2097
X,1557185940,787625,1503
X,1557185940,787659,1748
X,1557185941,787750,1407
X,1557185941,787693,1555
X,1557185942,787630,1750
X,1557185942,787641,1646
X,1557185943,787721,1641
X,1557185944,787808,1769
P,1557185944,5177
X,1557185944,787871,1130
X,1557185945,787696,1331
X,1557185945,787844,1628
X,1557185946,787817,2329
X,1557185946,787839,1337
X,1557185947,787718,866
X,1557185948,787722,1601
X,1557185948,787878,2461
X,1557185949,787759,1690
X,1557185949,787824,1706
X,1557185950,787830,1639
X,1557185950,787846,1063
X,1557185950,787844,1570
X,1557185951,787894,1229
X,1557185951,787761,1488
X,1557185952,787897,1530
X,1557185952,788003,1556
X,1557185953,787927,1534
X,1557185953,787922,1508
X,1557185954,787952,1510
X,1557185955,787993,1428
X,1557185955,787946,1765
X,1557185956,787834,1742
X,1557185956,787956,1317
X,1557185957,788108,1887
X,1557185957,788019,1277
X,1557185958,788057,11656
X,1557185958,788006,1687
X,1557185959,787999,1929
X,1557185960,787985,1318
X,1557185960,787956,1926
X,1557185961,788061,1255
X,1557185961,788005,1590
X,1557185962,787887,1272
X,1557185962,787957,1947
X,1557185963,788043,1505
X,1557185964,788047,12851
X,1557185964,787486,7202
X,1557185965,787620,3458
X,1557185965,788409,2618
X,1557185966,788006,2681
X,1557185966,787969,2017
X,1557185967,787998,2495
X,1557185968,788167,3068
X,1557185968,787281,8233
X,1557185969,787918,2263
X,1557185969,787951,1547
X,1557185970,787977,2317
X,1557185970,787885,1947
X,1557185971,787980,1549
X,1557185972,787836,2027
X,1557185972,787511,1852
X,1557185973,787646,1576
P,1557185973,5186
X,1557185973,787718,1311
X,1557185974,787769,2312
X,1557185974,787763,1702
X,1557185975,787545,1333
X,1557185975,787663,1424
X,1557185976,787734,2167
X,1557185977,787683,1229
X,1557185977,787732,1510
X,1557185978,787882,1624
X,1557185978,787999,1612
X,1557185979,787979,1340
X,1557185979,787943,1075
X,1557185980,787968,2212
X,1557185981,788245,1840
X,1557185981,788031,1618
X,1557185982,787937,1826
X,1557185982,787818,3675
X,1557185983,788092,1938
X,1557185983,788075,931
X,1557185984,787977,1521
X,1557185985,787991,1844
X,1557185985,787968,1371
X,1557185986,787903,2026
X,1557185986,788024,1246
X,1557185987,788048,2152
X,1557185987,787946,1896
X,1557185988,787841,1271
X,1557185989,787965,1529
X,1557185989,787954,2355
X,1557185990,787939,1447
X,1557185990,787827,1134
X,1557185991,787996,1485
X,1557185991,787989,1616
X,1557185991,787934,1025
X,1557185991,787801,2080
X,1557185992,788069,2804
X,1557185993,787937,1622
X,1557185993,787645,1295
X,1557185994,787843,1400
X,1557185994,787908,2288
X,1557185995,787864,1020
X,1557185995,787786,1680
X,1557185996,787902,1410
X,1557185997,787808,1814
X,1557185997,787877,1056
X,1557185998,787741,1452
X,1557185998,787890,1451
X,1557185999,787866,1597
X,1557185999,787762,1363
X,1557186000,787788,1688
X,1557186001,787855,792
X,1557186001,787753,1308
X,1557186002,787725,1031
P,1557186002,5186
X,1557186002,787517,1590
X,1557186003,787607,1635
X,1557186003,787679,1789
X,1557186004,787583,1120
X,1557186005,787528,1422
X,1557186005,787532,1503
X,1557186006,787446,1276
X,1557186006,787440,999
X,1557186007,787463,1399
X,1557186007,787587,1720
