H,1557785629,400700
P,1557785629,5191
P,1557785659,5191
P,1557785688,5190
P,1557785717,5189
P,1557785747,5191
P,1557785776,5191
P,1557785805,5191
P,1557785834,5189
D,1557785848,494592
D,1557785850,496896
D,1557785852,492032
D,1557785854,488192
D,1557785856,495616
R,1557785857,000000000
X,1557785858,744754,8725
X,1557785859,742061,3658
X,1557785859,741300,1643
X,1557785860,742188,4071
X,1557785860,741728,5255
X,1557785861,734585,12360
X,1557785862,740240,9784
X,1557785862,734159,57346
X,1557785863,732864,17404
X,1557785863,732070,8378
X,1557785864,725871,38148
X,1557785864,737487,3171
P,1557785864,5184
X,1557785865,739228,49704
X,1557785866,741430,13277
X,1557785866,746504,14157
X,1557785867,742829,7822
X,1557785867,741715,3096
X,1557785868,742701,4469
X,1557785868,743788,5370
X,1557785869,741128,8083
X,1557785869,742050,3133
X,1557785870,740798,10356
X,1557785871,739680,18581
X,1557785871,741150,4787
X,1557785872,741295,2271
X,1557785872,740482,2649
X,1557785873,739155,1860
X,1557785873,738217,3394
X,1557785874,740119,4874
X,1557785875,741855,7347
X,1557785875,743665,8147
X,1557785875,745310,5657
X,1557785875,744523,3061
X,1557785876,743667,2361
X,1557785876,741175,5338
X,1557785877,741156,2045
X,1557785878,741048,11032
X,1557785878,741435,1583
X,1557785879,743546,2927
X,1557785879,742002,2507
X,1557785880,740740,6043
X,1557785880,737887,4667
X,1557785881,733385,9180
X,1557785882,730367,6220
X,1557785882,735109,7428
X,1557785883,736317,7974
X,1557785883,741535,18632
X,1557785884,740832,4389
X,1557785884,741572,3380
X,1557785885,743347,3324
X,1557785885,741656,1640
X,1557785886,741082,2033
X,1557785887,741437,3831
X,1557785887,743541,12656
X,1557785888,746990,2980
X,1557785888,745172,7498
X,1557785889,741293,5179
X,1557785889,740588,1816
X,1557785890,741431,6336
X,1557785891,746855,4277
X,1557785891,742764,3174
X,1557785892,741803,4052
X,1557785892,739993,2668
X,1557785893,739211,2543
X,1557785893,738526,2522
P,1557785894,5184
X,1557785894,738094,5731
X,1557785895,736600,2617
X,1557785895,737936,2572
X,1557785896,738366,3026
X,1557785896,740213,3284
X,1557785897,734640,8726
X,1557785897,735423,25032
X,1557785898,746216,14593
X,1557785899,741579,13033
X,1557785899,760244,43607
X,1557785900,739631,31096
X,1557785900,748243,57974
X,1557785901,743259,51029
X,1557785901,740842,27678
X,1557785902,734168,14973
X,1557785902,739924,10561
X,1557785903,739300,2252
X,1557785904,739020,2594
X,1557785904,739421,1690
X,1557785905,740171,2180
X,1557785905,739018,3449
X,1557785906,740945,1925
X,1557785906,742023,2898
X,1557785907,747589,10859
X,1557785908,751831,12571
X,1557785908,749106,45975
X,1557785909,759259,22021
X,1557785909,766547,24454
X,1557785910,749844,61420
X,1557785910,742333,15040
X,1557785911,746383,21388
X,1557785912,761243,19563
X,1557785912,766473,33405
X,1557785913,762807,31258
X,1557785913,754050,9133
X,1557785914,746431,15134
X,1557785914,738768,4516
X,1557785915,739155,16782
X,1557785916,735901,14396
X,1557785916,736080,11633
X,1557785916,744068,16508
X,1557785916,751565,24961
X,1557785917,744179,4737
X,1557785917,744319,5101
X,1557785918,743551,8611
X,1557785918,741036,5317
X,1557785919,739006,11028
X,1557785920,735572,11651
X,1557785920,741835,12294
X,1557785921,750012,23336
X,1557785921,741960,28655
X,1557785922,750878,12111
X,1557785922,754471,7651
P,1557785923,5185
X,1557785923,752122,5986
X,1557785924,745792,5358
X,1557785924,745098,2591
X,1557785925,742787,3312
X,1557785925,740452,4923
X,1557785926,742498,2296
X,1557785926,742530,2786
X,1557785927,742403,2683
X,1557785928,741143,2552
X,1557785928,741079,2000
X,1557785929,741788,1454
X,1557785929,741284,3193
X,1557785930,741259,2413
X,1557785930,741478,2863
X,1557785931,740539,3140
X,1557785932,737720,3641
X,1557785932,738154,5970
X,1557785933,737554,8272
X,1557785933,737388,10635
X,1557785934,737192,6614
X,1557785934,736791,14043
X,1557785935,747581,14523
X,1557785936,748158,11248
X,1557785936,743231,9774
X,1557785937,743860,6004
X,1557785937,743434,2813
X,1557785938,740636,3442
X,1557785938,741364,1177
X,1557785939,737795,9754
X,1557785939,740578,1661
X,1557785940,740738,2445
X,1557785941,739181,10926
X,1557785941,736053,16475
X,1557785942,737460,19618
X,1557785942,739590,10716
X,1557785943,741935,9603
X,1557785943,740254,4850
X,1557785944,741711,3184
X,1557785945,743145,4584
X,1557785945,744731,3167
