,757354,1158
X,1557087619,757467,1538
X,1557087619,757283,1629
X,1557087620,757345,1213
X,1557087620,757517,961
X,1557087621,757317,1446
X,1557087622,757308,1535
X,1557087622,758222,3808
X,1557087623,757490,2152
X,1557087623,757807,703
X,1557087624,757865,982
X,1557087624,757879,1329
X,1557087625,757754,1673
X,1557087626,757523,4648
X,1557087626,757618,2323
X,1557087627,757573,854
X,1557087627,757588,1541
X,1557087628,757883,1398
X,1557087628,757910,1011
X,1557087629,757734,650
X,1557087630,757792,1168
X,1557087630,757805,1329
X,1557087631,757839,1286
X,1557087631,757710,1033
X,1557087632,757649,1136
X,1557087632,757412,876
X,1557087633,757708,1257
X,1557087634,757767,13037
X,1557087634,757185,3977
X,1557087635,756883,2091
X,1557087635,757383,852
X,1557087636,757273,888
X,1557087636,757622,1638
X,1557087637,757470,29055
X,1557087637,757623,1717
X,1557087638,757917,1336
P,1557087639,5205
X,1557087639,757805,1371
X,1557087639,757834,565
X,1557087640,757752,1208
X,1557087640,757894,1056
X,1557087641,757970,519
X,1557087641,758096,740
X,1557087642,757988,1226
X,1557087643,758117,1237
X,1557087643,758035,1125
X,1557087644,758153,1495
X,1557087644,757796,992
X,1557087645,757960,1600
X,1557087645,758374,1280
X,1557087646,758524,1733
X,1557087646,758549,1445
X,1557087646,758381,1468
X,1557087647,758272,1170
X,1557087647,758295,576
X,1557087648,758565,1097
X,1557087648,758404,818
X,1557087649,758409,1422
X,1557087650,758100,1367
X,1557087650,758054,1468
X,1557087651,757987,1433
X,1557087651,757879,1456
X,1557087652,757996,886
X,1557087652,758185,1086
X,1557087653,758206,1248
X,1557087653,758124,1201
X,1557087654,758082,1211
X,1557087655,758000,1014
X,1557087655,757971,909
X,1557087656,757730,3747
X,1557087656,758063,2435
X,1557087657,757865,1815
X,1557087657,757865,1350
X,1557087658,757864,1301
X,1557087659,757754,1067
X,1557087659,757810,1212
X,1557087660,757808,1038
X,1557087660,757716,1074
X,1557087661,757812,932
X,1557087661,757839,936
A,1557087661,757786,1131
T,1557087662,2797
X,1557087663,757098,37516
X,1557087664,758267,5130
X,1557087665,757926,1203
X,1557087665,757983,1178
X,1557087666,758979,7274
X,1557087666,758549,6104
X,1557087667,758192,1745
X,1557087667,758715,1350
P,1557087668,5206
X,1557087668,758511,1447
X,1557087668,758434,1792
X,1557087669,758112,591
X,1557087670,757588,829
X,1557087670,757704,1301
X,1557087671,757894,1410
X,1557087671,758119,1006
X,1557087672,757997,640
X,1557087672,757977,460
X,1557087673,758088,1225
X,1557087674,757988,915
X,1557087674,757907,729
X,1557087675,757816,1956
X,1557087675,757888,1019
X,1557087676,758016,828
X,1557087676,758023,851
X,1557087677,758009,1152
X,1557087678,758019,1165
X,1557087678,758061,1226
X,1557087679,758132,1193
X,1557087679,758087,1121
X,1557087680,758176,971
X,1557087680,758292,976
X,1557087681,758124,1071
X,1557087682,758153,1057
X,1557087682,758087,1410
X,1557087683,758034,938
X,1557087683,758104,978
X,1557087684,758053,4885
X,1557087684,757905,2377
X,1557087685,758058,1161
X,1557087685,757833,1492
X,1557087686,757886,939
X,1557087687,757880,966
X,1557087687,757944,1638
X,1557087687,757925,3878
X,1557087687,757999,1710
X,1557087688,757974,1531
X,1557087688,758010,750
X,1557087689,758057,1599
X,1557087690,758095,1303
X,1557087690,757962,633
X,1557087691,757988,871
X,1557087691,758034,1366
X,1557087692,758056,1146
X,1557087692,758120,802
X,1557087693,758028,1417
X,1557087694,757963,1922
X,1557087694,758081,1406
X,1557087695,757941,1475
X,1557087695,758014,1076
X,1557087696,758042,1042
X,1557087696,757939,1992
P,1557087697,5203
X,1557087697,757918,1255
X,1557087698,757928,761
X,1557087698,757652,18916
X,1557087699,757918,1072
X,1557087699,757833,1375
X,1557087700,757786,822
A,1557087700,757988,704
T,1557087700,2797
X,1557087702,758125,3744
X,1557087702,757801,2024
X,1557087703,757769,1973
X,1557087703,757817,2532
X,1557087704,757927,1202
X,1557087705,757896,942
X,1557087705,757892,2134
X,1557087706,757766,7343
X,1557087706,757838,1288
