7,788491,1043
X,1557189537,788655,1461
X,1557189538,788661,1385
X,1557189539,788649,1355
X,1557189539,788705,1601
X,1557189540,788838,11630
X,1557189540,788815,755
X,1557189541,788648,1305
X,1557189541,788714,936
A,1557189541,788268,800
T,1557189542,2773
U,1557189542,1
X,1557189543,788552,1419
X,1557189544,788581,1194
X,1557189544,788401,852
X,1557189545,788341,1285
X,1557189546,788262,1381
X,1557189546,788091,1168
X,1557189547,788190,4217
X,1557189547,787976,1685
X,1557189548,788125,944
X,1557189548,788079,1192
X,1557189549,788041,1194
X,1557189550,788065,1493
X,1557189550,788098,1417
X,1557189551,788013,11506
X,1557189551,788061,1175
X,1557189552,787979,8030
X,1557189552,788107,1691
X,1557189553,788169,1349
X,1557189554,788161,1660
X,1557189554,787939,1209
X,1557189555,788128,1337
X,1557189555,788184,1732
X,1557189556,788113,1115
X,1557189556,788025,1333
X,1557189557,788133,1994
X,1557189557,788148,1371
X,1557189558,788157,1573
X,1557189559,788005,1151
X,1557189559,787981,1370
P,1557189559,5170
X,1557189559,788258,1949
X,1557189559,788422,2920
X,1557189560,787955,1804
X,1557189560,787834,6544
X,1557189561,788007,1323
X,1557189562,787998,2258
X,1557189562,788044,1169
X,1557189563,787935,2133
X,1557189563,788067,1228
X,1557189564,788131,1693
X,1557189564,788120,947
X,1557189565,787877,1030
X,1557189566,788038,1002
X,1557189566,788175,1152
X,1557189567,788260,1334
X,1557189567,788195,765
X,1557189568,788145,1742
X,1557189568,788172,1210
X,1557189569,788382,18329
X,1557189570,788356,1760
X,1557189570,788001,1692
X,1557189571,787417,3763
X,1557189571,788501,1946
X,1557189572,788111,1850
X,1557189572,788046,1440
X,1557189573,788097,1206
X,1557189573,788276,1548
X,1557189574,788226,1180
X,1557189575,788006,1135
X,1557189575,788062,1724
X,1557189576,788128,1548
X,1557189576,788075,1353
X,1557189577,787971,1291
X,1557189577,787922,1068
X,1557189578,788169,1364
X,1557189579,788248,19751
X,1557189579,788160,1253
X,1557189580,788198,1539
X,1557189580,788129,1708
X,1557189581,788318,913
X,1557189581,788347,1589
X,1557189582,788347,1574
X,1557189583,788220,889
X,1557189583,788320,1323
X,1557189584,788429,1261
X,1557189584,788286,954
X,1557189585,788184,1080
X,1557189585,788212,1293
X,1557189586,788262,1564
X,1557189587,788385,1425
X,1557189587,788269,1186
X,1557189588,788175,1465
X,1557189588,787861,1672
P,1557189588,5177
X,1557189589,788492,1991
X,1557189589,788328,1534
X,1557189590,788129,1212
X,1557189590,788327,958
X,1557189591,788358,715
X,1557189592,788170,1294
X,1557189592,788144,1388
X,1557189593,788191,984
X,1557189593,788305,1190
X,1557189594,788208,1353
X,1557189594,788102,1120
X,1557189595,788123,1287
X,1557189596,788135,1253
X,1557189596,788118,1757
X,1557189597,788105,1338
X,1557189597,788090,1183
X,1557189598,788103,1261
X,1557189598,788132,1288
X,1557189599,788157,1170
X,1557189600,787976,1636
X,1557189600,788076,1251
X,1557189600,788199,1044
X,1557189600,788135,1142
X,1557189601,787981,1486
X,1557189601,788120,1485
X,1557189602,788221,1491
X,1557189603,788094,729
X,1557189603,787947,1114
X,1557189604,788091,1162
X,1557189604,788153,1112
X,1557189605,787999,929
X,1557189605,788007,773
X,1557189606,788054,1491
X,1557189606,788080,1179
X,1557189607,788110,737
X,1557189608,788043,1339
X,1557189608,788160,1050
X,1557189609,788250,1814
X,1557189609,788007,1275
X,1557189610,788019,970
X,1557189610,788211,1165
X,1557189611,788227,1221
X,1557189612,788226,1610
X,1557189612,788126,881
X,1557189613,787971,1282
X,1557189613,788050,1765
X,1557189614,788187,1248
X,1557189614,788060,918
X,1557189615,787937,1463
X,1557189616,787966,1685
X,1557189616,788017,2074
X,1557189617,788144,1438
X,1557189617,788111,989
P,1557189617,5180
X,1557189618,787968,3127
X,1557189618,788056,988
X,1557189619,788166,1299
X,1557189620,788129,880
A,1557189620,788162,402
T,1557189620,2773
U,1557189620,1
X,1557189621,788082,1346
X,1557189622,788142,1043
X,1557189623,787961,1086
X,1557189623,788191,948
X,1557189624,788141,1801
X,1557189624,788240,1730
X,1557189625,788090,868
