H,1556839271,400700
T,1556839271,2835
U,1556839272,0
X,1556839273,772477,1262
X,1556839274,772028,1421
X,1556839274,771949,1516
X,1556839275,771683,902
X,1556839275,771993,1482
X,1556839276,772022,1677
X,1556839277,772007,1165
X,1556839277,772003,1491
X,1556839278,771949,1156
X,1556839278,772254,837
X,1556839279,772260,1789
X,1556839279,771980,3223
X,1556839280,764940,63581
X,1556839281,765275,14507
X,1556839281,761428,7975
X,1556839282,766472,4614
X,1556839282,776583,30258
X,1556839283,773297,23890
X,1556839283,772260,5136
P,1556839284,5217
X,1556839284,772552,7833
X,1556839284,772512,20367
X,1556839285,772574,18351
X,1556839286,772308,13161
X,1556839286,772948,3574
X,1556839287,771934,12812
X,1556839287,772908,3465
X,1556839288,772977,1771
X,1556839288,772094,12073
X,1556839289,773460,9820
X,1556839290,773300,44619
X,1556839290,773152,7716
X,1556839291,772792,33793
X,1556839291,772542,5255
X,1556839292,772966,1408
X,1556839292,772878,1735
X,1556839293,772814,1435
X,1556839294,772930,1130
X,1556839294,773024,2131
X,1556839295,772867,1995
X,1556839295,772926,1955
X,1556839296,772752,1883
X,1556839296,772354,983
X,1556839297,772571,2567
X,1556839298,772673,1978
X,1556839298,772710,1843
X,1556839299,772459,1557
X,1556839299,772342,1213
X,1556839300,772545,1323
X,1556839300,772636,1362
X,1556839301,772639,1629
X,1556839301,772693,1172
X,1556839302,772703,1491
X,1556839303,772881,1711
X,1556839303,772737,1547
X,1556839304,772690,6874
X,1556839304,772187,3602
X,1556839305,772289,3374
X,1556839305,772475,5670
X,1556839305,772312,1634
X,1556839306,772681,2340
X,1556839306,773025,959
X,1556839307,772893,6836
X,1556839307,772844,6654
X,1556839308,773343,5809
X,1556839308,773021,15175
X,1556839309,772996,19695
X,1556839310,772685,1229
X,1556839310,772066,1478
X,1556839311,772338,1796
X,1556839311,772669,1702
X,1556839312,773166,1484
X,1556839312,772977,1117
P,1556839313,5219
X,1556839313,772059,1542
X,1556839314,772382,2213
X,1556839314,772013,5320
X,1556839315,773769,18446
X,1556839315,772782,41095
X,1556839316,763130,19322
X,1556839316,773187,3215
X,1556839317,769640,62324
X,1556839317,772237,52840
X,1556839318,769421,63269
X,1556839319,683824,9961
X,1556839319,402643,3317
X,1556839320,403749,838
X,1556839320,403036,449
X,1556839321,402986,592
X,1556839321,402868,179
X,1556839322,402867,280
X,1556839323,402789,102
X,1556839323,402685,207
X,1556839324,402665,236
X,1556839324,402664,219
X,1556839325,402704,225
O,1556839325,402706,121
O,1556839326,402603,147
O,1556839327,402667,158
O,1556839327,402706,134
O,1556839328,402601,195
O,1556839328,402538,216
O,1556839329,402476,93
O,1556839329,402502,126
O,1556839330,402478,189
O,1556839331,402427,136
O,1556839331,402428,148
O,1556839332,402487,66
O,1556839332,402507,192
O,1556839333,402478,93
O,1556839333,402447,148
O,1556839334,402486,96
O,1556839334,402520,160
O,1556839335,402553,118
O,1556839336,402547,116
O,1556839336,402566,113
O,1556839337,402594,75
O,1556839337,402578,88
O,1556839338,402603,69
O,1556839338,402579,134
O,1556839339,402579,125
O,1556839340,402603,121
O,1556839340,402579,117
O,1556839341,402602,113
O,1556839341,402575,103
O,1556839342,402583,99
O,1556839342,402569,81
P,1556839343,5217
O,1556839343,402564,89
O,1556839344,402573,70
O,1556839344,402554,66
O,1556839345,402546,137
O,1556839345,402536,96
O,1556839346,402523,85
O,1556839346,402543,79
O,1556839346,402567,75
O,1556839347,402547,97
O,1556839347,402504,85
O,1556839348,402530,94
O,1556839348,402488,104
O,1556839349,402401,212
O,1556839349,402357,195
O,1556839350,402334,226
O,1556839351,402177,133
O,1556839351,402190,201
O,1556839352,402213,149
O,1556839352,402258,182
O,1556839353,402353,82
O,1556839353,402404,110
O,1556839354,402374,101
O,1556839354,402422,119
O,1556839355,402440,112
O,1556839356,402424,99
O,1556839356,402358,116
O,1556839357,402373,153
O,1556839357,402394,125
O,1556839358,402406,153
O,1556839358,402382,146
O,1556839359,402438,68
O,1556839360,402446,67
O,1556839360,402459,61
O,1556839361,402474,85
O,1556839361,402474,153
O,1556839362,402495,129
O,1556839362,402484,106
O,1556839363,402479,129
O,1556839364,402463,118
O,1556839364,402471,98
O,1556839365,402445,108
