H,1559002405,400700
X,1559002405,716399,1756
X,1559002405,716207,1330
X,1559002406,715989,1537
X,1559002406,716075,1580
X,1559002407,715841,1594
X,1559002408,716284,1721
X,1559002408,716081,1250
X,1559002409,716041,1582
X,1559002409,716907,6556
X,1559002410,715714,7570
X,1559002410,716459,2017
X,1559002411,716485,1687
X,1559002412,715876,1385
X,1559002412,715930,2211
X,1559002413,716399,2142
X,1559002413,716461,2147
X,1559002414,716044,1403
X,1559002414,716266,1442
X,1559002415,716601,1916
X,1559002416,716539,2063
X,1559002416,716401,1250
X,1559002416,716477,1245
X,1559002416,716609,1051
X,1559002417,716752,1450
X,1559002417,716351,3886
X,1559002418,716586,2948
X,1559002419,715591,4657
X,1559002419,716046,1097
X,1559002420,716218,1509
X,1559002420,716456,1154
X,1559002421,716157,1474
X,1559002421,716115,1134
X,1559002422,716196,1715
X,1559002422,716406,1780
X,1559002423,716547,1641
X,1559002424,716614,1899
X,1559002424,716588,1092
X,1559002425,716446,1612
X,1559002425,716403,1701
X,1559002426,716354,1455
X,1559002426,716249,1847
X,1559002427,716248,1599
X,1559002428,716417,2202
X,1559002428,716306,1912
X,1559002429,716253,1377
X,1559002429,716109,2270
X,1559002430,716346,1522
P,1559002430,5159
X,1559002430,716476,1893
X,1559002431,716470,1122
X,1559002432,716269,1248
X,1559002432,716372,1395
X,1559002433,716441,1908
X,1559002433,716350,2156
X,1559002434,716405,1173
X,1559002434,716341,7443
X,1559002435,716309,1668
X,1559002436,716219,1517
X,1559002436,716358,1680
X,1559002437,716305,1221
X,1559002437,716460,1760
X,1559002438,716330,1594
X,1559002438,716424,1689
X,1559002439,716529,1323
X,1559002440,716337,1746
X,1559002440,716302,1733
X,1559002441,716187,1994
X,1559002441,716191,1673
X,1559002442,716209,1739
X,1559002442,716303,1446
X,1559002443,716412,1321
X,1559002443,716455,1721
X,1559002444,716345,1392
X,1559002445,716319,1235
X,1559002445,716390,1501
X,1559002446,716439,1463
X,1559002446,716497,1257
X,1559002447,716272,1317
X,1559002447,716209,1527
X,1559002448,716362,1351
X,1559002449,716416,1476
X,1559002449,716442,1443
X,1559002450,716336,1205
X,1559002450,716298,1267
X,1559002451,716363,2065
X,1559002451,716389,1674
X,1559002452,716170,1337
X,1559002453,716138,1472
X,1559002453,716124,1733
X,1559002454,716178,1198
X,1559002454,715976,1674
X,1559002455,715811,1519
X,1559002455,715799,2008
X,1559002456,716149,1952
X,1559002457,715969,1679
X,1559002457,715609,1564
X,1559002457,715627,1667
X,1559002457,715952,19884
X,1559002458,715947,9360
X,1559002458,715981,2997
X,1559002459,716046,1804
P,1559002459,5157
X,1559002459,716293,1338
X,1559002460,716316,1499
X,1559002461,716378,1567
X,1559002461,716278,20337
X,1559002462,716142,2254
X,1559002462,716308,1812
X,1559002463,716366,1831
X,1559002463,716364,1906
X,1559002464,716203,1576
X,1559002465,716172,2830
X,1559002465,716180,1391
X,1559002466,716297,1548
X,1559002466,716364,1570
X,1559002467,715994,2403
X,1559002467,715915,2265
X,1559002468,716054,3362
X,1559002469,716120,3975
X,1559002469,716224,1393
X,1559002470,716087,1475
X,1559002470,716178,2114
X,1559002471,716284,1624
X,1559002471,716163,1513
X,1559002472,716076,1617
X,1559002473,716072,1176
X,1559002473,716137,1969
X,1559002474,716270,1491
X,1559002474,716134,1963
X,1559002475,716106,1551
X,1559002475,716193,1361
X,1559002476,716057,1402
X,1559002476,716054,1732
X,1559002477,715957,1455
X,1559002478,715847,1331
X,1559002478,716053,1584
X,1559002479,716061,1370
X,1559002479,715788,1155
X,1559002480,715811,1243
X,1559002480,715740,1601
X,1559002481,715821,1905
X,1559002482,716108,1847
X,1559002482,716169,1355
X,1559002483,716005,1291
X,1559002483,715856,1492
X,1559002484,716107,1292
X,1559002484,716075,1868
X,1559002485,716257,1874
X,1559002486,716200,1961
X,1559002486,716244,1240
X,1559002487,716138,1472
X,1559002487,716292,1677
X,1559002488,716270,1698
X,1559002488,716191,1676
X,1559002489,716056,1386
P,1559002489,5159
X,1559002490,716328,1342
X,1559002490,716440,982
X,1559002491,716476,1455
X,1559002491,716441,1316
X,1559002492,716291,1899
X,1559002492,716417,1251
X,1559002493,716633,2074
X,1559002493,716090,1302
X,1559002494,716269,1116
X,1559002495,716494,1302
X,1559002495,716488,978
X,1559002496,716305,1545
X,1559002496,716409,1303
X,1559002497,716435,1256
