H,1557097161,400700
D,1557097161,516096
P,1557097162,5190
D,1557097162,514560
D,1557097165,514560
D,1557097167,515584
D,1557097169,507136
P,1557097192,5201
P,1557097221,5200
P,1557097250,5203
P,1557097280,5199
P,1557097309,5201
P,1557097339,5202
P,1557097368,5202
P,1557097398,5202
P,1557097427,5202
P,1557097456,5200
P,1557097486,5195
P,1557097515,5202
P,1557097544,5201
P,1557097573,5201
P,1557097603,5202
D,1557097613,505600
R,1557097613,000000000
X,1557097614,774123,7816
X,1557097615,775316,18041
X,1557097615,774655,40981
X,1557097616,774906,4838
X,1557097616,774912,5854
X,1557097617,775205,3967
X,1557097617,775259,2764
X,1557097618,775299,5104
X,1557097619,775165,3855
X,1557097619,775039,1348
X,1557097620,775260,1854
X,1557097620,775244,2216
X,1557097621,775214,55988
X,1557097621,775348,3891
X,1557097622,773821,32028
X,1557097623,775219,13733
X,1557097623,775178,8957
X,1557097624,775237,2308
X,1557097624,775249,1059
X,1557097625,775321,1513
X,1557097625,775322,1174
X,1557097626,775158,1074
X,1557097626,775285,1823
X,1557097627,775331,1243
X,1557097628,775221,1621
X,1557097628,775274,787
X,1557097629,775242,1792
X,1557097629,775332,1289
X,1557097630,775379,1805
X,1557097630,775277,1309
X,1557097631,775196,1798
X,1557097632,775434,1043
X,1557097632,775490,1196
P,1557097633,5195
X,1557097633,775329,782
X,1557097633,775342,1292
X,1557097634,775357,2019
X,1557097634,775198,5541
X,1557097635,775252,5518
X,1557097636,775501,1191
X,1557097636,775316,1116
X,1557097637,775297,1060
X,1557097637,775481,1383
X,1557097638,775328,1307
X,1557097638,775418,973
X,1557097639,775263,1278
X,1557097640,775315,1357
X,1557097640,775404,1679
X,1557097641,775369,1100
X,1557097641,775494,2371
X,1557097642,774814,6194
X,1557097642,775581,2044
X,1557097643,775163,12423
X,1557097643,775299,2962
X,1557097644,775324,1715
X,1557097645,775412,913
X,1557097645,775486,1604
X,1557097646,775425,41071
X,1557097646,775287,1203
X,1557097647,775441,1184
X,1557097647,775411,1445
X,1557097648,775407,809
X,1557097649,775296,1574
X,1557097649,775388,1608
X,1557097650,775503,1265
X,1557097650,775444,13349
X,1557097651,775281,1037
X,1557097651,775478,1658
X,1557097652,775556,2177
X,1557097653,775498,1679
X,1557097653,775490,1004
X,1557097654,775295,1634
X,1557097654,775493,1050
X,1557097654,775564,1817
X,1557097654,775387,1263
X,1557097655,775442,670
X,1557097656,775423,962
X,1557097656,775437,1449
X,1557097657,775521,1966
X,1557097657,775437,1359
X,1557097658,775470,1167
X,1557097658,775425,1460
X,1557097659,775472,1249
X,1557097659,775500,1870
X,1557097660,775532,1150
X,1557097661,775469,901
X,1557097661,775374,1247
P,1557097662,5194
X,1557097662,775461,851
X,1557097662,775600,1028
X,1557097663,775499,830
X,1557097663,775421,1417
X,1557097664,775734,2734
X,1557097665,775019,4464
X,1557097665,775543,2801
X,1557097666,775437,1410
X,1557097666,775455,1065
X,1557097667,775509,1266
X,1557097667,775620,1334
X,1557097668,775784,26710
X,1557097669,775405,4006
X,1557097669,775427,1215
X,1557097670,775527,1161
X,1557097670,775572,1920
X,1557097671,775107,3669
X,1557097671,775419,1101
X,1557097672,775311,1746
X,1557097673,775460,1315
X,1557097673,775589,4794
X,1557097674,775975,5347
X,1557097674,775410,1580
X,1557097675,775412,1218
X,1557097675,775485,1523
X,1557097676,775489,1393
X,1557097676,775518,1486
X,1557097677,775475,816
X,1557097678,775478,1194
X,1557097678,775631,1421
X,1557097679,775485,1224
X,1557097679,775983,10071
X,1557097680,774911,4916
X,1557097680,775665,1206
X,1557097681,775591,2752
X,1557097682,775480,2240
X,1557097682,775265,4515
X,1557097683,775544,1424
X,1557097683,775650,2086
X,1557097684,775582,997
X,1557097684,775483,1282
X,1557097685,774946,8927
X,1557097686,775948,3893
X,1557097686,775673,975
X,1557097687,775540,1221
X,1557097687,775424,1146
X,1557097688,775515,1871
X,1557097688,775656,1197
X,1557097689,775492,1679
X,1557097690,775425,3435
X,1557097690,775563,1433
X,1557097691,775575,1246
X,1557097691,775465,1844
P,1557097692,5195
X,1557097692,775734,1643
X,1557097692,775564,1158
X,1557097693,775537,841
X,1557097693,775471,905
X,1557097694,775532,1030
X,1557097695,775732,843
X,1557097695,775550,1127
X,1557097695,775585,1531
X,1557097695,775390,2107
X,1557097696,775583,1366
X,1557097696,775827,1633
X,1557097697,775573,1197
X,1557097698,775397,1006
X,1557097698,775396,1193
