,767086,1479
X,1557090223,767129,6557
X,1557090224,767161,1290
X,1557090225,767253,965
X,1557090225,767142,1135
P,1557090225,5201
X,1557090226,767002,1448
X,1557090226,766923,1099
X,1557090227,766911,835
X,1557090227,766866,1105
X,1557090228,766802,2946
X,1557090228,766815,1722
X,1557090229,766778,10172
X,1557090230,766917,1690
X,1557090230,766977,5113
X,1557090230,766673,3020
X,1557090230,766742,1924
X,1557090231,766770,1252
X,1557090231,766812,700
X,1557090232,766795,1766
X,1557090233,766830,892
A,1557090233,766865,734
T,1557090233,2788
U,1557090233,0
X,1557090235,766890,983
X,1557090235,766840,1062
X,1557090236,766948,1321
X,1557090236,766495,4039
X,1557090237,767169,3224
X,1557090238,766785,4065
X,1557090238,766743,3417
X,1557090239,767064,2082
X,1557090239,767000,2153
X,1557090240,766885,1334
X,1557090240,766942,999
X,1557090241,766817,1190
X,1557090242,766819,1490
X,1557090242,766870,1111
X,1557090243,766948,1530
X,1557090243,766892,1458
X,1557090244,766919,1040
X,1557090244,767022,1126
X,1557090245,766876,902
X,1557090246,766848,1480
X,1557090246,766892,850
X,1557090247,766715,1502
X,1557090247,766727,1369
X,1557090248,766684,932
X,1557090248,766799,1406
X,1557090249,767141,1095
X,1557090249,766926,1518
X,1557090250,766834,1435
X,1557090251,766818,1180
X,1557090251,766994,1249
X,1557090252,766894,1542
X,1557090252,766859,1355
X,1557090253,766845,2152
X,1557090253,767122,3007
X,1557090254,766793,3088
P,1557090254,5205
X,1557090255,766866,1707
X,1557090255,766776,1326
X,1557090256,766796,1482
X,1557090256,766835,1361
X,1557090257,766840,1044
X,1557090257,766743,1314
X,1557090258,766766,1775
X,1557090259,766785,1432
X,1557090259,766832,956
X,1557090260,766947,1092
X,1557090260,766945,1143
X,1557090261,767003,1111
X,1557090261,767153,826
X,1557090262,767027,2546
X,1557090263,766968,2051
X,1557090263,767033,1615
X,1557090264,767001,1243
X,1557090264,766959,1499
X,1557090265,767029,1732
X,1557090265,766781,2325
X,1557090266,767060,2589
X,1557090266,766857,1575
X,1557090267,766952,2469
X,1557090268,767358,3096
X,1557090268,767182,1124
X,1557090269,766637,5178
X,1557090269,766880,6507
X,1557090270,767461,3027
X,1557090270,767286,1871
X,1557090271,767079,1970
X,1557090271,766947,1593
X,1557090271,766460,813
X,1557090272,766135,1880
X,1557090272,766140,619
X,1557090273,766492,7173
X,1557090273,766484,2898
X,1557090274,766229,8291
X,1557090275,765864,6904
X,1557090275,765922,1908
X,1557090276,766081,1598
X,1557090276,766850,9884
X,1557090277,765439,9883
X,1557090277,767348,7720
X,1557090278,767748,1846
X,1557090279,766908,3887
X,1557090279,766737,3944
X,1557090280,767107,5870
X,1557090280,767756,2045
X,1557090281,767395,1129
X,1557090281,767128,2244
X,1557090282,766930,2677
X,1557090282,766388,1633
X,1557090283,766199,1611
P,1557090284,5203
X,1557090284,766432,1183
X,1557090284,766555,1447
X,1557090285,766574,1205
X,1557090285,766447,4114
X,1557090286,767533,3632
X,1557090286,767071,1252
X,1557090287,767214,1843
X,1557090288,767289,1190
X,1557090288,766988,1080
X,1557090289,766782,6273
X,1557090289,766723,1141
X,1557090290,766584,2177
X,1557090290,766669,1485
X,1557090291,766727,995
X,1557090292,766849,1273
X,1557090292,766903,1128
X,1557090293,767453,1487
X,1557090293,767565,1105
X,1557090294,767130,1483
X,1557090294,766757,3403
X,1557090295,766816,1059
X,1557090296,767305,1174
X,1557090296,767147,1122
X,1557090297,767067,1424
X,1557090297,767101,1922
X,1557090298,767611,1055
X,1557090298,767386,878
X,1557090299,767321,1177
X,1557090299,767462,968
X,1557090300,767303,1365
X,1557090301,766981,1114
X,1557090301,767038,1184
X,1557090302,767104,1215
X,1557090302,766952,1194
X,1557090303,766888,1139
X,1557090303,767098,1294
X,1557090304,766634,1216
X,1557090305,766626,1462
X,1557090305,766479,1110
X,1557090306,766664,1046
X,1557090306,767138,1543
X,1557090307,767115,1215
X,1557090307,767273,1022
X,1557090308,767403,3644
X,1557090309,767066,1334
X,1557090309,766757,1241
X,1557090310,766622,1302
X,1557090310,767063,1390
