7,788253,2160
X,1557185178,788449,2186
X,1557185178,788454,2179
X,1557185179,788528,1230
X,1557185179,788373,1300
P,1557185179,5179
X,1557185180,788452,1435
X,1557185180,788482,1900
X,1557185181,788448,1957
X,1557185182,788331,1325
X,1557185182,788450,1129
X,1557185183,788447,1953
X,1557185183,788506,1149
X,1557185184,789449,10321
X,1557185184,787520,8618
X,1557185185,788463,1983
X,1557185185,788354,1773
X,1557185186,788403,1651
X,1557185187,788398,2287
X,1557185187,788350,1037
X,1557185188,788216,1561
X,1557185188,788300,1368
X,1557185189,788330,1218
X,1557185189,788287,1417
X,1557185190,788232,2154
X,1557185191,788329,1735
X,1557185191,788354,1522
X,1557185192,788305,1525
X,1557185192,788382,2036
X,1557185193,788411,3071
X,1557185193,788342,1986
X,1557185194,788335,1577
X,1557185195,788451,2397
X,1557185195,788408,1888
X,1557185196,788355,1377
X,1557185196,788259,1125
X,1557185197,788401,1597
X,1557185197,788451,1546
X,1557185198,788394,1649
X,1557185199,788297,1126
X,1557185199,788193,5450
X,1557185200,788557,2082
X,1557185200,788337,894
X,1557185201,788368,1427
X,1557185201,788428,1442
X,1557185202,788344,1485
X,1557185202,788331,1005
X,1557185203,788366,1207
X,1557185204,788439,1413
X,1557185204,788366,1443
X,1557185205,788308,1530
X,1557185205,788371,1471
X,1557185206,788432,1552
X,1557185206,788426,1368
X,1557185207,788363,1373
X,1557185208,788499,1316
X,1557185208,788495,2199
X,1557185209,788506,1557
X,1557185209,788380,1557
P,1557185209,5192
X,1557185210,788453,1404
X,1557185210,788491,1503
X,1557185211,788484,1172
X,1557185212,788452,1064
X,1557185212,788633,1788
X,1557185212,788617,1446
X,1557185212,788549,1522
X,1557185213,788667,1514
X,1557185213,788665,1787
X,1557185214,788654,1696
X,1557185215,788523,885
X,1557185215,788703,2046
X,1557185216,788645,1974
X,1557185216,788573,1039
X,1557185217,788377,1336
X,1557185217,788518,1248
X,1557185218,788556,1881
X,1557185218,788501,1391
X,1557185219,788389,1619
X,1557185220,788436,1264
X,1557185220,788444,1701
X,1557185221,788393,1364
X,1557185221,788333,1023
X,1557185222,788421,1212
X,1557185222,788465,1472
X,1557185223,788452,1306
X,1557185224,788376,1565
X,1557185224,788462,1480
X,1557185225,788455,1762
X,1557185225,788428,1497
X,1557185226,788377,840
X,1557185226,788462,1786
X,1557185227,788453,2033
X,1557185228,788439,1511
X,1557185228,788029,6389
X,1557185229,788353,4861
X,1557185229,788555,1948
X,1557185230,788311,1447
X,1557185230,788559,1861
X,1557185231,788487,2325
X,1557185232,788498,1907
X,1557185232,788407,2118
X,1557185233,788606,1649
X,1557185233,788395,2065
X,1557185234,788425,4747
X,1557185234,788486,1898
X,1557185235,788370,3092
X,1557185235,788283,1759
X,1557185236,788461,3882
X,1557185237,788430,1735
X,1557185237,788408,1979
X,1557185238,788304,2777
X,1557185238,788431,2288
P,1557185239,5190
X,1557185239,788284,2052
X,1557185239,788316,1558
X,1557185240,788374,2258
X,1557185241,788191,6405
X,1557185241,788435,3088
X,1557185242,788443,1606
X,1557185242,788279,1799
X,1557185243,788225,1407
X,1557185243,788232,1752
X,1557185244,788459,1953
X,1557185245,788292,1509
X,1557185245,788300,1641
X,1557185246,788353,2204
X,1557185246,788335,2188
X,1557185247,788212,1856
X,1557185247,788257,1628
X,1557185248,788398,2148
X,1557185249,788459,1485
X,1557185249,788337,1316
X,1557185250,788365,2350
X,1557185250,788321,2339
X,1557185251,788208,1406
X,1557185251,788344,1631
X,1557185252,788378,2651
X,1557185252,788333,1626
X,1557185253,788233,1605
X,1557185253,788385,1685
X,1557185253,788422,1814
X,1557185254,788358,1488
X,1557185254,788458,2283
X,1557185255,788353,1807
X,1557185255,788343,2087
X,1557185256,788098,1492
X,1557185257,788230,1152
X,1557185257,788251,1431
X,1557185258,788237,1368
X,1557185258,788278,1194
X,1557185259,788318,1618
X,1557185259,788301,1849
X,1557185260,788227,850
X,1557185261,788308,1389
X,1557185261,788378,1410
X,1557185262,788270,1478
X,1557185262,788383,1323
X,1557185263,788461,1721
X,1557185263,788390,815
X,1557185264,788210,1214
X,1557185265,788332,6262
