H,1560664636,359469
P,1560664636,5257
P,1560664666,5256
P,1560664696,5257
P,1560664725,5255
P,1560664754,5256
P,1560664784,5257
D,1560664794,390400
D,1560664796,393472
D,1560664798,389120
D,1560664801,390656
D,1560664803,390144
D,1560664805,392448
D,1560664807,391936
D,1560664810,393472
D,1560664812,392192
P,1560664813,5258
D,1560664814,392704
D,1560664816,394752
D,1560664818,392960
D,1560664821,392704
D,1560664823,392192
D,1560664825,392448
D,1560664827,391168
D,1560664829,391424
D,1560664831,392192
D,1560664833,391680
D,1560664835,392704
D,1560664837,392192
D,1560664839,397056
D,1560664842,392704
P,1560664842,5258
D,1560664844,391936
D,1560664846,392960
D,1560664848,392192
D,1560664850,392448
D,1560664853,392448
D,1560664855,391680
D,1560664857,391936
D,1560664859,391936
D,1560664861,390656
R,1560664862,000000000
X,1560664863,592399,5184
X,1560664864,592832,870
X,1560664864,592785,1613
X,1560664865,592809,1872
X,1560664865,592757,1019
X,1560664866,592823,1199
X,1560664867,592962,1230
X,1560664867,592868,1714
X,1560664868,592837,10377
X,1560664868,592905,5665
X,1560664869,592926,5453
X,1560664869,592938,3641
X,1560664870,593430,9437
X,1560664870,592307,5460
X,1560664870,593189,8977
X,1560664871,592960,3365
P,1560664871,5251
X,1560664871,593003,1986
X,1560664872,593063,1147
X,1560664872,593058,1000
X,1560664873,593140,1522
X,1560664874,593169,1206
X,1560664874,593035,1170
X,1560664875,593057,637
X,1560664875,593044,1231
X,1560664876,593023,1391
X,1560664876,593086,1170
X,1560664877,592996,1933
X,1560664877,593026,540
X,1560664878,593024,830
X,1560664879,593070,558
X,1560664879,592939,975
X,1560664880,592882,850
X,1560664880,592936,1141
X,1560664881,592925,6454
X,1560664881,592945,1001
X,1560664882,592891,1934
X,1560664883,592845,675
X,1560664883,592855,1349
X,1560664884,592944,746
X,1560664884,592857,1085
X,1560664885,592816,948
X,1560664885,593007,1228
X,1560664886,593060,2060
X,1560664887,592875,1092
X,1560664887,592908,1547
X,1560664888,592810,1646
X,1560664888,592913,1292
X,1560664889,592871,1154
X,1560664889,592789,1921
X,1560664890,592875,419
X,1560664891,592831,1399
X,1560664891,592877,970
X,1560664892,592880,1017
X,1560664892,592905,683
X,1560664893,592956,1866
X,1560664893,592818,997
X,1560664894,592800,866
X,1560664894,592810,814
X,1560664895,592774,946
X,1560664896,592773,1383
X,1560664896,592881,2367
X,1560664897,592681,1255
X,1560664897,592482,1002
X,1560664898,592294,1424
X,1560664898,592599,1315
X,1560664899,592714,1149
X,1560664900,592726,841
X,1560664900,592752,1356
X,1560664901,592720,1090
X,1560664901,592530,1144
P,1560664901,5249
X,1560664902,592781,1551
X,1560664902,592670,858
A,1560664903,592887,400
T,1560664903,2870
U,1560664903,0
X,1560664905,592634,1122
X,1560664905,592403,2929
X,1560664906,592318,5483
X,1560664906,592618,1460
X,1560664907,592746,910
X,1560664907,592669,939
X,1560664908,592676,1138
X,1560664909,592608,1110
X,1560664909,592692,825
X,1560664910,592542,948
X,1560664910,592779,1364
X,1560664911,592866,548
X,1560664911,592886,1543
X,1560664911,592971,909
X,1560664912,592834,1640
X,1560664912,593002,873
X,1560664913,593009,516
X,1560664913,593057,1031
X,1560664914,593018,1024
X,1560664914,593034,952
X,1560664915,593120,1010
X,1560664915,592924,1135
X,1560664916,592906,971
X,1560664917,592765,1031
X,1560664917,592727,1281
X,1560664918,592867,1227
X,1560664918,592882,1405
X,1560664919,592812,971
X,1560664919,592779,1065
X,1560664920,592783,1302
X,1560664921,592781,1108
X,1560664921,592767,1035
X,1560664922,592828,1543
X,1560664922,592804,1118
X,1560664923,592731,965
X,1560664923,592850,1558
X,1560664924,592924,650
X,1560664925,592825,1086
X,1560664925,592895,1738
X,1560664926,592766,1154
X,1560664926,592643,1045
X,1560664927,592696,634
X,1560664927,592727,1210
X,1560664928,592722,983
X,1560664929,592822,1556
X,1560664929,592788,771
X,1560664930,592692,920
X,1560664930,592823,1028
P,1560664930,5247
X,1560664931,592772,1068
X,1560664931,592711,601
X,1560664932,592852,1206
X,1560664932,592693,932
X,1560664933,592664,992
A,1560664933,592793,492
T,1560664933,2870
U,1560664934,0
X,1560664935,592905,1402
X,1560664936,592804,1500
X,1560664936,592505,1219
X,1560664937,592507,1050
X,1560664937,592584,1571
X,1560664938,592793,1032
X,1560664938,592959,1262
X,1560664939,592848,1352
X,1560664940,592936,1275
X,1560664940,592826,1007
