H,1557445337,400700
D,1557445337,475904
D,1557445340,500480
D,1557445342,491520
D,1557445344,492544
D,1557445346,492800
P,1557445348,5201
D,1557445348,496384
D,1557445351,492032
D,1557445353,491008
D,1557445355,492544
D,1557445357,493056
D,1557445359,492544
D,1557445362,492288
D,1557445364,498432
D,1557445366,492800
D,1557445368,480256
D,1557445370,492288
D,1557445373,491264
D,1557445375,504832
D,1557445376,492032
P,1557445377,5199
D,1557445378,494592
D,1557445380,498944
D,1557445383,493056
D,1557445385,491264
D,1557445387,492288
D,1557445389,492288
D,1557445391,493056
D,1557445394,492800
D,1557445396,492800
D,1557445398,493312
D,1557445400,492800
D,1557445402,493568
D,1557445405,493312
D,1557445407,492544
P,1557445408,5201
D,1557445409,493312
D,1557445411,492544
D,1557445413,510464
D,1557445416,495104
D,1557445417,493824
D,1557445419,493056
D,1557445421,492288
D,1557445423,492800
D,1557445426,494080
D,1557445428,493312
D,1557445430,492800
R,1557445430,000000000
X,1557445432,743076,5694
X,1557445432,743842,1281
X,1557445433,743959,1011
X,1557445434,743881,17852
X,1557445434,743750,2207
X,1557445435,744038,2357
X,1557445435,744356,1480
X,1557445436,744271,1510
X,1557445436,744378,916
P,1557445437,5194
X,1557445437,744196,1464
X,1557445438,744227,944
X,1557445438,744211,1193
X,1557445439,743706,6009
X,1557445439,744029,2106
X,1557445440,743905,1690
X,1557445440,743665,824
X,1557445441,743333,1250
X,1557445442,743740,1151
X,1557445442,743349,1695
X,1557445443,743574,973
X,1557445443,743134,1452
X,1557445444,743059,1592
X,1557445444,743099,1114
X,1557445445,743259,1330
X,1557445446,743036,1210
X,1557445446,743418,1283
X,1557445447,743305,1096
X,1557445447,743235,1407
X,1557445448,742605,2974
X,1557445448,743173,1963
X,1557445449,743452,686
X,1557445449,743257,1258
X,1557445450,743396,2827
X,1557445451,743218,2735
X,1557445451,743570,1493
X,1557445452,743456,1483
X,1557445452,743258,1252
X,1557445453,743221,1435
X,1557445453,743721,1040
X,1557445454,743821,909
X,1557445455,743694,1673
X,1557445455,743147,1521
X,1557445456,743314,915
X,1557445456,743295,2999
X,1557445457,742876,1438
X,1557445457,743165,1644
X,1557445457,743512,1091
X,1557445458,743554,1098
X,1557445458,743459,1404
X,1557445459,743125,1703
X,1557445459,743121,1693
X,1557445460,743310,1676
X,1557445460,743507,1634
X,1557445461,743477,1020
X,1557445462,743550,854
X,1557445462,743659,1724
X,1557445463,743832,954
X,1557445463,744019,1154
X,1557445464,744424,946
X,1557445464,744472,931
X,1557445465,744253,1449
X,1557445465,744316,1536
P,1557445466,5193
X,1557445466,744391,1163
X,1557445467,744219,1735
X,1557445467,744410,1100
X,1557445468,744216,1099
X,1557445468,744219,1470
X,1557445469,744193,1000
X,1557445469,744253,1102
X,1557445470,744182,926
X,1557445471,744221,948
X,1557445471,744163,3903
X,1557445472,744350,1510
X,1557445472,744307,2117
X,1557445473,744566,1757
X,1557445473,744433,1117
X,1557445474,743976,8754
X,1557445475,744166,1545
X,1557445475,744287,1468
X,1557445476,744317,1062
X,1557445476,744272,1005
X,1557445477,744324,1341
X,1557445477,744234,957
X,1557445478,744208,1543
X,1557445479,743961,41831
X,1557445479,744334,795
X,1557445480,743954,1082
X,1557445480,743925,521
X,1557445481,743860,1022
X,1557445481,743679,1455
X,1557445482,743627,1398
X,1557445482,743618,2387
X,1557445483,743309,704
X,1557445484,743331,1464
X,1557445484,743502,964
X,1557445485,743635,1555
X,1557445485,743737,1871
X,1557445486,743989,1909
X,1557445486,744002,1457
X,1557445487,744229,1371
X,1557445488,744103,1100
X,1557445488,744147,951
A,1557445488,743937,1163
T,1557445488,2835
U,1557445489,0
X,1557445490,744081,785
X,1557445491,744452,2491
X,1557445491,744052,4026
X,1557445492,744370,1087
X,1557445492,744407,1046
X,1557445493,744428,1159
X,1557445494,744619,7697
X,1557445494,744511,1154
X,1557445495,744257,1748
X,1557445495,744381,1328
X,1557445496,744508,1851
P,1557445496,5193
X,1557445496,744385,1576
X,1557445497,744251,5211
X,1557445497,744576,3668
X,1557445498,744193,1343
X,1557445498,744141,4063
X,1557445498,744303,3768
X,1557445499,744287,834
X,1557445499,744205,1132
X,1557445500,744157,1241
X,1557445500,744191,1436
X,1557445501,744398,1647
X,1557445502,744300,946
X,1557445502,744304,484
X,1557445503,744245,647
X,1557445503,744181,1004
X,1557445504,744188,1285
X,1557445504,744048,1004
X,1557445505,744383,2679
X,1557445506,743602,3161
X,1557445506,743882,5458
X,1557445507,743780,3029
