,788060,992
X,1557189723,788022,1238
X,1557189724,788066,1540
X,1557189724,788082,980
X,1557189725,788135,1076
X,1557189725,787868,15104
X,1557189726,788084,4628
X,1557189726,788105,1128
X,1557189727,788129,1098
X,1557189728,787928,1331
X,1557189728,788121,979
X,1557189729,788160,1502
X,1557189729,788114,840
X,1557189730,788005,1194
X,1557189730,787785,5684
X,1557189731,788194,5983
X,1557189731,788428,2853
X,1557189732,787884,2261
X,1557189733,788159,768
X,1557189733,788160,888
A,1557189733,788021,1152
T,1557189733,2773
U,1557189734,1
P,1557189735,5173
X,1557189735,788217,1211
X,1557189736,788063,1548
X,1557189736,788153,1533
X,1557189737,788102,1087
X,1557189737,788223,1302
X,1557189738,788269,1484
X,1557189739,788350,1195
X,1557189739,788279,1019
X,1557189740,788370,1492
X,1557189740,788590,1454
X,1557189741,788543,1054
X,1557189741,788254,1174
X,1557189742,788391,1362
X,1557189743,788509,1104
X,1557189743,788410,1006
X,1557189744,788290,1072
X,1557189744,788377,1411
X,1557189745,789736,10067
X,1557189745,788363,3555
X,1557189746,788099,7144
X,1557189746,788401,1554
X,1557189747,788383,846
X,1557189748,788036,9763
X,1557189748,788229,2013
X,1557189749,788384,1541
X,1557189749,788479,1250
X,1557189750,788164,2843
X,1557189750,788484,995
X,1557189751,788464,1358
X,1557189752,788292,1293
X,1557189752,788059,1780
X,1557189753,788416,1144
X,1557189753,788693,2313
X,1557189754,788404,1781
X,1557189754,788668,1711
X,1557189755,788543,2114
X,1557189756,788285,3565
X,1557189756,788623,2988
X,1557189757,788456,1866
X,1557189757,788134,2455
X,1557189758,788443,3006
X,1557189758,788493,2190
X,1557189759,788240,2743
X,1557189760,788122,2467
X,1557189760,788136,4315
X,1557189761,787905,1890
X,1557189761,787810,2378
X,1557189762,787951,1477
X,1557189762,788218,2752
X,1557189763,788084,2011
X,1557189763,787974,1733
X,1557189764,788142,2246
X,1557189764,788219,1954
P,1557189764,5177
X,1557189764,788024,2812
X,1557189765,788120,1201
X,1557189765,788246,1799
X,1557189766,788065,2796
X,1557189766,787957,2246
X,1557189767,788094,2828
X,1557189768,788306,2490
X,1557189768,788166,2191
X,1557189769,787971,2053
X,1557189769,788035,2383
X,1557189770,788199,2556
X,1557189770,788284,2008
X,1557189771,787973,2641
X,1557189772,788098,2089
X,1557189772,788317,2833
X,1557189773,787737,3914
X,1557189773,788044,1850
X,1557189774,788181,2333
X,1557189774,788100,2237
X,1557189775,787942,2377
X,1557189776,788054,2019
X,1557189776,788129,2330
X,1557189777,787981,2071
X,1557189777,788023,2333
X,1557189778,788005,2027
X,1557189778,788048,3999
X,1557189779,787908,2071
X,1557189779,788041,1406
X,1557189780,788139,2416
X,1557189781,787932,1686
X,1557189781,787883,1341
X,1557189782,788139,1631
X,1557189782,788183,1710
X,1557189783,788084,1632
X,1557189783,788036,1378
X,1557189784,787930,1511
X,1557189785,787968,1796
X,1557189785,788083,1411
X,1557189786,788077,1384
X,1557189786,788046,700
X,1557189787,788032,996
X,1557189787,788112,2031
X,1557189788,788030,1082
X,1557189789,788051,1994
X,1557189789,788185,1206
X,1557189790,788330,1058
X,1557189790,788330,1839
X,1557189791,788129,1256
X,1557189791,788306,1797
X,1557189792,788324,2063
X,1557189793,788207,1593
X,1557189793,788082,1133
X,1557189794,788185,1201
P,1557189794,5176
X,1557189794,788154,1830
X,1557189795,788194,1258
X,1557189795,788152,1184
X,1557189796,788156,1798
X,1557189796,788179,1850
X,1557189797,788118,1717
X,1557189798,788074,1894
X,1557189798,788029,1731
X,1557189799,788101,1358
X,1557189799,788138,1394
X,1557189800,788077,1165
X,1557189800,788567,4744
X,1557189801,787861,3511
X,1557189802,788072,1594
X,1557189802,788131,855
X,1557189803,788019,1759
X,1557189803,788051,1292
X,1557189804,788152,1915
X,1557189804,788096,1259
X,1557189805,787949,794
X,1557189805,788136,1515
X,1557189805,788293,2103
X,1557189806,788193,1681
X,1557189806,787723,4332
X,1557189807,788332,2639
X,1557189807,788257,1851
X,1557189808,788177,947
X,1557189809,788048,2134
X,1557189809,788124,1999
X,1557189810,788057,1587
X,1557189810,788097,1292
