H,1556836854,400700
T,1556836854,2838
U,1556836854,0
X,1556836856,773251,1517
X,1556836856,773165,1429
X,1556836857,773030,693
X,1556836857,773154,1808
X,1556836858,773118,1424
X,1556836859,773135,1784
X,1556836859,773156,1434
X,1556836860,773143,1360
X,1556836860,773105,983
X,1556836861,773165,1855
X,1556836861,773197,1039
X,1556836862,773286,2688
X,1556836863,773146,1215
X,1556836863,773186,1193
X,1556836864,773049,1230
X,1556836864,773034,1695
X,1556836865,773133,1399
X,1556836865,773184,1667
X,1556836866,773146,1253
X,1556836867,773156,1374
X,1556836867,773116,1096
X,1556836868,773076,1105
X,1556836868,773163,1505
X,1556836869,773201,1139
X,1556836869,773007,1260
X,1556836870,773015,615
X,1556836870,772904,1066
X,1556836871,772927,680
X,1556836872,772904,1428
X,1556836872,772850,1203
X,1556836873,772793,1404
X,1556836873,773049,1245
P,1556836874,5222
X,1556836874,772973,872
X,1556836874,773009,1538
X,1556836875,773136,1203
X,1556836876,773159,1576
X,1556836876,772981,1181
X,1556836877,772969,1580
X,1556836877,772901,1077
X,1556836878,772795,1625
X,1556836878,772955,1615
X,1556836879,772897,1365
X,1556836880,772939,1031
X,1556836880,772851,1536
X,1556836881,772926,709
X,1556836881,773020,1684
X,1556836882,773164,1151
X,1556836882,773160,724
X,1556836883,773166,678
X,1556836884,773057,940
X,1556836884,773088,1073
X,1556836885,772904,1161
X,1556836885,772964,1849
X,1556836885,772917,1277
X,1556836885,772899,849
X,1556836886,772940,1210
X,1556836886,773037,1213
X,1556836887,773184,971
X,1556836888,773275,1601
X,1556836888,773138,1201
X,1556836889,773222,1208
X,1556836889,773175,1100
X,1556836890,773134,1534
X,1556836890,773220,746
X,1556836891,773293,1431
X,1556836892,773288,1031
X,1556836892,773213,935
X,1556836893,773111,1122
X,1556836893,773066,1074
X,1556836894,773088,1408
X,1556836894,773034,1856
X,1556836895,773008,1320
X,1556836896,773188,2821
X,1556836896,772554,4872
X,1556836897,773063,1245
X,1556836897,773180,1451
X,1556836898,773196,890
X,1556836898,773164,1237
X,1556836899,773199,1211
X,1556836900,773401,1623
X,1556836900,773393,1404
X,1556836901,773331,1879
X,1556836901,773302,1145
X,1556836902,773260,1181
X,1556836902,773194,1305
P,1556836903,5224
X,1556836903,773137,920
X,1556836903,773243,926
X,1556836904,773165,1258
X,1556836905,773229,1292
X,1556836905,773149,1130
X,1556836906,773281,788
X,1556836906,773175,2149
X,1556836907,773273,2402
X,1556836907,773283,1670
X,1556836908,773251,1254
X,1556836909,773264,1021
X,1556836909,773319,1942
X,1556836910,773434,1600
X,1556836910,773282,1134
X,1556836911,773361,1515
X,1556836911,773182,1222
X,1556836912,773171,848
X,1556836913,773184,1020
X,1556836913,773327,1848
X,1556836914,773151,1767
X,1556836914,773236,571
X,1556836915,773190,1087
X,1556836915,773191,698
A,1556836915,773116,382
T,1556836916,2838
U,1556836916,0
X,1556836917,773179,1229
X,1556836918,773002,1164
X,1556836918,772903,1573
X,1556836919,772932,1445
X,1556836920,773104,2487
X,1556836920,773080,1141
X,1556836921,772911,1506
X,1556836921,772841,1014
X,1556836922,773025,1309
X,1556836922,773972,8850
X,1556836923,772281,8610
X,1556836924,773158,1461
X,1556836924,773196,1040
X,1556836925,773204,1213
X,1556836925,773104,964
X,1556836926,773283,1158
X,1556836926,773346,1239
X,1556836926,773250,1246
X,1556836927,773393,1389
X,1556836927,773340,1152
X,1556836928,773261,770
X,1556836928,773298,1420
X,1556836929,773324,1658
X,1556836929,773271,1562
X,1556836930,773291,1607
X,1556836931,773231,1294
X,1556836931,773156,1712
X,1556836932,773332,916
P,1556836932,5225
X,1556836932,773278,1499
X,1556836933,773334,1324
X,1556836933,773299,768
X,1556836934,773319,1514
X,1556836935,773185,1186
X,1556836935,773287,977
X,1556836936,773270,1908
X,1556836936,773214,1718
X,1556836937,773200,1309
X,1556836937,773202,1074
X,1556836938,773157,959
X,1556836938,773218,1001
X,1556836939,773337,1415
X,1556836940,773211,1224
X,1556836940,773266,1090
X,1556836941,773185,1058
X,1556836941,773195,1007
X,1556836942,773265,1394
X,1556836942,773294,2188
X,1556836943,773287,1311
X,1556836944,773305,1449
X,1556836944,773269,1290
X,1556836945,773223,1277
X,1556836945,773400,1245
X,1556836946,773377,1318
X,1556836946,773357,1290
X,1556836947,773288,1047
