H,1556840995,400700
D,1556840995,510720
D,1556840998,514304
D,1556841000,509696
R,1556841000,000000000
X,1556841002,770359,57435
X,1556841002,769859,29690
X,1556841003,772263,43098
X,1556841003,769613,44887
X,1556841004,768506,43882
X,1556841004,771806,49217
X,1556841005,772785,13922
X,1556841006,771566,9005
X,1556841006,772961,12981
X,1556841007,771054,7973
X,1556841007,772220,25673
X,1556841008,772593,6892
X,1556841008,775150,22471
X,1556841009,771874,5149
X,1556841010,772350,2817
X,1556841010,772343,1725
X,1556841011,772283,1871
X,1556841011,772243,2429
X,1556841012,772384,1003
X,1556841012,772564,1683
X,1556841013,772439,2012
X,1556841013,771986,1682
X,1556841014,771878,2279
X,1556841015,771852,2685
X,1556841015,771849,1632
X,1556841016,771897,1156
X,1556841016,772089,1803
X,1556841017,770050,8527
X,1556841017,772968,34362
P,1556841018,5219
X,1556841018,772305,4522
X,1556841019,771667,4910
X,1556841019,771922,1949
X,1556841020,772442,2439
X,1556841020,772288,2152
X,1556841021,772191,949
X,1556841021,772331,1480
X,1556841022,772451,2714
X,1556841023,772350,1667
X,1556841023,772294,1268
X,1556841024,772263,12315
X,1556841024,772230,2295
X,1556841025,772499,1903
X,1556841025,772386,1804
X,1556841026,772389,1715
X,1556841027,772427,1382
X,1556841027,772417,1969
X,1556841027,772479,1754
X,1556841027,772396,1572
X,1556841028,772365,1925
X,1556841028,772355,1780
X,1556841029,772518,4084
X,1556841029,772412,5914
X,1556841030,772241,8006
X,1556841031,772196,5233
X,1556841031,772303,2072
X,1556841032,772246,1532
X,1556841032,771904,7135
X,1556841033,771934,2716
X,1556841033,771516,2813
X,1556841034,771729,2079
X,1556841035,771983,2204
X,1556841035,771416,6460
X,1556841036,772716,6314
X,1556841036,772092,2454
X,1556841037,772041,1457
X,1556841037,772107,19190
X,1556841038,772170,2032
X,1556841039,772167,1211
X,1556841039,772136,2140
X,1556841040,772057,1452
X,1556841040,772082,2164
X,1556841041,772300,2076
X,1556841041,772511,891
X,1556841042,772423,1838
X,1556841043,772549,1902
X,1556841043,772518,1812
X,1556841044,772521,2063
X,1556841044,772402,2104
X,1556841045,772365,1580
X,1556841045,772178,1224
X,1556841046,772022,1568
X,1556841046,772026,2028
P,1556841047,5219
X,1556841047,772238,1209
X,1556841048,772351,2189
X,1556841048,772260,2053
X,1556841049,772318,1412
X,1556841049,772076,1588
X,1556841050,772266,1951
X,1556841050,772380,1828
X,1556841051,771957,1355
X,1556841052,771934,1718
X,1556841052,771831,841
X,1556841053,771856,1557
X,1556841053,771456,6827
X,1556841054,772976,6193
X,1556841054,773252,28284
X,1556841055,772245,12734
X,1556841056,771782,23329
X,1556841056,771989,5080
X,1556841057,772331,2530
X,1556841057,772149,13389
X,1556841058,772611,1532
X,1556841058,772613,1587
X,1556841059,772240,1732
X,1556841060,772145,1906
X,1556841060,772339,1696
X,1556841061,772054,1128
X,1556841061,772047,5411
X,1556841062,771952,17731
X,1556841062,772497,4931
X,1556841063,772292,18883
X,1556841063,771941,2125
X,1556841064,772215,2039
X,1556841065,772183,1592
X,1556841065,772084,1300
X,1556841066,772232,2025
X,1556841066,772303,1807
X,1556841067,772243,1718
X,1556841067,772046,1416
X,1556841068,771916,1810
X,1556841068,771928,2140
X,1556841068,771712,983
X,1556841069,771898,1480
X,1556841069,772087,880
X,1556841070,771963,936
X,1556841070,771990,7031
X,1556841071,771927,8626
X,1556841072,772751,19500
X,1556841072,773256,15915
X,1556841073,772519,42008
X,1556841073,771665,15803
X,1556841074,771848,26864
X,1556841074,772517,23309
X,1556841075,772266,20395
X,1556841076,772002,16959
P,1556841076,5222
X,1556841076,772107,10185
X,1556841077,771930,17658
X,1556841077,771600,14929
X,1556841078,771798,17609
X,1556841078,771138,13870
X,1556841079,771604,12708
X,1556841079,772615,21099
X,1556841080,771627,23921
X,1556841081,772067,21692
X,1556841081,772327,7765
X,1556841082,772452,13081
X,1556841082,772574,6019
X,1556841083,772986,11594
X,1556841083,772326,12283
X,1556841084,772378,10162
X,1556841085,772120,4084
X,1556841085,772701,7403
X,1556841086,771546,16153
X,1556841086,772340,976
X,1556841087,771356,6553
X,1556841087,772813,9547
X,1556841088,772319,1796
X,1556841089,772344,607
X,1556841089,772240,1382
X,1556841090,772375,1146
X,1556841090,772144,2037
X,1556841091,772145,7746
X,1556841091,771997,4671
X,1556841092,773075,28452
