H,1549561197,173567
X,1549561197,609816,4961
X,1549561198,609489,2848
X,1549561198,609813,6154
X,1549561198,609342,2175
X,1549561198,609929,2909
X,1549561199,610073,2066
X,1549561199,609097,1823
X,1549561200,608930,1520
X,1549561200,609450,9011
X,1549561201,608999,7116
X,1549561202,609639,781
X,1549561202,609595,14577
X,1549561203,609322,1503
X,1549561203,609796,1216
X,1549561204,609770,1437
X,1549561204,609755,1820
X,1549561205,609674,844
X,1549561206,609553,1252
X,1549561206,609740,1479
X,1549561207,609646,1780
X,1549561207,609879,5595
X,1549561208,610215,4447
X,1549561208,609758,9480
X,1549561209,605711,31429
X,1549561210,611471,19233
X,1549561210,609646,16800
X,1549561211,608331,16064
X,1549561211,610321,21575
X,1549561212,608812,22723
X,1549561212,607821,21372
X,1549561213,606405,30213
X,1549561214,606968,21438
X,1549561214,606356,11102
X,1549561215,605956,10237
X,1549561215,605911,7675
X,1549561216,606719,8217
X,1549561216,608816,14536
X,1549561217,607516,19828
X,1549561217,608746,40208
X,1549561218,611398,50574
X,1549561219,608791,1801
X,1549561219,607836,44357
X,1549561220,608997,19618
X,1549561220,608885,22721
X,1549561221,608068,4002
X,1549561221,606516,31648
X,1549561222,609754,9373
X,1549561223,606185,9060
X,1549561223,608736,6322
X,1549561224,609551,2348
X,1549561224,608818,12563
X,1549561225,610191,7949
X,1549561225,609950,19581
P,1549561226,5096
X,1549561226,609987,2242
X,1549561227,606843,37477
X,1549561227,610147,38553
X,1549561228,610115,11971
X,1549561228,609966,4474
X,1549561229,609563,1616
X,1549561229,609484,3360
X,1549561230,609510,2405
X,1549561231,625969,35739
X,1549561231,603905,38521
X,1549561232,605188,20440
X,1549561232,614608,54819
X,1549561233,607983,49453
X,1549561233,610254,32472
X,1549561234,610659,13429
X,1549561234,609180,20683
X,1549561235,608913,3599
X,1549561236,609333,27253
X,1549561236,608867,34445
X,1549561237,609292,1800
X,1549561237,609090,2885
X,1549561238,609500,1686
X,1549561238,609277,17294
X,1549561239,607929,35775
X,1549561239,612521,28346
X,1549561239,608783,2049
X,1549561240,609147,2275
X,1549561240,609267,12424
X,1549561241,609360,1919
X,1549561241,609510,2055
X,1549561242,610428,15955
X,1549561243,609239,3531
X,1549561243,610012,1659
X,1549561244,610325,4709
X,1549561244,609446,8868
X,1549561245,610021,21860
X,1549561245,610368,9361
X,1549561246,609485,2971
X,1549561246,609387,3361
X,1549561247,609538,24849
X,1549561248,610202,6291
X,1549561248,609857,2258
X,1549561249,609748,2485
X,1549561249,609343,12464
X,1549561250,609825,10679
X,1549561250,609872,16676
X,1549561251,610224,14788
X,1549561252,609573,17201
X,1549561252,608388,6226
X,1549561253,609247,15733
X,1549561253,608476,6831
X,1549561254,609376,53415
X,1549561254,608955,7201
P,1549561255,5096
X,1549561255,609511,1795
X,1549561256,610437,8663
X,1549561256,610016,11059
X,1549561257,609250,12610
X,1549561257,609760,8050
X,1549561258,611451,13751
X,1549561258,663939,57040
X,1549561259,183517,24181
X,1549561260,185519,17358
X,1549561260,185007,11948
X,1549561261,183856,9471
X,1549561261,184317,6105
X,1549561262,184653,4999
X,1549561262,184274,3307
X,1549561263,184177,2254
X,1549561263,184424,1787
X,1549561264,184290,1112
X,1549561265,184259,978
O,1549561265,184309,739
O,1549561266,184230,466
O,1549561266,184038,403
O,1549561267,184090,321
O,1549561267,184148,298
O,1549561268,184118,216
O,1549561269,183965,201
O,1549561269,184059,170
O,1549561270,184218,143
O,1549561270,184124,163
O,1549561271,184115,265
O,1549561271,183988,267
O,1549561272,184110,131
O,1549561273,184032,184
O,1549561273,184014,426
O,1549561274,183947,127
O,1549561274,183887,131
O,1549561275,183893,220
O,1549561275,183937,189
O,1549561276,183937,163
O,1549561277,183890,281
O,1549561277,183853,339
O,1549561278,183858,224
O,1549561278,183831,168
O,1549561279,183913,254
O,1549561279,184060,192
O,1549561280,184099,104
O,1549561280,184111,114
O,1549561280,184069,143
O,1549561281,184046,80
O,1549561281,184007,174
O,1549561282,183906,233
O,1549561282,183958,214
O,1549561283,183962,232
O,1549561283,184012,113
P,1549561284,5096
O,1549561284,183953,168
O,1549561285,183930,193
O,1549561285,183830,249
O,1549561286,184052,178
O,1549561286,183905,204
O,1549561287,184049,80
O,1549561287,184070,138
O,1549561288,184078,220
