H,1547796268,173567
P,1547796268,5178
P,1547796297,5177
P,1547796326,5178
P,1547796356,5176
P,1547796385,5179
P,1547796414,5176
P,1547796443,5178
P,1547796473,5178
P,1547796502,5178
P,1547796532,5176
P,1547796562,5178
P,1547796591,5178
P,1547796620,5178
P,1547796649,5175
P,1547796679,5178
P,1547796708,5177
P,1547796737,5178
P,1547796767,5176
P,1547796796,5176
P,1547796826,5178
P,1547796855,5178
P,1547796885,5176
P,1547796914,5178
P,1547796943,5178
P,1547796973,5179
P,1547797002,5178
P,1547797031,5177
P,1547797060,5177
P,1547797090,5177
P,1547797120,5178
P,1547797149,5179
P,1547797179,5179
P,1547797208,5179
P,1547797237,5176
P,1547797266,5179
P,1547797296,5178
P,1547797325,5179
P,1547797354,5175
P,1547797384,5177
P,1547797414,5177
P,1547797443,5178
P,1547797472,5179
P,1547797502,5179
P,1547797531,5180
P,1547797560,5176
P,1547797590,5177
P,1547797619,5178
P,1547797648,5178
P,1547797677,5180
P,1547797708,5179
P,1547797737,5178
P,1547797766,5180
P,1547797795,5177
P,1547797825,5178
P,1547797854,5178
P,1547797883,5180
P,1547797913,5178
P,1547797942,5178
P,1547797971,5179
P,1547798001,5179
P,1547798031,5180
P,1547798060,5178
P,1547798089,5179
P,1547798119,5180
P,1547798148,5178
P,1547798177,5180
P,1547798207,5180
P,1547798237,5178
P,1547798266,5179
P,1547798296,5179
P,1547798326,5178
P,1547798355,5178
P,1547798384,5180
E,1547798413,0
