H,1549340913,382192
X,1549340913,778508,2386
X,1549340913,778589,1160
X,1549340914,778681,721
X,1549340914,778618,447
X,1549340915,778536,712
P,1549340915,5067
X,1549340915,778549,741
X,1549340916,778808,2516
X,1549340917,778563,3977
X,1549340917,778482,5389
X,1549340918,778524,3282
X,1549340918,778377,3312
X,1549340919,778784,2302
X,1549340919,778346,2381
X,1549340920,778613,671
X,1549340921,778477,1117
X,1549340921,778557,901
A,1549340921,778629,244
T,1549340921,2695
X,1549340923,778638,1564
X,1549340924,778754,1538
X,1549340924,778642,850
X,1549340925,778603,1231
X,1549340925,778709,564
X,1549340926,778753,1029
X,1549340927,778709,692
X,1549340927,778623,901
X,1549340928,778650,1096
X,1549340928,778764,778
X,1549340929,778508,720
X,1549340929,778741,721
X,1549340930,778761,986
X,1549340930,778792,772
X,1549340931,778540,620
X,1549340931,778680,996
X,1549340931,778807,678
X,1549340932,778701,787
X,1549340932,778595,1348
X,1549340933,778772,811
X,1549340933,778784,759
X,1549340934,778676,649
X,1549340935,778638,1063
X,1549340935,778692,592
X,1549340936,778794,652
X,1549340936,778602,805
X,1549340937,778668,921
A,1549340937,778698,299
T,1549340937,2695
X,1549340939,778589,776
X,1549340939,778723,633
X,1549340940,778719,1098
X,1549340941,778496,1744
X,1549340941,778719,758
X,1549340942,778708,486
X,1549340942,778765,513
X,1549340943,778447,2026
X,1549340943,778648,1346
X,1549340944,778720,614
P,1549340944,5065
X,1549340944,778451,968
X,1549340945,778590,653
X,1549340946,778611,1013
X,1549340946,778658,765
X,1549340947,778684,1626
X,1549340947,778610,1726
X,1549340948,778574,779
X,1549340948,778387,1491
X,1549340949,778606,868
X,1549340950,778592,1079
X,1549340950,778536,1010
X,1549340951,778383,2116
X,1549340951,778625,1034
X,1549340952,778611,1820
X,1549340952,778493,1718
X,1549340953,778598,697
X,1549340954,778691,1145
X,1549340954,778295,2062
X,1549340955,778678,799
X,1549340955,778636,1370
X,1549340956,778699,1247
X,1549340956,778383,3273
X,1549340957,778262,2692
X,1549340958,778533,1552
X,1549340958,778266,1066
X,1549340959,778369,723
X,1549340959,778391,1141
X,1549340960,778375,983
X,1549340960,778285,1673
X,1549340961,778359,997
X,1549340962,778482,797
X,1549340962,778267,983
X,1549340963,778368,1041
X,1549340963,778359,1354
X,1549340964,778294,901
X,1549340964,778523,1553
X,1549340965,778283,3150
X,1549340965,778468,1661
X,1549340966,778342,1143
X,1549340967,778463,1141
X,1549340967,778438,1125
X,1549340968,778335,4727
X,1549340968,778312,1691
X,1549340969,778417,1623
X,1549340969,777902,3719
X,1549340970,778729,1612
X,1549340971,778537,1050
X,1549340971,778526,1530
X,1549340972,778259,1551
X,1549340972,778624,1010
X,1549340972,778633,1226
X,1549340972,779015,3321
X,1549340973,778208,2750
P,1549340973,5066
X,1549340974,778952,2148
X,1549340974,778498,2291
X,1549340975,778924,2220
X,1549340975,778491,669
A,1549340975,778550,498
T,1549340975,2695
X,1549340977,778501,1084
X,1549340978,778537,1010
X,1549340978,778490,928
X,1549340979,778276,1501
X,1549340980,778554,686
X,1549340980,778522,527
X,1549340981,778448,835
X,1549340981,778353,1606
X,1549340982,778517,566
X,1549340982,778448,1060
X,1549340983,778455,912
X,1549340983,778378,1183
X,1549340984,778662,6431
X,1549340985,778724,3547
X,1549340985,779416,20674
X,1549340986,777948,62085
X,1549340986,779475,28622
X,1549340987,777871,33640
X,1549340987,778658,26688
X,1549340988,778218,9200
X,1549340989,778455,16077
X,1549340989,778148,20026
X,1549340990,778385,11403
X,1549340990,777587,2612
X,1549340991,778081,1629
X,1549340991,777993,1086
X,1549340992,777354,27484
X,1549340993,779893,29612
X,1549340993,779075,9767
X,1549340994,778197,10721
X,1549340994,778313,10572
X,1549340995,777434,20743
X,1549340995,777863,864
X,1549340996,778348,3189
X,1549340997,777470,9297
X,1549340997,778548,18415
X,1549340998,777842,19268
X,1549340998,778813,36345
X,1549340999,779553,48246
X,1549340999,776903,43756
X,1549341000,779964,37793
X,1549341000,778312,47773
X,1549341001,778690,40232
X,1549341002,775779,46219
X,1549341002,775930,58881
X,1549341003,778790,31393
P,1549341003,5066
X,1549341003,779036,32909
X,1549341004,778187,38313
X,1549341004,778979,34899
X,1549341005,778139,28863
X,1549341006,778876,30231
X,1549341006,778936,12418
X,1549341007,777868,5488
