H,1548209724,92071
T,1548209724,2719
R,1548209724,000000000
X,1548209726,173943,305
X,1548209726,173783,351
X,1548209727,173861,285
X,1548209727,173915,243
X,1548209728,174010,225
X,1548209728,174198,808
X,1548209729,173614,829
X,1548209730,173839,457
X,1548209730,173972,305
X,1548209731,174065,384
X,1548209731,174142,400
X,1548209732,174099,392
X,1548209732,174210,239
X,1548209733,174176,205
X,1548209733,174001,437
X,1548209733,173784,404
X,1548209734,173653,358
X,1548209734,173334,565
X,1548209735,173248,271
X,1548209735,173150,251
A,1548209735,173849,1060
T,1548209736,2719
X,1548209737,174038,583
X,1548209738,173981,341
X,1548209739,173543,270
X,1548209739,173862,649
X,1548209740,174189,148
X,1548209740,174072,490
X,1548209741,173972,728
X,1548209741,173749,454
X,1548209742,173614,222
X,1548209742,173922,263
X,1548209743,173938,176
X,1548209744,173988,143
X,1548209744,174129,239
X,1548209745,174136,260
X,1548209745,174071,136
X,1548209746,174056,114
X,1548209746,174074,195
X,1548209747,174218,201
X,1548209748,174133,325
X,1548209748,174184,318
A,1548209748,173993,675
T,1548209748,2719
P,1548209749,5012
X,1548209750,173779,202
X,1548209751,173740,283
X,1548209751,173649,296
X,1548209752,173420,108
X,1548209752,173468,126
X,1548209753,173504,184
X,1548209754,173644,92
X,1548209754,173589,199
X,1548209755,173642,348
X,1548209755,173722,162
X,1548209756,173477,161
X,1548209756,173593,297
X,1548209757,173512,216
X,1548209758,173616,204
X,1548209758,173659,201
X,1548209759,173619,94
X,1548209759,173492,387
X,1548209760,173473,391
X,1548209760,173548,518
X,1548209761,173760,227
A,1548209761,173595,359
T,1548209761,2719
X,1548209763,173983,203
X,1548209763,174038,98
X,1548209764,174057,128
X,1548209765,173984,153
X,1548209765,173874,136
X,1548209766,173842,194
X,1548209766,173930,96
X,1548209767,173833,281
X,1548209767,173660,177
X,1548209768,173891,171
X,1548209769,173957,140
X,1548209769,174004,158
X,1548209770,173965,196
X,1548209770,173814,168
X,1548209771,173619,568
X,1548209771,173778,329
X,1548209772,173805,280
X,1548209773,173763,243
X,1548209773,173772,283
X,1548209774,174023,158
A,1548209774,173879,438
T,1548209774,2719
X,1548209775,173969,145
X,1548209775,173928,58
X,1548209776,173964,120
X,1548209776,173925,153
X,1548209777,173954,129
X,1548209777,173967,128
P,1548209778,5123
X,1548209778,174037,56
X,1548209779,174078,169
X,1548209779,174096,119
X,1548209780,174058,98
X,1548209780,174061,84
X,1548209781,174065,116
X,1548209781,174115,190
X,1548209782,174038,136
X,1548209783,174057,98
X,1548209783,174177,132
X,1548209784,174209,106
X,1548209784,174246,151
X,1548209785,174188,497
X,1548209785,173729,632
A,1548209785,174043,517
T,1548209786,2719
R,1548209786,000000000
X,1548209787,174091,100
X,1548209788,174186,254
X,1548209789,174188,246
X,1548209789,174038,207
X,1548209790,174007,249
X,1548209790,173896,163
X,1548209791,173990,185
X,1548209791,174093,129
X,1548209792,174116,167
X,1548209792,173982,54
X,1548209793,174138,273
X,1548209794,174483,333
X,1548209794,174637,354
X,1548209795,174602,408
X,1548209795,174076,313
X,1548209796,173722,592
X,1548209796,173712,423
X,1548209797,173614,214
X,1548209798,173544,337
X,1548209798,173543,592
A,1548209798,174032,1094
T,1548209798,2719
X,1548209800,173583,282
X,1548209801,173827,153
X,1548209801,173816,162
X,1548209802,173753,155
X,1548209802,173873,167
X,1548209803,173584,244
X,1548209804,173491,222
X,1548209804,173620,289
X,1548209805,173611,155
X,1548209805,173760,139
X,1548209806,173855,97
X,1548209806,173975,119
X,1548209807,173999,172
X,1548209808,174081,142
P,1548209808,5120
X,1548209808,174127,105
X,1548209809,174114,181
X,1548209809,173982,116
X,1548209810,174065,133
X,1548209810,174064,88
X,1548209811,173995,216
A,1548209811,173858,636
T,1548209811,2719
X,1548209813,174044,272
X,1548209813,173908,277
X,1548209814,173741,200
X,1548209815,173742,120
X,1548209815,173694,104
X,1548209815,173727,270
X,1548209815,173630,286
X,1548209816,173727,287
X,1548209816,173813,176
X,1548209817,173744,210
X,1548209818,173780,194
X,1548209818,173837,164
X,1548209819,173819,194
