H,1562725038,289363
P,1562725038,5174
P,1562725067,5174
P,1562725097,5173
P,1562725126,5175
P,1562725155,5172
P,1562725184,5175
P,1562725214,5173
P,1562725243,5173
P,1562725272,5174
P,1562725303,5173
P,1562725332,5173
P,1562725361,5172
P,1562725390,5172
P,1562725420,5175
P,1562725449,5173
P,1562725478,5173
P,1562725508,5174
P,1562725537,5174
P,1562725566,5174
P,1562725596,5174
P,1562725626,5174
P,1562725655,5173
P,1562725684,5173
P,1562725714,5173
P,1562725743,5174
P,1562725772,5172
P,1562725801,5175
P,1562725831,5174
P,1562725860,5175
P,1562725890,5174
P,1562725920,5174
P,1562725949,5173
P,1562725978,5173
P,1562726007,5172
P,1562726037,5174
P,1562726066,5175
P,1562726095,5175
P,1562726125,5174
P,1562726154,5173
P,1562726184,5175
P,1562726213,5175
P,1562726243,5174
P,1562726272,5173
P,1562726301,5173
P,1562726331,5174
P,1562726360,5174
P,1562726389,5175
P,1562726418,5175
P,1562726448,5175
P,1562726478,5173
P,1562726507,5175
P,1562726536,5175
P,1562726566,5174
P,1562726595,5175
P,1562726624,5176
P,1562726654,5175
P,1562726683,5174
P,1562726712,5175
P,1562726741,5173
P,1562726772,5175
P,1562726801,5172
D,1562726816,399360
R,1562726816,700D9DFBA
R,1562726816,700D9DFBA
R,1562726817,700D9DFBA
X,1562726818,605940,29961
X,1562726819,601946,39422
X,1562726819,612098,37875
X,1562726820,621483,7075
X,1562726820,616468,39898
X,1562726821,606734,4594
X,1562726822,634496,42063
X,1562726822,610026,319
X,1562726823,592392,48745
X,1562726823,443094,53854
X,1562726823,266449,4909
X,1562726823,268904,3566
X,1562726824,266501,5369
X,1562726825,265424,2037
X,1562726825,264625,3288
X,1562726826,264957,1081
X,1562726826,265596,883
X,1562726827,266099,219
X,1562726827,264114,4238
X,1562726828,261969,9012
X,1562726829,264058,8815
O,1562726829,271030,12108
O,1562726830,272320,13033
P,1562726830,5166
O,1562726830,273126,10090
O,1562726831,267161,11560
O,1562726831,265864,5493
O,1562726832,264367,3303
O,1562726832,264253,4620
O,1562726833,266401,4503
O,1562726834,272163,5041
O,1562726834,268642,2105
O,1562726835,269128,6046
O,1562726835,267055,2091
O,1562726836,266067,2186
O,1562726836,267100,4036
O,1562726837,262734,6735
O,1562726838,263314,6739
O,1562726838,266533,8329
O,1562726839,266245,5621
O,1562726839,266574,3242
O,1562726840,270190,6882
O,1562726840,265846,1390
O,1562726841,264430,4741
O,1562726842,264560,6412
O,1562726842,262365,3943
O,1562726843,262662,6216
O,1562726843,265923,3003
O,1562726844,265420,3014
O,1562726844,265642,6191
O,1562726845,264469,3410
O,1562726846,262390,2918
O,1562726846,264693,2758
O,1562726847,264991,3132
O,1562726847,264648,3297
O,1562726848,261868,7971
O,1562726848,261302,3254
O,1562726849,261550,7343
O,1562726849,262735,7182
O,1562726850,264451,7635
O,1562726851,266082,2008
O,1562726851,263855,4344
O,1562726852,266327,4665
O,1562726852,269639,7210
O,1562726853,265683,5950
O,1562726853,257871,9329
O,1562726854,265277,6550
O,1562726855,267017,5447
O,1562726855,274229,14067
O,1562726856,274521,13437
O,1562726856,278937,13050
O,1562726857,274798,13606
O,1562726857,271643,10790
O,1562726858,268580,10096
O,1562726859,264123,6322
O,1562726859,262732,3926
O,1562726860,265599,3221
P,1562726860,5165
O,1562726860,263476,4017
O,1562726861,263008,3347
O,1562726861,259934,4142
O,1562726862,260900,1958
O,1562726863,263865,3473
O,1562726863,264096,1104
O,1562726864,264040,3371
O,1562726864,263562,3064
O,1562726864,262552,2631
O,1562726864,262493,2612
O,1562726865,263896,2143
O,1562726865,264718,3325
O,1562726866,263998,4857
O,1562726867,266298,4622
O,1562726867,265075,6973
O,1562726868,263249,6222
O,1562726868,262536,1009
O,1562726869,264353,2868
O,1562726869,265625,2669
O,1562726870,264898,856
O,1562726871,265113,978
O,1562726871,264877,1805
O,1562726872,624948,6091
T,1562726872,2870
P,1562726889,5174
P,1562726918,5172
P,1562726947,5174
O,1562726976,266817,3475
O,1562726976,266266,2997
O,1562726977,266355,1308
P,1562726977,5168
O,1562726978,265640,2151
O,1562726978,266172,1338
O,1562726979,269140,5861
O,1562726979,269411,4820
O,1562726980,267820,1973
O,1562726980,270744,1635
O,1562726981,270491,3313
O,1562726982,266406,1975
O,1562726982,266245,2973
O,1562726983,263784,3310
O,1562726983,265108,2641
O,1562726984,265220,2157
O,1562726984,263527,2502
O,1562726985,264211,2845
O,1562726986,262105,4164
O,1562726986,262558,3894
O,1562726987,264534,2666
O,1562726987,265299,1254
