H,1559596794,295663
P,1559596794,5290
P,1559596823,5289
P,1559596852,5289
P,1559596882,5292
P,1559596911,5290
P,1559596941,5290
P,1559596970,5291
P,1559597000,5289
P,1559597029,5289
P,1559597058,5291
P,1559597088,5289
P,1559597117,5290
P,1559597146,5292
P,1559597175,5291
P,1559597205,5289
P,1559597235,5291
P,1559597264,5289
P,1559597294,5289
P,1559597323,5289
P,1559597352,5291
P,1559597381,5290
P,1559597411,5289
P,1559597440,5291
P,1559597469,5289
P,1559597499,5292
P,1559597529,5291
P,1559597558,5291
P,1559597587,5291
P,1559597617,5292
P,1559597646,5289
P,1559597675,5291
P,1559597705,5291
P,1559597734,5290
P,1559597763,5290
P,1559597792,5290
P,1559597823,5291
P,1559597852,5291
P,1559597881,5291
P,1559597911,5291
P,1559597940,5288
P,1559597969,5291
P,1559597998,5290
D,1559598020,356352
R,1559598020,700D9DFBA
R,1559598020,700D9DFBA
R,1559598020,700D9DFBA
X,1559598022,588910,12796
X,1559598022,589286,54421
X,1559598023,580385,16079
X,1559598023,591252,14584
X,1559598024,589219,17378
X,1559598025,579920,200
X,1559598025,263027,1727
X,1559598026,262801,475
X,1559598026,262589,139
X,1559598027,262680,228
X,1559598027,262876,128
X,1559598028,263040,176
P,1559598028,5281
X,1559598029,263070,139
X,1559598029,262963,142
X,1559598030,262909,99
X,1559598030,262887,86
X,1559598031,262948,100
O,1559598031,262992,112
O,1559598032,262969,103
O,1559598032,262932,194
O,1559598033,262954,79
O,1559598034,262975,94
O,1559598034,262965,114
O,1559598034,262947,119
O,1559598034,262962,69
O,1559598035,262943,87
O,1559598035,262931,73
O,1559598036,262955,126
O,1559598037,262940,103
O,1559598037,262960,153
O,1559598038,262986,143
O,1559598038,262953,108
O,1559598039,262975,112
O,1559598039,262990,99
O,1559598040,262991,152
O,1559598041,263000,59
O,1559598041,263043,65
O,1559598042,263014,113
O,1559598042,263013,111
O,1559598043,263067,73
O,1559598043,263057,75
O,1559598044,263002,85
O,1559598044,263029,69
O,1559598045,263038,76
O,1559598046,263039,103
O,1559598046,263062,110
O,1559598047,263089,147
O,1559598047,263019,97
O,1559598048,263065,138
O,1559598048,263056,137
O,1559598049,263057,83
O,1559598050,263118,142
O,1559598050,263142,90
O,1559598051,263077,111
O,1559598051,263059,112
O,1559598052,529273,5213
T,1559598052,2926
D,1559598053,365312
R,1559598053,700D9DFBA
R,1559598053,700D9DFBA
R,1559598053,700D9DFBA
X,1559598055,552488,4394
X,1559598056,553285,6464
X,1559598056,552565,5051
X,1559598057,537605,65487
X,1559598057,318007,14245
P,1559598057,5283
X,1559598058,263453,1173
X,1559598058,262597,783
X,1559598059,263304,562
X,1559598060,263291,463
X,1559598060,263136,117
X,1559598061,263215,73
X,1559598061,263219,120
X,1559598062,263190,135
X,1559598062,263181,97
X,1559598063,263178,85
O,1559598064,263184,131
O,1559598064,263198,90
O,1559598065,263181,103
O,1559598065,263165,110
O,1559598066,263161,121
O,1559598066,263140,105
O,1559598067,263164,106
O,1559598067,263119,119
O,1559598068,263154,50
O,1559598069,263128,116
O,1559598069,263160,88
O,1559598070,263150,108
O,1559598070,263133,140
O,1559598071,263122,75
O,1559598071,263126,109
O,1559598072,263177,70
O,1559598073,263180,97
O,1559598073,263170,82
O,1559598074,263192,97
O,1559598074,263176,99
O,1559598075,263141,106
O,1559598075,263115,112
O,1559598075,263087,110
O,1559598076,263107,56
O,1559598076,263078,137
O,1559598077,263077,97
O,1559598077,263078,75
O,1559598078,263078,117
O,1559598078,263100,74
O,1559598079,263057,74
O,1559598080,263093,120
O,1559598080,263050,102
O,1559598081,263051,128
O,1559598081,263042,73
O,1559598082,263057,142
O,1559598082,263079,122
O,1559598083,263093,176
O,1559598083,263105,95
O,1559598084,263119,94
O,1559598085,263149,102
O,1559598085,263133,81
O,1559598086,263158,57
O,1559598086,263152,94
P,1559598086,5281
O,1559598087,263147,133
O,1559598087,263118,98
O,1559598088,263105,119
O,1559598089,263081,91
O,1559598089,263007,140
O,1559598090,263036,74
O,1559598090,263052,102
O,1559598091,263023,79
O,1559598091,263022,53
O,1559598092,263042,79
O,1559598093,263028,61
O,1559598093,263046,154
O,1559598094,263044,118
O,1559598094,263064,96
O,1559598095,263094,113
O,1559598095,263083,61
O,1559598096,263099,114
O,1559598097,263081,197
