H,1559520653,295663
P,1559520653,5295
P,1559520682,5296
P,1559520711,5296
P,1559520741,5296
P,1559520771,5296
P,1559520800,5295
P,1559520829,5295
P,1559520858,5296
P,1559520888,5295
P,1559520917,5296
P,1559520946,5294
P,1559520976,5295
P,1559521005,5296
P,1559521035,5295
P,1559521064,5295
P,1559521094,5296
P,1559521123,5294
P,1559521152,5296
P,1559521182,5295
P,1559521211,5296
P,1559521240,5296
P,1559521269,5296
P,1559521299,5293
P,1559521329,5296
P,1559521358,5296
P,1559521388,5295
P,1559521417,5296
P,1559521446,5297
P,1559521475,5296
P,1559521505,5293
P,1559521534,5295
P,1559521563,5297
P,1559521593,5296
P,1559521623,5294
D,1559521623,392960
R,1559521623,700D9DFBA
R,1559521623,700D9DFBA
R,1559521623,700D9DFBA
X,1559521625,585292,6835
X,1559521625,585557,1935
X,1559521626,585587,2968
X,1559521626,585146,21072
X,1559521627,586745,9168
X,1559521628,585639,4281
X,1559521628,585800,4004
X,1559521629,585462,5418
X,1559521629,585334,3600
X,1559521630,585631,3786
X,1559521630,583670,9279
X,1559521631,582472,36473
X,1559521631,589935,37767
X,1559521632,583578,33164
X,1559521633,586205,34116
X,1559521633,586655,32586
X,1559521634,586602,20198
X,1559521634,585447,19727
X,1559521635,585994,25837
X,1559521635,585883,9016
X,1559521636,584755,21673
X,1559521637,586412,15433
X,1559521637,589165,33895
X,1559521637,578617,9631
X,1559521637,586822,41605
X,1559521638,578498,36340
X,1559521638,370854,19336
X,1559521639,267983,529
X,1559521640,267876,184
X,1559521640,267955,142
X,1559521641,268157,297
X,1559521641,268410,126
X,1559521642,268455,98
X,1559521642,268359,115
X,1559521643,268306,147
X,1559521644,268204,75
X,1559521644,268256,104
X,1559521645,268297,95
O,1559521645,268288,82
O,1559521646,268268,43
O,1559521646,268231,124
O,1559521647,268237,67
O,1559521647,268275,133
O,1559521648,268235,95
O,1559521649,268240,103
O,1559521649,268238,81
O,1559521650,268230,107
O,1559521650,268252,91
O,1559521651,268254,97
O,1559521651,268249,77
P,1559521652,5286
O,1559521652,268251,136
O,1559521653,268244,50
O,1559521653,268250,76
O,1559521654,268240,113
O,1559521654,268249,70
O,1559521655,268245,177
O,1559521655,268247,143
O,1559521656,268250,91
O,1559521657,268249,144
O,1559521657,268257,111
O,1559521658,268252,86
O,1559521658,268245,94
O,1559521659,268235,83
O,1559521659,268239,141
O,1559521660,268253,106
O,1559521661,268243,125
O,1559521661,268251,129
O,1559521662,268265,67
O,1559521662,268240,106
O,1559521663,268230,115
O,1559521663,268231,67
O,1559521664,268230,99
O,1559521664,268233,66
O,1559521665,268218,97
O,1559521666,268230,72
O,1559521666,268217,129
O,1559521667,268225,95
O,1559521667,535365,11676
T,1559521667,2901
D,1559521669,381184
R,1559521669,700D9DFBA
R,1559521669,700D9DFBA
R,1559521669,700D9DFBA
X,1559521670,573112,3452
X,1559521671,573244,2545
X,1559521672,571609,17295
X,1559521672,484172,21915
X,1559521673,268787,885
X,1559521673,268509,276
X,1559521674,268568,393
X,1559521674,268540,130
X,1559521675,268540,92
X,1559521676,268524,71
X,1559521676,268545,168
X,1559521677,268526,121
X,1559521677,268454,122
X,1559521678,268438,114
X,1559521678,268412,77
O,1559521678,268445,105
O,1559521679,268407,86
O,1559521679,268419,68
O,1559521680,268396,90
O,1559521680,268385,98
P,1559521681,5289
O,1559521681,268381,70
O,1559521681,268391,103
O,1559521682,268407,116
O,1559521683,268401,126
O,1559521683,268378,134
O,1559521684,268388,147
O,1559521684,268385,147
O,1559521685,268397,79
O,1559521685,268395,111
O,1559521686,268385,58
O,1559521686,268350,161
O,1559521687,268365,98
O,1559521688,268346,87
O,1559521688,268350,92
O,1559521689,268352,79
O,1559521689,268373,127
O,1559521690,268358,93
O,1559521690,268378,142
O,1559521691,268360,73
O,1559521692,268355,69
O,1559521692,268353,138
O,1559521693,268357,97
O,1559521693,268367,81
O,1559521694,268343,63
O,1559521694,268327,116
O,1559521695,268317,71
O,1559521696,268313,81
O,1559521696,268303,140
O,1559521697,268333,118
O,1559521697,268322,72
O,1559521698,268305,99
O,1559521698,268305,112
O,1559521699,268321,160
O,1559521700,268333,83
O,1559521700,268317,80
O,1559521701,268303,113
O,1559521701,268308,109
O,1559521702,268343,94
O,1559521702,268329,91
