H,1559257926,295663
P,1559257926,5311
P,1559257955,5310
P,1559257985,5310
P,1559258014,5308
P,1559258043,5310
P,1559258073,5310
P,1559258103,5309
P,1559258132,5310
P,1559258161,5309
P,1559258191,5309
P,1559258220,5311
P,1559258249,5308
P,1559258278,5308
P,1559258308,5309
P,1559258337,5310
P,1559258366,5309
P,1559258397,5310
P,1559258426,5310
D,1559258429,372992
R,1559258429,700D9DFBA
R,1559258429,700D9DFBA
R,1559258429,700D9DFBA
X,1559258430,615003,11497
X,1559258431,615056,5526
X,1559258432,616234,4253
X,1559258432,615864,5802
X,1559258433,616022,3821
X,1559258433,616348,4294
X,1559258434,616306,14841
X,1559258434,616151,17675
X,1559258435,616100,16961
X,1559258436,617184,26465
X,1559258436,620090,28059
X,1559258437,614696,34951
X,1559258437,618353,5704
X,1559258438,617489,4980
X,1559258438,617992,6105
X,1559258439,617471,9779
X,1559258440,617118,13323
X,1559258440,617365,22478
X,1559258441,620049,22823
X,1559258441,609551,42877
X,1559258442,615848,31919
X,1559258442,609029,39820
X,1559258442,274599,1464
X,1559258443,273761,1108
X,1559258443,273449,412
X,1559258444,273726,154
X,1559258444,273452,256
X,1559258445,273480,160
X,1559258445,273518,180
X,1559258446,273319,202
X,1559258446,273477,271
X,1559258447,273391,406
X,1559258448,273457,637
O,1559258448,274210,814
O,1559258449,274218,227
O,1559258449,273855,338
O,1559258450,273365,608
O,1559258450,273708,942
O,1559258451,274332,487
O,1559258452,274329,471
O,1559258452,274575,687
O,1559258453,273638,786
O,1559258453,274287,757
O,1559258454,273872,501
O,1559258454,273625,323
P,1559258455,5302
O,1559258455,274012,335
O,1559258456,273781,341
O,1559258456,273466,394
O,1559258457,273335,299
O,1559258457,273394,187
O,1559258458,273250,138
O,1559258458,273436,548
O,1559258459,273954,474
O,1559258460,273834,664
O,1559258460,273647,1173
O,1559258461,273885,455
O,1559258461,274055,302
O,1559258462,273888,701
O,1559258462,273710,966
O,1559258463,275094,655
O,1559258463,274524,784
O,1559258464,274035,274
O,1559258465,274086,314
O,1559258465,273937,280
O,1559258466,273924,265
O,1559258466,273728,584
O,1559258467,273327,405
O,1559258467,273421,640
O,1559258468,273661,368
O,1559258469,273838,486
O,1559258469,273549,347
O,1559258470,273454,412
O,1559258470,273241,405
O,1559258471,273271,992
O,1559258471,273763,333
O,1559258472,273799,238
O,1559258473,273513,613
O,1559258473,273300,994
O,1559258474,274440,1029
O,1559258474,274175,470
O,1559258475,273875,381
O,1559258475,273786,754
O,1559258476,274013,752
O,1559258477,273494,444
O,1559258477,273645,462
O,1559258478,273517,349
O,1559258478,273476,480
O,1559258479,273845,378
O,1559258479,273686,156
O,1559258480,273679,109
O,1559258480,500915,19531
T,1559258481,2860
D,1559258482,383744
R,1559258482,700D9DFBA
R,1559258482,700D9DFBA
R,1559258482,700D9DFBA
X,1559258483,577393,8199
X,1559258483,576687,4664
X,1559258484,576685,3517
P,1559258484,5302
X,1559258484,576829,16218
X,1559258485,576919,9073
X,1559258485,576828,3680
X,1559258486,577260,11616
X,1559258487,577566,5362
X,1559258487,576653,3983
X,1559258488,683672,40006
X,1559258488,271530,11259
X,1559258489,275516,1430
X,1559258489,274177,1898
X,1559258490,272454,894
X,1559258491,272660,1010
X,1559258491,273724,593
X,1559258492,273227,549
X,1559258492,272806,665
X,1559258493,273342,311
X,1559258493,273567,414
X,1559258494,273234,316
O,1559258495,273287,102
O,1559258495,273370,451
O,1559258496,273326,203
O,1559258496,273328,276
O,1559258497,273370,297
O,1559258497,273312,490
O,1559258498,272834,286
O,1559258499,272891,732
O,1559258499,273051,228
O,1559258500,273196,184
O,1559258500,273080,356
O,1559258501,273306,224
O,1559258501,273326,441
O,1559258502,272988,709
O,1559258502,272946,646
O,1559258503,273333,298
O,1559258504,272857,456
O,1559258504,272741,335
O,1559258505,272891,542
O,1559258505,273192,163
O,1559258506,273176,182
O,1559258506,273145,59
O,1559258507,272991,245
O,1559258508,272895,193
O,1559258508,272887,201
O,1559258509,272988,255
O,1559258509,273028,380
O,1559258510,273058,770
O,1559258510,273459,239
O,1559258511,273402,1068
O,1559258512,273001,537
O,1559258512,272944,482
O,1559258513,272902,357
O,1559258513,272800,437
O,1559258514,273452,626
P,1559258514,5303
