H,1559851651,295663
R,1559851651,700D9DFBA
R,1559851651,700D9DFBA
R,1559851651,700D9DFBA
X,1559851653,585143,31558
X,1559851653,589472,40962
X,1559851654,588026,61181
X,1559851655,590527,9068
X,1559851655,589421,12745
X,1559851656,586880,52377
X,1559851656,589199,51353
X,1559851657,584912,21613
X,1559851657,587955,44492
X,1559851658,588974,38197
X,1559851659,588237,10892
X,1559851659,587912,19822
X,1559851660,591496,16487
X,1559851660,589706,3251
X,1559851661,587899,35004
X,1559851661,594043,53847
X,1559851662,588934,2408
X,1559851663,593163,57573
X,1559851663,586511,26766
X,1559851664,585547,25409
X,1559851664,586942,26511
X,1559851665,588728,15283
X,1559851665,591077,20405
X,1559851666,581318,55255
X,1559851666,590427,5805
X,1559851667,590508,20313
X,1559851668,590884,8936
X,1559851668,590297,3727
X,1559851669,588638,18726
X,1559851669,589488,3092
X,1559851670,590352,16836
X,1559851670,589651,22034
X,1559851671,589514,25386
X,1559851672,590833,8307
X,1559851672,593328,6494
X,1559851673,593657,58420
X,1559851673,598147,57998
X,1559851673,586138,52318
X,1559851673,427699,56626
P,1559851674,5245
X,1559851674,267198,1332
X,1559851675,266480,2535
X,1559851675,266321,2214
X,1559851676,267418,820
X,1559851676,267324,739
X,1559851677,267499,758
X,1559851677,266853,2118
X,1559851678,265966,1435
X,1559851679,265922,1095
X,1559851679,266126,1059
X,1559851680,266907,639
O,1559851680,268148,1219
O,1559851681,267059,614
O,1559851681,267108,316
O,1559851682,266994,670
O,1559851682,266391,1078
O,1559851683,265408,2793
O,1559851684,265682,755
O,1559851684,265368,2080
O,1559851685,267226,1223
O,1559851685,267733,1391
O,1559851686,267823,1546
O,1559851686,268751,326
O,1559851687,268111,1056
O,1559851688,267469,888
O,1559851688,267848,1001
O,1559851689,267351,604
O,1559851689,267184,562
O,1559851690,266773,506
O,1559851690,267136,1018
O,1559851691,267131,377
O,1559851692,266190,1286
O,1559851692,266530,962
O,1559851693,265735,1488
O,1559851693,265314,1291
O,1559851694,265444,1064
O,1559851694,266589,1151
O,1559851695,267557,394
O,1559851696,267642,811
O,1559851696,267871,1013
O,1559851697,267893,696
O,1559851697,267815,651
O,1559851698,267611,1076
O,1559851698,267440,908
O,1559851699,267062,838
O,1559851699,266570,522
O,1559851700,266816,1126
O,1559851701,266915,638
O,1559851701,266666,535
O,1559851702,266759,555
O,1559851702,266646,1112
O,1559851703,267087,1486
O,1559851703,266853,566
P,1559851704,5246
O,1559851704,266705,963
O,1559851705,267482,1126
O,1559851705,267745,1075
O,1559851706,266528,615
O,1559851706,266818,827
O,1559851707,267089,1193
O,1559851707,267374,1050
O,1559851708,266650,923
O,1559851709,266997,430
O,1559851709,266890,390
O,1559851710,267103,205
O,1559851710,266718,889
O,1559851711,266324,1274
O,1559851711,266852,951
O,1559851712,267176,1459
O,1559851712,267152,1456
O,1559851713,267163,594
O,1559851714,267396,718
O,1559851714,267418,1325
O,1559851714,267175,602
O,1559851714,266454,514
O,1559851715,266967,476
O,1559851715,267067,1180
O,1559851716,267643,941
O,1559851717,267403,284
O,1559851717,267379,532
O,1559851718,267764,346
O,1559851718,267799,886
O,1559851719,268071,723
O,1559851719,268222,621
O,1559851720,267751,364
O,1559851721,267949,873
O,1559851721,267950,792
O,1559851722,267544,277
O,1559851722,267256,414
O,1559851723,267119,409
O,1559851723,267335,155
O,1559851724,267371,258
O,1559851725,267468,981
O,1559851725,266958,192
O,1559851726,267033,453
O,1559851726,267177,380
O,1559851727,267128,154
O,1559851727,267187,281
O,1559851728,267152,261
O,1559851728,267229,156
O,1559851729,267344,267
O,1559851730,267151,194
T,1559851730,2863
P,1559851733,5252
D,1559851757,308224
R,1559851757,700D9DFBA
R,1559851757,700D9DFBA
R,1559851757,700D9DFBA
X,1559851759,268837,6409
X,1559851759,271125,2707
X,1559851760,270102,666
X,1559851761,270143,533
X,1559851761,269519,811
X,1559851762,269258,393
P,1559851762,5244
X,1559851762,269369,558
X,1559851763,268924,374
X,1559851763,268830,348
X,1559851764,268201,576
X,1559851765,267786,252
O,1559851765,267656,129
O,1559851766,267695,192
O,1559851766,267587,218
O,1559851767,267748,218
O,1559851767,267515,252
O,1559851768,267461,160
O,1559851768,267302,229
O,1559851769,267170,276
