H,1559845767,295663
P,1559845767,5252
P,1559845796,5254
P,1559845825,5254
P,1559845854,5253
P,1559845884,5253
P,1559845913,5255
P,1559845942,5256
P,1559845972,5254
P,1559846002,5252
P,1559846031,5253
P,1559846060,5256
P,1559846090,5256
P,1559846119,5253
P,1559846148,5254
P,1559846177,5257
P,1559846207,5255
P,1559846236,5255
P,1559846265,5254
P,1559846296,5254
P,1559846325,5257
P,1559846354,5254
P,1559846383,5256
P,1559846413,5256
P,1559846442,5255
P,1559846471,5255
P,1559846501,5255
P,1559846530,5255
P,1559846559,5254
P,1559846589,5253
P,1559846619,5255
P,1559846648,5254
P,1559846677,5255
P,1559846707,5255
P,1559846736,5254
P,1559846765,5255
P,1559846794,5254
P,1559846824,5255
P,1559846853,5255
P,1559846883,5253
P,1559846913,5254
P,1559846942,5253
P,1559846971,5257
P,1559847000,5255
P,1559847030,5255
P,1559847059,5255
P,1559847088,5255
P,1559847118,5253
P,1559847147,5255
P,1559847177,5256
P,1559847206,5253
P,1559847236,5254
P,1559847265,5255
P,1559847294,5252
P,1559847324,5252
P,1559847353,5254
P,1559847382,5255
P,1559847411,5254
P,1559847441,5254
P,1559847471,5254
P,1559847500,5253
P,1559847530,5253
P,1559847559,5255
P,1559847588,5252
P,1559847617,5256
P,1559847647,5253
P,1559847677,5255
P,1559847706,5255
P,1559847736,5255
P,1559847766,5253
P,1559847795,5253
P,1559847824,5254
P,1559847854,5254
O,1559847867,266102,1844
O,1559847867,265890,986
O,1559847868,266657,664
O,1559847868,266587,1465
O,1559847869,266936,2617
O,1559847869,267653,939
O,1559847870,267774,1101
O,1559847871,268778,1680
O,1559847871,269345,1069
O,1559847872,267531,1022
O,1559847872,267101,2248
O,1559847873,267075,847
O,1559847873,266565,812
O,1559847874,265558,2156
O,1559847874,265473,846
O,1559847875,265724,1129
O,1559847876,266608,3500
O,1559847876,267137,790
O,1559847877,268134,1424
O,1559847877,267172,584
O,1559847878,267264,2221
O,1559847878,267408,3898
O,1559847879,268538,1502
O,1559847880,267989,1798
O,1559847880,268013,3027
O,1559847881,266491,1454
O,1559847881,265291,1770
O,1559847882,265723,1555
O,1559847882,266250,1017
P,1559847883,5245
O,1559847883,266030,1558
O,1559847884,267395,1133
O,1559847884,267760,1928
O,1559847885,267406,1111
O,1559847885,267496,755
O,1559847886,267382,675
O,1559847886,267674,1031
O,1559847887,267491,1193
O,1559847888,267736,973
O,1559847888,266916,958
O,1559847889,267072,1062
O,1559847889,266105,1473
O,1559847890,267042,1465
O,1559847890,265832,1911
O,1559847891,265446,2759
O,1559847891,265944,1506
O,1559847892,265666,1033
O,1559847893,265838,1423
O,1559847893,265734,905
O,1559847894,265744,915
O,1559847894,265568,597
O,1559847895,266074,623
O,1559847895,266162,407
O,1559847896,266646,944
O,1559847897,267829,1976
O,1559847897,268141,1344
O,1559847898,266527,1522
O,1559847898,265963,2230
O,1559847899,266005,1994
O,1559847899,267561,2265
O,1559847900,266615,2756
O,1559847900,266404,1789
O,1559847900,265651,682
O,1559847901,266405,1503
O,1559847901,266176,968
O,1559847902,265885,460
O,1559847902,266172,761
O,1559847903,266420,500
O,1559847904,267023,1753
O,1559847904,266870,662
O,1559847905,266526,1254
O,1559847905,266483,635
O,1559847906,266410,1196
O,1559847906,267073,672
O,1559847907,266675,524
O,1559847907,266704,1192
O,1559847908,266644,499
O,1559847909,266642,519
O,1559847909,266078,920
O,1559847910,266063,2374
O,1559847910,266707,2090
O,1559847911,266146,816
O,1559847911,266756,711
P,1559847912,5245
O,1559847912,266959,880
O,1559847913,266875,1090
O,1559847913,266762,826
O,1559847914,266759,849
O,1559847914,266853,770
O,1559847915,266432,1711
O,1559847915,266225,795
O,1559847916,266542,1325
O,1559847917,266486,1264
O,1559847917,266447,667
O,1559847918,266620,1140
O,1559847918,266895,1142
O,1559847919,266794,926
O,1559847919,265906,1095
O,1559847920,266938,1729
O,1559847921,267138,1001
O,1559847921,267543,1718
O,1559847922,268087,424
O,1559847922,268265,1015
T,1559847922,2868
P,1559847941,5251
P,1559847971,5254
P,1559848000,5253
P,1559848029,5253
P,1559848060,5251
P,1559848089,5252
P,1559848118,5253
P,1559848147,5254
P,1559848177,5253
P,1559848206,5253
P,1559848235,5253
P,1559848265,5253
P,1559848294,5253
P,1559848323,5253
P,1559848353,5253
P,1559848383,5254
P,1559848412,5256
P,1559848441,5254
P,1559848471,5254
P,1559848500,5255
P,1559848529,5253
P,1559848558,5255
P,1559848588,5253
P,1559848617,5255
P,1559848647,5254
P,1559848677,5254
P,1559848706,5254
