H,1559079069,295663
P,1559079069,5326
P,1559079100,5327
P,1559079129,5328
P,1559079158,5327
P,1559079187,5327
P,1559079217,5326
P,1559079246,5326
P,1559079275,5328
P,1559079305,5327
P,1559079334,5328
P,1559079363,5326
P,1559079394,5327
P,1559079424,5327
P,1559079453,5327
P,1559079482,5326
P,1559079512,5327
P,1559079541,5327
P,1559079570,5327
P,1559079599,5328
P,1559079629,5327
P,1559079658,5327
P,1559079688,5327
P,1559079718,5327
P,1559079747,5327
P,1559079776,5327
P,1559079805,5326
P,1559079835,5326
P,1559079864,5325
P,1559079893,5326
P,1559079923,5327
P,1559079952,5327
P,1559079982,5326
P,1559080011,5326
P,1559080041,5328
P,1559080070,5325
P,1559080099,5327
P,1559080129,5327
P,1559080158,5328
P,1559080187,5328
P,1559080216,5326
D,1559080227,419840
R,1559080227,700D9DFBA
R,1559080227,700D9DFBA
R,1559080227,700D9DFBA
X,1559080229,592293,10644
X,1559080229,604474,65395
X,1559080230,592717,34305
X,1559080231,444258,37853
X,1559080231,268892,927
X,1559080232,269198,1473
X,1559080232,269518,288
X,1559080233,269190,301
X,1559080233,269140,186
X,1559080234,269280,105
X,1559080235,269215,127
X,1559080235,269203,79
X,1559080236,269243,100
X,1559080236,269230,159
X,1559080237,269239,154
O,1559080237,269274,113
O,1559080238,269250,127
O,1559080239,269283,118
O,1559080239,269263,97
O,1559080240,269288,57
O,1559080240,269316,86
O,1559080241,269324,100
O,1559080241,269355,106
O,1559080242,269362,52
O,1559080243,269400,111
O,1559080243,269404,97
O,1559080244,269428,54
O,1559080244,269437,104
O,1559080245,269455,59
O,1559080245,269451,105
O,1559080246,269461,70
P,1559080246,5318
O,1559080246,269464,120
O,1559080247,269473,100
O,1559080248,269483,120
O,1559080248,269462,112
O,1559080249,269493,83
O,1559080249,269508,69
O,1559080250,269485,79
O,1559080250,269491,107
O,1559080251,269494,67
O,1559080252,269465,62
O,1559080252,269505,132
O,1559080253,269503,117
O,1559080253,269490,134
O,1559080253,269491,77
O,1559080253,269501,106
O,1559080254,269502,110
O,1559080255,269501,86
O,1559080255,269491,105
O,1559080256,269494,88
O,1559080256,269478,154
O,1559080257,269482,118
O,1559080257,269480,91
O,1559080258,269479,110
O,1559080259,269473,62
O,1559080259,269500,147
O,1559080260,269505,83
O,1559080260,269541,96
O,1559080261,269537,88
O,1559080261,269580,123
O,1559080262,269616,130
O,1559080262,269637,111
O,1559080263,269659,80
O,1559080264,269660,74
O,1559080264,269669,133
O,1559080265,269680,48
O,1559080265,269666,127
O,1559080266,269701,96
O,1559080266,269773,116
O,1559080267,269742,131
O,1559080268,269756,72
O,1559080268,269778,122
O,1559080269,269822,144
O,1559080269,269860,131
O,1559080270,269878,85
O,1559080270,269897,160
O,1559080271,269891,97
O,1559080272,269899,115
O,1559080272,269898,96
O,1559080273,269910,81
O,1559080273,269912,93
O,1559080274,269903,75
O,1559080274,527257,8388
T,1559080275,2827
P,1559080276,5327
D,1559080276,380928
R,1559080276,700D9DFBA
R,1559080276,700D9DFBA
R,1559080276,700D9DFBA
X,1559080278,570139,3330
X,1559080278,570442,1357
X,1559080279,570298,1962
X,1559080279,570410,26703
X,1559080280,570779,6406
X,1559080280,570456,1935
X,1559080281,570535,2107
X,1559080282,570725,3155
X,1559080282,570593,1677
X,1559080283,570768,1884
X,1559080283,570820,2732
X,1559080284,570751,1147
X,1559080284,570200,17526
X,1559080285,570891,1841
X,1559080285,570372,3573
X,1559080286,571999,13531
X,1559080287,571934,40376
X,1559080287,569223,40807
X,1559080288,572852,43624
X,1559080288,570816,13719
X,1559080289,571418,8880
X,1559080289,571296,9402
X,1559080290,571035,2280
X,1559080291,570950,2847
X,1559080291,571133,2833
X,1559080292,570744,4182
X,1559080292,571041,1915
X,1559080293,571015,2867
X,1559080293,569294,41304
X,1559080294,571688,6911
X,1559080294,570496,5542
X,1559080294,541783,33046
X,1559080295,270662,1159
X,1559080295,269583,922
X,1559080296,270116,884
X,1559080296,270583,129
X,1559080297,270354,260
X,1559080297,270343,147
X,1559080298,270401,111
X,1559080299,270375,61
X,1559080299,270383,93
X,1559080300,270416,74
X,1559080300,270405,109
O,1559080301,270377,123
O,1559080301,270318,67
O,1559080302,270262,103
O,1559080303,270297,134
O,1559080303,270357,134
O,1559080304,270378,151
O,1559080304,270373,64
P,1559080305,5319
