H,1559784293,295663
P,1559784293,5266
P,1559784322,5266
P,1559784351,5266
P,1559784381,5265
P,1559784410,5264
P,1559784439,5266
P,1559784468,5263
P,1559784499,5263
P,1559784528,5267
P,1559784557,5264
P,1559784586,5265
P,1559784616,5264
P,1559784645,5265
P,1559784674,5266
P,1559784704,5265
P,1559784733,5266
P,1559784763,5265
P,1559784793,5265
P,1559784823,5264
P,1559784852,5265
P,1559784881,5265
P,1559784911,5266
P,1559784940,5264
P,1559784969,5262
P,1559784998,5265
P,1559785028,5265
P,1559785057,5265
P,1559785087,5265
P,1559785117,5265
P,1559785146,5265
D,1559785147,377856
R,1559785147,700D9DFBA
R,1559785147,700D9DFBA
R,1559785147,700D9DFBA
X,1559785149,594735,33399
X,1559785149,590134,18575
X,1559785150,592648,6328
X,1559785151,592299,4161
X,1559785151,591570,19843
X,1559785152,591983,12912
X,1559785152,592446,5317
X,1559785153,590385,15061
X,1559785153,591554,29759
X,1559785154,594756,45632
X,1559785155,592930,8038
X,1559785155,593449,39608
X,1559785156,594041,47026
X,1559785156,593594,31631
X,1559785157,593533,40590
X,1559785157,594152,29623
X,1559785158,592070,18365
X,1559785159,595158,25838
X,1559785159,593208,39225
X,1559785160,591139,26949
X,1559785160,595225,53512
X,1559785161,593150,36294
X,1559785161,593770,12723
X,1559785161,593582,9931
X,1559785161,594693,47463
X,1559785162,590280,32056
X,1559785163,314612,15300
X,1559785163,256247,1320
X,1559785164,258323,1364
X,1559785164,259116,281
X,1559785165,259202,92
X,1559785165,259147,173
X,1559785166,259053,140
X,1559785167,258993,107
X,1559785167,259014,101
X,1559785168,259055,85
X,1559785168,259105,133
O,1559785169,259139,130
O,1559785169,259160,80
O,1559785170,259137,150
O,1559785171,259103,124
O,1559785171,259082,73
O,1559785172,259044,99
O,1559785172,259057,113
O,1559785173,259081,97
O,1559785173,259078,89
O,1559785174,259075,98
O,1559785175,259046,104
P,1559785175,5258
O,1559785175,259023,105
O,1559785176,259016,105
O,1559785176,259022,82
O,1559785177,259041,125
O,1559785177,259027,118
O,1559785178,259056,92
O,1559785178,259027,94
O,1559785179,259030,94
O,1559785180,259008,144
O,1559785180,259006,90
O,1559785181,259000,109
O,1559785181,259030,130
O,1559785182,259013,116
O,1559785182,258976,91
O,1559785183,258949,78
O,1559785184,258949,141
O,1559785184,258957,88
O,1559785185,259003,159
O,1559785185,258989,146
O,1559785186,258979,44
O,1559785186,258968,99
O,1559785187,258999,90
O,1559785188,259019,126
O,1559785188,259010,99
O,1559785189,259004,98
O,1559785189,259014,115
O,1559785190,269998,44177
O,1559785190,577060,41355
T,1559785191,2878
D,1559785192,368896
R,1559785192,700D9DFBA
R,1559785192,700D9DFBA
R,1559785192,700D9DFBA
X,1559785194,554954,3148
X,1559785194,555710,3200
X,1559785195,555759,1918
X,1559785195,555625,1306
X,1559785196,555923,2493
X,1559785196,554898,8090
X,1559785197,555641,1808
X,1559785198,555564,1872
X,1559785198,555615,1911
X,1559785199,555745,1567
X,1559785199,555672,1755
X,1559785200,555335,11408
X,1559785200,555803,2977
X,1559785201,555730,2546
X,1559785201,555635,1965
X,1559785202,555893,2026
X,1559785202,555825,1913
X,1559785202,555700,1882
X,1559785203,556084,17562
X,1559785203,544465,46413
X,1559785204,353930,19761
P,1559785204,5258
X,1559785204,259364,1075
X,1559785205,259451,159
X,1559785206,259320,116
X,1559785206,259538,126
X,1559785207,259440,170
X,1559785207,259357,157
X,1559785208,259283,118
X,1559785208,259296,91
X,1559785209,259271,73
X,1559785210,259254,99
X,1559785210,259231,106
O,1559785211,259228,59
O,1559785211,259214,110
O,1559785212,259209,68
O,1559785212,259206,118
O,1559785213,259158,86
O,1559785214,259169,119
O,1559785214,259175,164
O,1559785215,259143,195
O,1559785215,259110,130
O,1559785216,259108,73
O,1559785216,259122,137
O,1559785217,259118,113
O,1559785217,259140,131
O,1559785218,259147,91
O,1559785219,259153,52
O,1559785219,259114,96
O,1559785220,259086,71
O,1559785220,259093,132
O,1559785221,259066,78
O,1559785221,259070,97
O,1559785222,259099,120
O,1559785223,259071,134
O,1559785223,259051,103
O,1559785224,259087,133
O,1559785224,259114,97
O,1559785225,259140,75
O,1559785225,259141,118
O,1559785226,259148,93
O,1559785227,259146,102
O,1559785227,259123,89
O,1559785228,259156,134
O,1559785228,259149,93
