H,1559610550,295663
P,1559610550,5285
P,1559610580,5284
P,1559610609,5283
P,1559610638,5285
P,1559610667,5285
P,1559610697,5285
P,1559610726,5284
P,1559610756,5285
P,1559610786,5286
P,1559610815,5285
P,1559610844,5284
P,1559610873,5286
P,1559610903,5286
P,1559610932,5285
D,1559610934,406784
R,1559610934,700D9DFBA
R,1559610934,700D9DFBA
R,1559610934,700D9DFBA
X,1559610936,584552,7157
X,1559610936,589897,59919
X,1559610937,577228,44698
X,1559610937,266260,1897
X,1559610938,265762,562
X,1559610939,265143,575
X,1559610939,265013,167
X,1559610940,265407,397
X,1559610940,265771,209
X,1559610941,265713,259
X,1559610941,265470,223
X,1559610942,265441,142
X,1559610943,265555,171
X,1559610943,265586,140
O,1559610944,265523,120
O,1559610944,265482,94
O,1559610945,265501,91
O,1559610945,265526,59
O,1559610946,265504,71
O,1559610946,265472,118
O,1559610947,265476,96
O,1559610948,265492,121
O,1559610948,265489,86
O,1559610949,265497,108
O,1559610949,265486,103
O,1559610950,265516,103
O,1559610950,265509,123
O,1559610951,265542,107
O,1559610952,265510,87
O,1559610952,265477,110
O,1559610953,265454,136
O,1559610953,265469,81
O,1559610954,265460,73
O,1559610954,265455,75
O,1559610954,265470,70
O,1559610955,265467,98
O,1559610955,265459,78
O,1559610956,265457,107
O,1559610956,265480,97
O,1559610957,265439,144
O,1559610957,265464,102
O,1559610958,265421,116
O,1559610959,265476,110
O,1559610959,265435,107
O,1559610960,265468,68
O,1559610960,265471,105
O,1559610961,265488,115
P,1559610961,5276
O,1559610961,265476,135
O,1559610962,548923,11018
T,1559610962,2904
D,1559610963,374016
R,1559610963,700D9DFBA
R,1559610963,700D9DFBA
R,1559610963,700D9DFBA
X,1559610965,562697,3686
X,1559610966,563594,4660
X,1559610966,562740,3032
X,1559610967,574529,10079
X,1559610967,275719,37130
X,1559610968,265377,1208
X,1559610968,265245,815
X,1559610969,265936,357
X,1559610970,265923,172
X,1559610970,265706,235
X,1559610971,265636,119
X,1559610971,265663,151
X,1559610972,265724,121
X,1559610972,265650,117
X,1559610973,265620,87
O,1559610974,265650,140
O,1559610974,265656,74
O,1559610975,265650,134
O,1559610975,265632,63
O,1559610976,265668,133
O,1559610976,265653,168
O,1559610977,265669,129
O,1559610978,265651,154
O,1559610978,265646,75
O,1559610979,265668,113
O,1559610979,265684,117
O,1559610980,265694,90
O,1559610980,265657,121
O,1559610981,265638,114
O,1559610982,265613,175
O,1559610982,265622,121
O,1559610983,265629,161
O,1559610983,265606,99
O,1559610984,265624,116
O,1559610984,265599,167
O,1559610985,265611,138
O,1559610985,265606,109
O,1559610986,265626,95
O,1559610987,265625,120
O,1559610987,265634,85
O,1559610988,265598,69
O,1559610988,265616,156
O,1559610989,265634,119
O,1559610989,265608,85
O,1559610990,265609,71
O,1559610991,265606,64
O,1559610991,265597,80
P,1559610991,5277
O,1559610992,265593,121
O,1559610992,265571,75
O,1559610993,265598,109
O,1559610993,265576,135
O,1559610994,265619,79
O,1559610995,265611,119
O,1559610995,265624,142
O,1559610995,265641,102
O,1559610995,265620,86
O,1559610996,265640,88
O,1559610996,265624,73
O,1559610997,265615,105
O,1559610998,265612,142
O,1559610998,265607,102
O,1559610999,265626,130
O,1559610999,265613,69
O,1559611000,265616,96
O,1559611000,265612,113
O,1559611001,265621,48
O,1559611001,265613,135
O,1559611002,265614,36
O,1559611003,265627,121
O,1559611003,265601,130
O,1559611004,265623,180
O,1559611004,265637,119
O,1559611005,265632,93
O,1559611005,265615,87
O,1559611006,265603,119
O,1559611007,265640,102
O,1559611007,265638,106
O,1559611008,265653,119
O,1559611008,265644,57
O,1559611009,265648,98
O,1559611009,265652,83
O,1559611010,265626,150
O,1559611011,265626,49
O,1559611011,265630,69
O,1559611012,265633,48
O,1559611012,265644,146
O,1559611013,265644,91
O,1559611013,265639,68
O,1559611014,265620,106
O,1559611015,265636,114
O,1559611015,265653,109
O,1559611016,265646,128
O,1559611016,265647,84
O,1559611017,265630,91
O,1559611017,265642,119
O,1559611018,265655,96
O,1559611018,265654,136
O,1559611019,265651,113
O,1559611020,265641,100
O,1559611020,265635,93
P,1559611020,5277
O,1559611021,265649,116
O,1559611021,265634,66
