H,1564611046,289363
X,1564611046,585774,7317
X,1564611046,587016,4851
X,1564611047,586308,5165
X,1564611047,586360,4741
X,1564611048,586638,4351
X,1564611048,586891,1103
X,1564611049,586530,4258
X,1564611050,586801,3644
X,1564611050,587021,4382
X,1564611051,587133,4420
P,1564611051,5099
X,1564611051,586316,4800
X,1564611052,586499,4570
X,1564611052,586835,3609
X,1564611053,586593,2323
X,1564611054,586860,2344
X,1564611054,586667,6271
X,1564611055,586507,3154
X,1564611055,586787,2645
X,1564611056,586751,839
X,1564611056,586648,1417
X,1564611057,586759,1553
X,1564611058,586787,1443
X,1564611058,587101,4114
X,1564611059,584927,10788
X,1564611059,586601,14261
X,1564611060,586615,1462
X,1564611060,586613,1396
X,1564611061,586640,2028
X,1564611062,585547,6756
X,1564611062,587435,4186
X,1564611063,586445,1464
X,1564611063,586694,1555
X,1564611064,586705,2351
X,1564611064,586512,1482
X,1564611065,586532,2416
X,1564611065,586469,2260
X,1564611066,586628,4752
X,1564611067,586260,1407
X,1564611067,586571,13209
X,1564611068,586562,3136
X,1564611068,585426,30638
X,1564611069,587695,8460
X,1564611069,586248,9057
X,1564611070,586443,3920
X,1564611071,587081,6594
X,1564611071,587526,18058
X,1564611072,585386,16010
X,1564611072,586351,894
X,1564611073,585844,2176
X,1564611073,586317,1203
X,1564611074,586409,1508
X,1564611075,586484,956
X,1564611075,586670,27246
X,1564611076,586577,1072
X,1564611076,586373,1322
X,1564611077,586466,1729
X,1564611077,586345,1574
X,1564611078,586202,2332
X,1564611079,586568,1565
X,1564611079,586483,1297
X,1564611080,585808,7973
X,1564611080,586964,2599
X,1564611081,585695,8871
X,1564611081,586524,1550
P,1564611081,5110
X,1564611081,586218,7961
X,1564611081,585017,8393
X,1564611082,585681,4773
X,1564611083,585781,1521
X,1564611083,585398,7390
X,1564611084,585916,4712
X,1564611084,584869,12842
X,1564611085,587331,6439
X,1564611085,586431,7135
X,1564611086,586465,8414
X,1564611087,585704,12972
X,1564611087,586852,2966
X,1564611088,586473,2717
X,1564611088,586757,2297
X,1564611089,586493,6769
X,1564611089,586859,6868
X,1564611090,585706,9131
X,1564611091,586892,7364
X,1564611091,586777,2412
X,1564611092,586546,5303
X,1564611092,586523,3259
X,1564611093,586460,4080
X,1564611093,586613,5477
X,1564611094,586525,1722
X,1564611095,586191,935
X,1564611095,586013,1301
X,1564611096,586330,1635
X,1564611096,586130,1559
X,1564611097,586163,622
X,1564611097,586318,1139
X,1564611098,586437,2896
X,1564611098,586595,4893
X,1564611099,586199,2433
X,1564611100,586949,6736
X,1564611100,586142,5959
X,1564611101,584377,9295
X,1564611101,586845,11680
X,1564611102,586516,4351
X,1564611102,586378,9646
X,1564611103,586284,12514
X,1564611104,586796,19352
X,1564611104,586664,1556
X,1564611105,586548,3323
X,1564611105,586675,2251
X,1564611106,586681,690
X,1564611106,586540,2964
X,1564611107,586623,1426
X,1564611108,586803,1186
X,1564611108,586743,2988
X,1564611109,586682,3527
X,1564611109,586637,11408
X,1564611110,585997,7391
X,1564611110,586491,10614
P,1564611111,5108
X,1564611111,587868,41711
X,1564611111,585508,27122
X,1564611112,587305,19657
X,1564611113,584954,20750
X,1564611113,585146,30453
X,1564611114,586180,15474
X,1564611114,586688,15071
X,1564611115,585144,11149
X,1564611115,587044,10889
X,1564611116,584526,17121
X,1564611117,580746,16009
X,1564611117,579492,17097
X,1564611118,578685,14319
X,1564611118,582927,15271
X,1564611119,586237,5377
X,1564611119,587170,17482
X,1564611120,586844,2836
X,1564611121,586405,3946
X,1564611121,587484,8940
X,1564611122,584415,22832
X,1564611122,586751,28426
X,1564611122,586731,50038
X,1564611122,586380,11679
X,1564611123,586918,5831
X,1564611124,585474,13478
X,1564611124,586557,18312
X,1564611125,586620,14890
X,1564611125,585674,10622
X,1564611126,588473,7426
X,1564611126,587067,24363
X,1564611127,585610,36682
X,1564611127,587698,5993
X,1564611128,586367,21985
X,1564611129,587072,37220
X,1564611129,586497,53460
X,1564611130,586303,4095
X,1564611130,586586,2239
X,1564611131,587192,3337
X,1564611131,585798,9470
X,1564611132,586786,3120
X,1564611133,586250,17170
X,1564611133,586763,11073
X,1564611134,586906,5011
X,1564611134,586931,27071
X,1564611135,586289,19679
X,1564611135,587021,2650
X,1564611136,586521,8205
X,1564611137,586484,7873
X,1564611137,586603,1798
X,1564611138,586709,1712
X,1564611138,586499,6604
