H,1559857171,295663
P,1559857171,5249
P,1559857201,5249
P,1559857230,5249
P,1559857259,5244
P,1559857289,5250
P,1559857318,5249
P,1559857347,5250
P,1559857376,5250
P,1559857406,5251
P,1559857435,5251
P,1559857465,5249
P,1559857495,5250
P,1559857524,5249
P,1559857553,5249
P,1559857582,5249
P,1559857612,5250
P,1559857641,5248
P,1559857670,5251
P,1559857700,5249
P,1559857729,5249
D,1559857736,406784
D,1559857738,431360
D,1559857740,418048
D,1559857742,426496
P,1559857759,5249
P,1559857788,5249
P,1559857818,5249
P,1559857847,5249
P,1559857876,5249
P,1559857906,5251
P,1559857935,5248
P,1559857964,5250
P,1559857993,5250
P,1559858023,5248
P,1559858053,5250
P,1559858082,5250
P,1559858112,5247
P,1559858141,5251
P,1559858171,5247
P,1559858200,5248
P,1559858230,5249
P,1559858259,5247
P,1559858288,5247
P,1559858318,5249
P,1559858348,5249
P,1559858377,5249
P,1559858406,5248
P,1559858436,5249
D,1559858454,555520
R,1559858454,700D9DFBA
R,1559858454,700D9DFBA
R,1559858454,700D9DFBA
X,1559858456,601437,5663
X,1559858456,600880,6212
X,1559858457,601535,6713
X,1559858457,601831,3073
X,1559858458,602424,6288
X,1559858459,602461,13494
X,1559858459,602501,2187
X,1559858460,602114,3002
X,1559858460,601346,11403
X,1559858461,602472,2995
X,1559858461,597143,23445
X,1559858462,605575,62858
X,1559858463,595363,28410
X,1559858463,442147,60525
X,1559858464,267432,1703
X,1559858464,266367,665
X,1559858465,266525,1159
P,1559858465,5241
X,1559858465,267622,254
X,1559858466,267588,690
X,1559858467,267073,202
X,1559858467,267134,319
X,1559858468,267360,220
X,1559858468,267144,300
X,1559858469,267168,277
X,1559858469,267030,273
O,1559858470,267165,274
O,1559858470,267299,117
O,1559858471,267281,155
O,1559858472,267350,105
O,1559858472,267409,134
O,1559858473,267289,328
O,1559858473,267374,194
O,1559858474,267369,279
O,1559858474,267328,197
O,1559858475,267354,156
O,1559858476,267333,133
O,1559858476,267254,173
O,1559858477,267142,704
O,1559858477,267136,416
O,1559858478,267074,638
O,1559858478,267164,660
O,1559858479,267282,393
O,1559858480,267204,697
O,1559858480,267430,233
O,1559858481,267200,347
O,1559858481,267087,224
O,1559858482,267195,344
O,1559858482,267148,203
O,1559858482,267193,241
O,1559858483,267356,143
O,1559858483,267014,351
O,1559858484,266960,97
O,1559858484,267012,266
O,1559858485,266991,264
O,1559858485,267097,273
O,1559858486,267089,122
O,1559858486,267110,463
O,1559858487,267065,239
O,1559858488,267250,187
O,1559858488,267298,188
O,1559858489,267212,155
O,1559858489,267146,117
O,1559858490,267131,131
O,1559858490,267109,284
O,1559858491,266993,223
O,1559858492,266808,333
O,1559858492,266917,186
O,1559858493,266975,429
O,1559858493,267033,276
O,1559858494,267074,336
P,1559858494,5239
O,1559858494,495924,17231
T,1559858495,2854
D,1559858496,375296
R,1559858496,700D9DFBA
R,1559858496,700D9DFBA
R,1559858496,700D9DFBA
X,1559858498,561608,4652
X,1559858498,562006,2791
X,1559858499,562295,3335
X,1559858499,562475,1475
X,1559858500,562438,2171
X,1559858500,562561,9859
X,1559858501,562441,24240
X,1559858502,551498,33568
X,1559858502,472777,43753
X,1559858503,267438,5732
X,1559858503,266007,1503
X,1559858504,266339,461
X,1559858504,267152,661
X,1559858505,268061,467
X,1559858506,268034,364
X,1559858506,267430,665
X,1559858507,266976,455
X,1559858507,267113,630
X,1559858508,267340,261
X,1559858508,267302,122
O,1559858509,267187,166
O,1559858509,267361,385
O,1559858510,267488,108
O,1559858511,267427,152
O,1559858511,267272,218
O,1559858512,266950,344
O,1559858512,266928,297
O,1559858513,266952,447
O,1559858513,267001,323
O,1559858514,267121,227
O,1559858515,267294,230
O,1559858515,267370,312
O,1559858516,267454,264
O,1559858516,267377,114
O,1559858517,267372,193
O,1559858517,267265,406
O,1559858518,267242,203
O,1559858519,267355,261
O,1559858519,267386,425
O,1559858520,267494,313
O,1559858520,267565,249
O,1559858521,267414,448
O,1559858521,267521,129
O,1559858522,267543,224
O,1559858522,267563,275
O,1559858523,267524,160
O,1559858523,267544,398
P,1559858523,5240
O,1559858523,267529,460
O,1559858524,267440,249
O,1559858524,267383,281
O,1559858525,267476,151
O,1559858525,267462,205
O,1559858526,267551,135
O,1559858527,267546,651
O,1559858527,267344,328
O,1559858528,267487,235
O,1559858528,267325,237
