H,1548429572,528944
X,1548429572,1014338,770
X,1548429573,1014263,1074
X,1548429573,1014277,1593
X,1548429574,1014252,2224
X,1548429574,1013599,3679
X,1548429575,1013458,7721
X,1548429576,1013398,17434
X,1548429576,1014145,8863
X,1548429577,1013996,3196
X,1548429577,1013897,14784
X,1548429578,1013560,42517
X,1548429578,1013567,17493
X,1548429579,1013496,3447
X,1548429580,1013664,2224
X,1548429580,1013523,2324
X,1548429581,1013493,2402
X,1548429581,1013590,1160
X,1548429582,1013733,1012
X,1548429582,1015978,16172
X,1548429583,1046942,35162
X,1548429583,1240609,11987
X,1548429584,1228665,43818
X,1548429585,1276513,52075
X,1548429585,1233251,39751
X,1548429586,1225975,1938
X,1548429586,1201202,6894
X,1548429587,1179927,3253
X,1548429587,1179940,2002
X,1548429588,1179705,3541
X,1548429589,1179584,1619
X,1548429589,1179491,656
P,1548429590,4955
X,1548429590,1179337,961
X,1548429590,1179202,1025
X,1548429591,1179171,1222
X,1548429591,1178955,1293
X,1548429592,1178936,968
X,1548429593,1178849,1363
X,1548429593,1178756,1253
X,1548429594,1178789,1001
X,1548429594,1178732,858
X,1548429595,1178656,922
X,1548429595,1178559,471
X,1548429596,1178479,674
X,1548429597,1178450,271
X,1548429597,1178456,624
X,1548429598,1178371,926
X,1548429598,1178259,753
A,1548429598,1105028,34246
T,1548429598,2764
U,1548429599,36731
X,1548429600,1178040,4388
X,1548429601,1178043,3918
X,1548429601,1178546,5509
X,1548429602,1186015,23066
X,1548429602,1015395,34060
X,1548429603,1018430,3597
X,1548429604,1018029,6018
X,1548429604,1017989,1924
X,1548429605,1017966,1394
X,1548429605,1018042,2042
X,1548429606,1017990,2220
X,1548429606,1018053,2361
X,1548429607,1017917,6590
X,1548429608,1017617,4036
X,1548429608,1017592,8217
X,1548429609,1017517,3653
X,1548429609,1017521,1264
X,1548429610,1017666,1390
X,1548429610,1017371,730
X,1548429610,1017062,1170
X,1548429611,1017053,894
X,1548429611,1017013,1485
X,1548429612,1016823,2359
X,1548429612,1017017,1137
X,1548429613,1016943,1947
X,1548429613,1016793,923
X,1548429614,1016818,1753
X,1548429615,1016698,741
X,1548429615,1016684,1165
X,1548429616,1019023,24723
X,1548429616,1271402,8066
X,1548429617,1346087,59151
X,1548429617,1377683,43239
X,1548429618,1392764,12775
X,1548429618,1333238,12857
P,1548429619,4952
X,1548429619,1333271,4503
X,1548429620,1333382,3366
X,1548429620,1333556,1825
X,1548429621,1333795,1190
X,1548429621,1333925,1610
X,1548429622,1334086,1468
X,1548429622,1333986,780
X,1548429623,1333998,2728
X,1548429624,1334035,921
X,1548429624,1334042,1287
X,1548429625,1334055,675
X,1548429625,1333985,1001
X,1548429626,1334042,718
X,1548429626,1334024,1042
X,1548429627,1334015,1404
X,1548429628,1333985,764
X,1548429628,1333944,1647
X,1548429629,1333825,1272
X,1548429629,1333953,1092
X,1548429630,1333915,877
X,1548429630,1333920,925
X,1548429631,1333963,667
X,1548429632,1333879,1419
X,1548429632,1334129,517
X,1548429633,1333854,1863
X,1548429633,1333832,671
X,1548429634,1333822,967
X,1548429634,1333830,1237
X,1548429635,1333812,670
X,1548429636,1333829,1841
X,1548429636,1333759,1945
X,1548429637,1333767,1554
X,1548429637,1332825,14624
X,1548429638,1333184,51034
X,1548429638,1335159,45552
X,1548429639,1334587,8322
X,1548429639,1334778,13794
X,1548429640,1335636,10029
X,1548429641,1334883,11617
X,1548429641,1348338,39986
X,1548429642,1389729,48811
X,1548429642,572626,10514
X,1548429643,536456,1355
X,1548429643,536058,835
X,1548429644,535838,1002
X,1548429645,535537,744
X,1548429645,535418,737
X,1548429646,535121,1175
X,1548429646,535178,642
X,1548429647,534566,7798
X,1548429647,534569,2753
X,1548429648,534380,709
O,1548429649,534267,1015
P,1548429649,4950
O,1548429649,534106,389
O,1548429650,534107,261
O,1548429650,533986,211
O,1548429651,534018,290
O,1548429651,534082,324
O,1548429651,534004,328
O,1548429652,533962,297
O,1548429652,534050,279
O,1548429653,533871,336
O,1548429653,533564,309
O,1548429654,533480,272
O,1548429654,533330,385
O,1548429655,533337,220
O,1548429655,533237,557
O,1548429656,533215,1043
O,1548429657,533078,577
O,1548429657,533037,522
O,1548429658,533135,1041
O,1548429658,533015,616
O,1548429659,533087,499
O,1548429659,533135,771
O,1548429660,533231,604
O,1548429661,533095,703
O,1548429661,532688,555
O,1548429662,532621,261
O,1548429662,532577,356
O,1548429663,532511,263
O,1548429663,532394,342
O,1548429664,532413,257
C,1548429664,0
O,1548429665,532466,511
