H,1558229017,224560
X,1558229017,548161,1152
X,1558229017,547918,835
X,1558229018,548157,4913
X,1558229018,548343,2615
X,1558229019,548987,17040
X,1558229019,547382,14119
X,1558229020,548123,15698
X,1558229021,548117,12285
X,1558229021,547826,10295
X,1558229022,547569,13830
X,1558229022,547633,23318
X,1558229023,547957,9856
X,1558229023,547873,11659
X,1558229024,547963,9664
X,1558229024,547108,17752
X,1558229025,546870,8183
X,1558229026,548518,19072
X,1558229026,547944,9545
X,1558229027,548485,5584
X,1558229027,548275,1857
X,1558229028,548282,980
X,1558229028,547428,5662
X,1558229029,549023,13655
X,1558229030,547770,16448
X,1558229030,548148,15961
X,1558229031,547982,21739
X,1558229031,547641,26509
X,1558229032,547580,24232
X,1558229032,547852,22316
P,1558229033,5451
X,1558229033,547321,19937
X,1558229034,548432,16182
X,1558229034,548167,6936
X,1558229035,548238,2178
X,1558229035,547758,794
X,1558229036,547020,9919
X,1558229036,547583,24066
X,1558229037,547883,19322
X,1558229038,547687,28447
X,1558229038,548802,23327
X,1558229039,547919,15481
X,1558229039,547961,5899
X,1558229040,548312,14195
X,1558229040,547770,6945
X,1558229041,547411,13402
X,1558229042,548072,1855
X,1558229042,548254,974
X,1558229043,549238,6680
X,1558229043,547951,8014
X,1558229044,548079,14313
X,1558229044,548947,18432
X,1558229045,548131,20821
X,1558229045,548443,20776
X,1558229046,548005,10828
X,1558229047,548020,13097
X,1558229047,548754,13354
X,1558229048,548799,7494
X,1558229048,548405,1975
X,1558229048,548672,907
X,1558229048,548464,1753
X,1558229049,548609,1385
X,1558229050,548594,1215
X,1558229050,548564,1160
X,1558229051,548628,1546
X,1558229051,548775,2985
X,1558229052,548617,2923
X,1558229052,548507,781
X,1558229053,548653,929
X,1558229054,548609,1095
X,1558229054,548492,1198
X,1558229055,548522,1453
X,1558229055,548563,838
X,1558229056,548588,1227
X,1558229056,548582,1606
X,1558229057,548683,1492
X,1558229058,548667,1035
X,1558229058,548550,954
X,1558229059,548672,2084
X,1558229059,548709,1145
X,1558229060,548560,1100
X,1558229060,548412,1194
X,1558229061,548631,962
X,1558229061,548532,1210
P,1558229062,5454
X,1558229062,548451,1460
X,1558229063,548545,1055
X,1558229063,548688,1449
X,1558229064,548625,1119
X,1558229064,548749,1481
X,1558229065,548721,1662
X,1558229065,548699,4962
X,1558229066,548862,3240
X,1558229067,548599,2813
X,1558229067,547803,12993
X,1558229068,549289,23816
X,1558229068,547650,23747
X,1558229069,548794,42979
X,1558229069,547488,38950
X,1558229070,546914,36249
X,1558229071,546519,58881
X,1558229071,545885,48119
X,1558229072,549020,33659
X,1558229072,548357,31899
X,1558229073,547258,30174
X,1558229073,547559,18094
X,1558229074,548748,14898
X,1558229075,548676,14391
X,1558229075,548844,18095
X,1558229076,548548,18912
X,1558229076,548847,11500
X,1558229077,548582,24058
X,1558229077,548678,14239
X,1558229078,549017,4572
X,1558229079,547371,5179
X,1558229079,548315,1996
X,1558229080,548803,4585
X,1558229080,548145,9529
X,1558229081,548278,22457
X,1558229081,548220,13754
X,1558229082,548086,1587
X,1558229082,548362,1888
X,1558229083,548182,10875
X,1558229084,548088,10962
X,1558229084,549142,20846
X,1558229085,548648,23952
X,1558229085,548370,23250
X,1558229086,548459,12592
X,1558229086,548049,5893
X,1558229087,548365,17895
X,1558229088,548493,23318
X,1558229088,548659,8392
X,1558229089,547533,17536
X,1558229089,548494,19731
X,1558229089,548648,14625
X,1558229089,548417,20924
X,1558229090,549516,17215
X,1558229091,549107,3345
X,1558229091,548180,26819
P,1558229091,5456
X,1558229092,548885,2863
X,1558229092,548572,8686
X,1558229093,548707,28073
X,1558229093,548874,2453
X,1558229094,548793,1246
X,1558229095,548840,1045
X,1558229095,548760,899
X,1558229096,548885,2098
X,1558229096,548852,16517
X,1558229097,548962,2308
X,1558229097,548872,8613
X,1558229098,547894,21162
X,1558229099,549265,14121
X,1558229099,549116,8264
X,1558229100,549274,8689
X,1558229100,549108,3830
X,1558229101,548431,5115
X,1558229101,550042,21635
X,1558229102,549250,16916
X,1558229102,549760,18064
X,1558229103,548950,7450
X,1558229104,549852,19955
X,1558229104,549488,9813
X,1558229105,549171,11257
X,1558229105,549177,15055
X,1558229106,549499,16763
X,1558229106,549626,7835
X,1558229107,549592,10174
X,1558229108,548879,8011
X,1558229108,549723,14311
X,1558229109,549555,24345
X,1558229109,549414,12162
