1556421237,768504,8554
X,1556421237,769627,22889
X,1556421238,770136,16819
X,1556421239,770941,9717
X,1556421239,770574,33128
X,1556421240,769396,57467
X,1556421240,769630,17562
X,1556421241,769246,16851
X,1556421241,769682,4597
X,1556421242,769472,3272
X,1556421242,769675,2277
X,1556421243,769631,1358
X,1556421244,769581,1325
X,1556421244,769658,2088
X,1556421245,769673,2196
X,1556421245,769607,1667
X,1556421246,769409,48266
X,1556421246,769606,28693
X,1556421247,770167,16303
X,1556421248,769665,2241
P,1556421248,5345
X,1556421248,769397,1791
X,1556421249,769410,1832
X,1556421249,769750,1959
X,1556421250,769664,1782
X,1556421250,769632,2037
X,1556421251,769439,17225
X,1556421252,769855,4015
X,1556421252,769818,4271
X,1556421253,769654,3405
X,1556421253,769635,2079
X,1556421254,769639,1879
X,1556421254,769854,2148
X,1556421255,769713,1922
X,1556421256,769421,3187
X,1556421256,769851,1634
X,1556421257,769827,2033
X,1556421257,769673,1500
X,1556421258,769596,2776
X,1556421258,769724,1825
X,1556421259,769758,1892
X,1556421259,769729,1100
X,1556421260,769838,1714
X,1556421261,769994,2478
X,1556421261,770083,1749
X,1556421262,769768,1490
X,1556421262,769598,1212
X,1556421263,769769,9324
X,1556421263,769775,1566
X,1556421264,769752,1902
X,1556421265,769827,1562
X,1556421265,769517,2187
X,1556421266,770016,4866
X,1556421266,769862,1888
X,1556421267,769831,1937
X,1556421267,769619,1083
X,1556421268,769726,1403
X,1556421269,769978,2572
X,1556421269,769751,1303
X,1556421270,769650,2018
X,1556421270,769682,1708
X,1556421271,769921,2101
X,1556421271,769733,1551
X,1556421272,769525,49746
X,1556421273,769707,2961
X,1556421273,769918,1834
X,1556421273,769685,1462
X,1556421273,769612,1422
X,1556421274,769699,1986
X,1556421274,769879,2375
X,1556421275,769952,1761
X,1556421275,769673,1815
X,1556421276,769883,1442
X,1556421277,769996,2125
X,1556421277,769718,1696
P,1556421277,5343
X,1556421278,769827,1623
X,1556421278,769679,1536
X,1556421279,769683,1656
X,1556421279,769845,1819
X,1556421280,769727,1526
X,1556421281,769555,1360
X,1556421281,769620,1756
X,1556421282,769622,2012
X,1556421282,769486,1435
X,1556421283,769379,1820
X,1556421283,769341,2067
X,1556421284,769551,2112
X,1556421285,769554,2381
X,1556421285,769322,4056
X,1556421286,769559,3339
X,1556421286,770605,11357
X,1556421287,769927,5053
X,1556421287,769607,3691
X,1556421288,769810,1463
X,1556421289,769726,1626
X,1556421289,769635,1689
X,1556421290,769659,773
X,1556421290,769577,2553
X,1556421291,769526,1209
X,1556421291,769301,1561
X,1556421292,769106,1433
X,1556421292,769016,1308
X,1556421293,769045,1565
X,1556421294,769132,1629
X,1556421294,768855,5946
X,1556421295,768992,8779
X,1556421295,768808,5926
X,1556421296,769098,7103
X,1556421296,769164,2271
X,1556421297,769131,666
X,1556421298,769305,984
X,1556421298,769474,1625
X,1556421299,769630,1329
X,1556421299,769630,1352
X,1556421300,769554,1159
X,1556421300,769317,758
X,1556421301,769495,1535
X,1556421302,769692,1774
X,1556421302,769526,934
X,1556421303,769571,1295
X,1556421303,769209,1529
X,1556421304,769360,1700
X,1556421304,769453,1289
X,1556421305,769273,1154
X,1556421306,769404,1066
X,1556421306,769481,882
X,1556421307,769403,1129
X,1556421307,769593,1172
P,1556421307,5347
X,1556421308,769722,1557
X,1556421308,769649,1186
X,1556421309,769549,1505
X,1556421309,769589,1491
X,1556421310,769711,1419
X,1556421311,769856,1301
X,1556421311,769802,1155
X,1556421312,769738,1277
X,1556421312,769658,1283
X,1556421313,769700,1012
X,1556421313,769837,1406
X,1556421314,769813,1372
X,1556421314,769665,1201
X,1556421314,769609,1302
X,1556421315,769712,1795
X,1556421315,769772,1849
X,1556421316,769777,1170
X,1556421316,769754,1375
X,1556421317,769439,1455
X,1556421318,769542,1605
X,1556421318,769610,1978
X,1556421319,769536,1559
X,1556421319,769660,1417
X,1556421320,769423,2675
X,1556421320,769564,1218
X,1556421321,769736,1652
X,1556421322,769666,1928
X,1556421322,769644,1394
X,1556421323,769630,1464
X,1556421323,769657,19169
X,1556421324,769430,1283
