197,770228,832
X,1556420198,770193,1182
X,1556420198,770153,1018
X,1556420199,770161,1743
X,1556420200,770228,1298
X,1556420200,770206,1311
X,1556420201,770181,1318
X,1556420201,769975,841
X,1556420202,770226,1148
X,1556420202,770316,1273
X,1556420203,770147,1186
X,1556420204,770108,1056
X,1556420204,769993,1044
X,1556420205,770177,885
X,1556420205,770179,1517
X,1556420206,770088,1425
X,1556420206,770069,1451
X,1556420206,770001,2127
X,1556420207,769977,1540
X,1556420207,770042,1651
X,1556420208,769994,1038
X,1556420208,770003,1345
X,1556420209,769942,1721
X,1556420209,770035,1130
X,1556420210,770079,1932
X,1556420210,770080,1375
X,1556420211,770031,1110
X,1556420212,769966,1541
X,1556420212,770152,1166
X,1556420213,770195,1157
X,1556420213,770171,1753
X,1556420214,770168,1638
X,1556420214,769829,7328
X,1556420215,770078,2349
X,1556420216,770512,1992
X,1556420216,770300,1347
X,1556420217,770355,9767
X,1556420217,770216,932
X,1556420218,770294,1418
X,1556420218,770279,1081
P,1556420219,5350
X,1556420219,770372,1694
X,1556420220,771565,19018
X,1556420220,770223,2981
X,1556420221,770481,1045
X,1556420221,770201,1490
X,1556420222,770310,1959
X,1556420222,770345,1193
X,1556420223,770231,2055
X,1556420224,770271,1353
X,1556420224,770240,1936
X,1556420225,770015,13723
X,1556420225,770832,6837
X,1556420226,770286,1450
X,1556420226,770134,1103
X,1556420227,770292,1902
X,1556420227,770294,1855
X,1556420228,770286,2006
X,1556420229,770259,1672
X,1556420229,770188,1659
X,1556420230,770116,1783
X,1556420230,770216,1780
X,1556420231,770364,1192
X,1556420231,770261,984
X,1556420232,770176,1501
X,1556420233,770204,1766
X,1556420233,770236,1831
X,1556420234,770245,2279
X,1556420234,770164,796
X,1556420235,770148,1343
X,1556420235,770128,1896
X,1556420236,770186,1933
X,1556420237,770213,2121
X,1556420237,770258,670
X,1556420238,770195,1733
X,1556420238,770008,1428
X,1556420239,770151,1682
X,1556420239,770251,1403
X,1556420240,770151,1900
X,1556420241,770179,1304
X,1556420241,770122,1377
X,1556420242,770235,1802
X,1556420242,770267,1484
X,1556420243,770142,1740
X,1556420243,770269,18056
X,1556420244,770115,1527
X,1556420244,770234,1168
X,1556420245,770274,1644
X,1556420246,770169,1197
X,1556420246,770140,1010
X,1556420247,770086,1069
X,1556420247,770694,5105
X,1556420247,769816,2642
X,1556420247,770057,1720
P,1556420248,5352
X,1556420248,769885,3447
X,1556420249,770367,3223
X,1556420249,769964,1822
X,1556420250,770248,1353
X,1556420250,770155,1094
X,1556420251,770074,1001
X,1556420251,770075,962
X,1556420252,770167,1470
X,1556420253,770173,930
X,1556420253,770124,1278
X,1556420254,770063,1005
X,1556420254,770015,979
X,1556420255,770127,1830
X,1556420255,770078,6405
X,1556420256,769978,3018
X,1556420257,770033,1209
X,1556420257,769974,1566
X,1556420258,770091,1446
X,1556420258,770075,1530
X,1556420259,770089,1063
X,1556420259,770129,36923
X,1556420260,770054,2289
X,1556420260,770114,1118
X,1556420261,770077,12872
X,1556420262,770051,1218
X,1556420262,770033,426
X,1556420263,769824,1521
X,1556420263,769938,1696
X,1556420264,770244,1540
X,1556420264,770116,1528
X,1556420265,770118,1427
X,1556420266,770060,616
X,1556420266,770223,1530
X,1556420267,770085,1279
X,1556420267,770250,6284
X,1556420268,769995,2070
X,1556420268,770026,509
A,1556420268,770136,286
T,1556420269,2793
U,1556420269,0
X,1556420270,769991,1188
X,1556420271,770039,1290
X,1556420272,769958,866
X,1556420272,769966,1437
X,1556420273,770038,1752
X,1556420273,769948,1279
X,1556420274,769831,766
X,1556420274,769711,970
X,1556420275,769930,649
X,1556420275,770061,1427
X,1556420276,770049,1552
X,1556420277,770037,1570
X,1556420277,770016,1445
X,1556420278,769935,2343
P,1556420278,5351
X,1556420278,770017,2073
X,1556420279,770105,1535
X,1556420279,770121,1516
X,1556420280,770072,1367
X,1556420281,769867,1586
X,1556420281,770075,1315
X,1556420282,770035,7400
X,1556420282,769995,1694
X,1556420283,770006,1565
X,1556420283,769937,1491
X,1556420284,770070,1753
X,1556420285,770114,1425
X,1556420285,770060,1848
