H,1556487718,404376
T,1556487718,2806
U,1556487718,0
X,1556487720,777068,1598
X,1556487720,776911,1352
X,1556487721,777002,1335
X,1556487722,776925,1346
X,1556487722,776912,1109
X,1556487723,777021,1135
X,1556487723,777185,1180
X,1556487724,777059,1197
X,1556487724,776945,1000
X,1556487725,777003,1364
X,1556487726,777034,1628
X,1556487726,777081,1411
X,1556487727,777050,757
X,1556487727,777079,1115
X,1556487728,776910,1016
X,1556487728,776980,1466
X,1556487729,777019,2477
X,1556487730,776970,1549
X,1556487730,777048,1345
X,1556487731,776934,966
X,1556487731,777001,1664
X,1556487732,777180,1746
X,1556487732,777085,1117
X,1556487733,776959,1204
X,1556487734,776984,1417
X,1556487734,777045,1442
X,1556487735,777161,1351
X,1556487735,777056,1407
X,1556487736,776971,1148
X,1556487736,776960,1134
X,1556487737,776967,1332
X,1556487737,777150,1325
X,1556487738,777022,1126
X,1556487739,777004,892
X,1556487739,776967,1000
X,1556487740,776964,1579
X,1556487740,777061,883
X,1556487741,777041,2064
X,1556487741,777053,1226
X,1556487742,776994,1168
X,1556487743,777024,968
X,1556487743,776999,1676
X,1556487744,777135,1655
X,1556487744,777041,1237
X,1556487745,777040,799
X,1556487745,776952,1068
X,1556487746,777026,1491
X,1556487746,777163,1154
X,1556487746,777002,1404
X,1556487747,777022,1143
P,1556487747,5331
X,1556487747,776959,1289
X,1556487748,777070,811
X,1556487748,777089,2043
X,1556487749,777007,1244
X,1556487750,776990,1255
X,1556487750,777032,1022
X,1556487751,777015,1633
X,1556487751,777152,1666
X,1556487752,777040,1422
X,1556487752,777048,1219
X,1556487753,776998,999
X,1556487753,776984,1700
X,1556487754,777075,1804
X,1556487755,777053,1755
X,1556487755,777072,1080
X,1556487756,776965,1239
X,1556487756,776996,987
X,1556487757,777106,1830
X,1556487757,777211,1853
X,1556487758,777154,1095
X,1556487759,777038,1309
X,1556487759,776973,1059
X,1556487760,777001,1468
X,1556487760,777092,1873
X,1556487761,776977,1215
X,1556487761,777077,1496
X,1556487762,776996,1581
X,1556487763,777070,1909
X,1556487763,777122,1551
X,1556487764,776988,1784
X,1556487764,777119,1412
X,1556487765,776967,1167
X,1556487765,776970,1920
X,1556487766,777117,1714
X,1556487767,777013,1679
X,1556487767,777087,829
X,1556487768,776967,942
X,1556487768,776997,1307
X,1556487769,777109,2009
X,1556487769,777088,937
X,1556487770,777092,951
X,1556487770,776956,1011
X,1556487771,777060,888
X,1556487772,777144,1673
X,1556487772,777037,1295
X,1556487773,777032,1155
X,1556487773,777025,1068
X,1556487774,776990,1591
X,1556487774,777037,1376
X,1556487775,777116,1522
X,1556487776,777077,1037
X,1556487776,776978,924
X,1556487777,777061,1851
P,1556487777,5331
X,1556487777,777085,1024
X,1556487778,777114,1614
X,1556487778,776998,1065
X,1556487779,777073,1190
X,1556487780,776961,1234
X,1556487780,777039,1583
X,1556487781,777113,1600
X,1556487781,777052,866
X,1556487782,777062,1298
X,1556487782,776909,818
X,1556487783,777020,1623
X,1556487784,777043,1515
X,1556487784,776995,1216
X,1556487785,777097,826
A,1556487785,777020,188
T,1556487785,2806
U,1556487785,0
X,1556487787,777102,1627
X,1556487787,777006,1485
X,1556487787,776979,1482
X,1556487787,776974,1870
X,1556487788,777061,1978
X,1556487788,777069,1701
X,1556487789,776996,1810
X,1556487790,777011,1610
X,1556487790,776974,1154
X,1556487791,777135,1656
X,1556487791,777214,1898
X,1556487792,777111,1381
X,1556487792,776997,1132
X,1556487793,776955,1067
X,1556487794,777108,1259
X,1556487794,777028,2651
X,1556487795,777149,1601
X,1556487795,777008,795
X,1556487796,777025,1598
X,1556487796,777110,1796
X,1556487797,777094,959
X,1556487798,777065,970
X,1556487798,776948,1117
X,1556487799,777062,1534
X,1556487799,777129,1087
X,1556487800,777041,1333
X,1556487800,777098,955
X,1556487801,777017,937
X,1556487801,776970,1274
X,1556487802,777025,1555
X,1556487803,777170,1636
X,1556487803,777015,751
X,1556487804,777048,1190
X,1556487804,776957,832
X,1556487805,777066,1085
X,1556487805,777137,1288
X,1556487806,777030,936
P,1556487806,5330
X,1556487807,777063,943
X,1556487807,776994,1193
X,1556487808,777043,1086
X,1556487808,777040,1211
X,1556487809,777142,1350
X,1556487809,777040,1178
X,1556487810,777058,901
X,1556487811,776990,1040
X,1556487811,777081,1289
X,1556487812,777136,1615
X,1556487812,777176,2197
