H,1556239218,404376
D,1556239218,497408
D,1556239221,496128
D,1556239223,497920
D,1556239225,496896
R,1556239225,000000000
R,1556239225,000000000
X,1556239227,749336,5632
X,1556239227,749863,1507
X,1556239228,749865,1063
X,1556239229,749753,1237
X,1556239229,749744,1243
X,1556239230,749756,1292
X,1556239230,749860,1358
X,1556239231,749827,707
X,1556239231,749713,651
X,1556239231,749615,1051
X,1556239232,749649,845
X,1556239232,749633,1079
X,1556239233,749734,1107
X,1556239233,749749,1452
X,1556239234,749643,1456
X,1556239234,749668,1001
X,1556239235,749640,1244
X,1556239236,749593,856
X,1556239236,749635,809
X,1556239237,749644,920
X,1556239237,749696,881
X,1556239238,749584,1297
X,1556239238,749601,1627
X,1556239239,749488,1286
X,1556239240,749497,516
X,1556239240,749440,1166
X,1556239241,749524,1056
X,1556239241,749640,655
X,1556239242,749665,654
X,1556239242,749685,1249
X,1556239243,749777,373
X,1556239243,749805,455
X,1556239244,749836,735
X,1556239245,749842,792
X,1556239245,749880,573
P,1556239245,5481
X,1556239246,749919,675
X,1556239246,749865,865
X,1556239247,749885,645
X,1556239247,749877,1067
X,1556239248,749880,487
X,1556239249,749768,836
A,1556239249,749750,422
T,1556239249,2824
U,1556239249,0
X,1556239251,749837,814
X,1556239251,749842,997
X,1556239252,749803,1125
X,1556239252,749695,659
X,1556239253,749877,907
X,1556239254,749938,653
X,1556239254,749871,1388
X,1556239255,749828,670
X,1556239255,749894,929
X,1556239256,749885,1109
X,1556239256,749689,459
X,1556239257,749617,1027
X,1556239258,749545,358
X,1556239258,749614,662
X,1556239259,749459,815
X,1556239259,749545,455
X,1556239260,749557,945
X,1556239260,749625,977
X,1556239261,749695,515
X,1556239262,749723,1426
X,1556239262,749786,1117
X,1556239263,749695,1181
X,1556239263,749681,435
X,1556239264,749629,1134
X,1556239264,749747,899
X,1556239265,749788,490
X,1556239265,749883,819
X,1556239266,749903,1304
X,1556239267,749924,1293
X,1556239267,749891,1295
X,1556239268,749749,1095
X,1556239268,749749,1023
X,1556239269,749798,801
A,1556239269,749726,479
T,1556239269,2824
U,1556239269,0
X,1556239271,749877,920
X,1556239271,749880,792
X,1556239272,749796,1107
X,1556239272,749783,874
X,1556239272,749802,1172
X,1556239273,749566,7883
X,1556239273,749861,1634
X,1556239274,749754,973
X,1556239274,749812,1774
P,1556239275,5481
X,1556239275,749812,990
X,1556239275,749794,1097
X,1556239276,749808,940
X,1556239277,749749,605
X,1556239277,749669,550
X,1556239278,749658,1015
X,1556239278,749735,648
X,1556239279,749619,1343
X,1556239279,749742,24378
X,1556239280,749413,2058
X,1556239281,749633,1178
X,1556239281,749559,980
X,1556239282,749564,1304
X,1556239282,749648,1069
X,1556239283,749556,3856
X,1556239283,749533,1893
X,1556239284,749575,371
X,1556239285,749538,1387
X,1556239285,749558,1102
X,1556239286,749717,1229
X,1556239286,749699,1168
X,1556239287,749716,1466
X,1556239287,749649,1054
X,1556239288,749596,1138
X,1556239288,749536,648
X,1556239289,749391,805
X,1556239290,749526,1227
X,1556239290,749680,539
X,1556239291,749779,1251
X,1556239291,749833,517
X,1556239292,749829,347
X,1556239292,749770,996
X,1556239293,749731,982
X,1556239294,749774,484
X,1556239294,749806,682
A,1556239294,749727,489
T,1556239294,2825
U,1556239295,0
X,1556239296,749799,1158
X,1556239297,749417,2954
X,1556239297,749856,1394
X,1556239298,749699,1211
X,1556239298,749715,1705
X,1556239299,749662,704
X,1556239299,749705,1261
X,1556239300,749726,1067
X,1556239301,749741,428
X,1556239301,749684,1182
X,1556239302,749746,911
X,1556239302,749764,468
X,1556239303,749832,1165
X,1556239303,749780,1097
X,1556239304,749732,1019
X,1556239305,749757,602
P,1556239305,5481
X,1556239305,749771,632
X,1556239306,749974,2075
X,1556239306,749727,3737
X,1556239307,749877,1585
X,1556239307,749481,4838
X,1556239308,749528,1416
X,1556239309,749657,1195
X,1556239309,749659,906
X,1556239310,749803,715
X,1556239310,749674,201
X,1556239311,749733,1262
X,1556239311,749925,1283
X,1556239312,749854,631
X,1556239313,749810,382
X,1556239313,749827,1179
X,1556239313,749807,537
X,1556239313,749670,658
X,1556239314,749777,864
X,1556239314,749799,1129
X,1556239315,749803,1068
X,1556239315,749701,1245
X,1556239316,749875,1256
X,1556239317,749854,921
