,768520,789
X,1556409360,768460,799
X,1556409361,769386,17544
X,1556409361,768726,5729
X,1556409362,768628,8400
X,1556409363,768530,1250
X,1556409363,768585,1044
X,1556409364,768547,939
X,1556409364,768567,891
X,1556409365,768621,900
X,1556409365,768663,1701
X,1556409366,768565,1057
X,1556409366,768630,992
X,1556409367,768484,648
X,1556409368,768476,1603
X,1556409368,768534,1133
X,1556409369,768554,1641
X,1556409369,768545,1478
X,1556409370,768589,1279
X,1556409370,768488,985
X,1556409371,768553,1433
X,1556409372,768570,1546
X,1556409372,768659,1465
P,1556409373,5366
X,1556409373,768600,731
X,1556409373,768524,797
A,1556409373,768535,170
T,1556409373,2796
U,1556409374,0
X,1556409375,768669,1772
X,1556409376,768228,2013
X,1556409376,768971,4311
X,1556409377,768493,818
X,1556409377,768555,5424
X,1556409378,768666,5226
X,1556409378,768609,1927
X,1556409378,768532,1176
X,1556409379,768575,1107
X,1556409379,768558,940
X,1556409380,768482,838
X,1556409380,768547,1187
X,1556409381,768595,1579
X,1556409382,768505,1149
X,1556409382,768498,893
X,1556409383,768513,762
X,1556409383,768465,884
X,1556409384,768476,1310
X,1556409384,768559,1330
X,1556409385,768567,1335
X,1556409386,768514,1502
X,1556409386,768472,943
X,1556409387,768485,739
X,1556409387,768465,1630
X,1556409388,768535,1182
X,1556409388,768658,1232
X,1556409389,768523,1136
X,1556409390,768507,884
X,1556409390,768493,1269
X,1556409391,768486,1119
X,1556409391,768561,1411
X,1556409392,768578,2027
X,1556409392,768508,986
X,1556409393,768502,1489
X,1556409393,768435,985
X,1556409394,768450,893
X,1556409395,768512,1467
X,1556409395,768646,1506
X,1556409396,768474,1249
X,1556409396,768517,856
X,1556409397,768429,929
X,1556409397,768461,1174
X,1556409398,768468,1099
X,1556409399,768572,1586
X,1556409399,768441,1197
X,1556409400,768510,1216
X,1556409400,768445,969
X,1556409401,768456,869
X,1556409401,768514,1675
P,1556409402,5365
X,1556409402,768506,1002
X,1556409403,768543,1021
X,1556409403,768542,981
X,1556409404,768494,839
X,1556409404,768430,919
X,1556409405,768506,1519
X,1556409405,768533,2080
X,1556409406,768480,1080
X,1556409407,768451,1272
X,1556409407,768450,744
A,1556409407,768481,129
T,1556409407,2796
U,1556409408,0
X,1556409409,768426,1177
X,1556409410,768444,1113
X,1556409410,768362,1051
X,1556409411,768363,770
X,1556409412,768398,1783
X,1556409412,768503,1157
X,1556409413,768349,1175
X,1556409413,768364,1086
X,1556409414,768418,1097
X,1556409414,768388,819
X,1556409415,768431,1332
X,1556409415,768358,1462
X,1556409416,768430,987
X,1556409417,768451,924
X,1556409417,768492,610
X,1556409418,768456,763
X,1556409418,768433,1868
X,1556409419,768530,994
X,1556409419,768667,2405
X,1556409419,768572,1402
X,1556409420,768533,938
X,1556409420,768325,813
X,1556409421,768537,1387
X,1556409421,768564,2111
X,1556409422,768515,1090
X,1556409422,768509,873
X,1556409423,768409,1046
X,1556409424,768306,2343
X,1556409424,768313,1432
X,1556409425,768422,1807
X,1556409425,768467,1018
X,1556409426,768534,1137
X,1556409426,768440,906
X,1556409427,768512,1227
X,1556409428,768400,914
X,1556409428,768367,1076
X,1556409429,768316,1223
X,1556409429,768387,849
X,1556409430,768380,1158
X,1556409430,768347,1465
P,1556409431,5365
X,1556409431,768344,1873
X,1556409431,768261,928
X,1556409432,768126,987
X,1556409433,768121,1113
X,1556409433,768179,1580
X,1556409434,768157,1303
X,1556409434,768264,1549
X,1556409435,768223,1023
X,1556409435,768166,1041
X,1556409436,768223,1018
X,1556409437,768294,1051
X,1556409437,768391,947
X,1556409438,768447,815
X,1556409438,768334,1234
X,1556409439,768415,1259
X,1556409439,768482,1010
X,1556409440,768413,554
X,1556409441,768547,1593
X,1556409441,768585,1436
X,1556409442,768484,1256
X,1556409442,768471,991
X,1556409443,768412,750
A,1556409443,768411,407
T,1556409443,2796
U,1556409443,0
X,1556409445,768573,1810
X,1556409445,768538,732
X,1556409446,768556,1114
X,1556409446,768510,733
X,1556409447,768535,754
X,1556409448,768558,938
