H,1556393122,404376
U,1556393122,0
X,1556393124,743428,865
X,1556393124,743512,968
X,1556393125,743238,784
X,1556393126,743841,1196
X,1556393126,743837,1059
X,1556393127,743861,1063
X,1556393127,743959,688
X,1556393128,743846,970
X,1556393128,743658,871
X,1556393129,743751,848
X,1556393130,743830,1071
X,1556393130,743928,1160
X,1556393131,743872,1689
X,1556393131,743730,875
X,1556393132,743716,685
X,1556393132,743728,1008
X,1556393133,745877,18278
X,1556393134,741704,19421
X,1556393134,743845,2226
X,1556393135,743708,666
X,1556393135,743553,1340
X,1556393136,743342,853
X,1556393136,743450,6534
X,1556393136,743475,3504
X,1556393137,743680,1076
X,1556393137,743539,1079
X,1556393138,743387,7669
X,1556393138,743528,1459
X,1556393139,743640,941
X,1556393139,743590,1062
X,1556393140,743400,618
X,1556393140,743309,1070
X,1556393141,743423,1628
X,1556393142,742991,1006
X,1556393142,743255,1025
X,1556393143,743163,1079
X,1556393143,743326,872
X,1556393144,743398,700
X,1556393144,743263,973
X,1556393145,743278,1516
X,1556393146,742794,1449
X,1556393146,743333,558
P,1556393146,5409
X,1556393147,742074,5212
X,1556393147,741739,1673
X,1556393148,742395,1078
X,1556393148,743616,1860
X,1556393149,743532,1854
X,1556393150,743274,6887
X,1556393150,743397,1591
X,1556393151,743798,39791
X,1556393151,743564,3407
X,1556393152,743970,1114
X,1556393152,743705,14283
X,1556393153,744074,1258
X,1556393154,743546,1619
X,1556393154,743340,1326
X,1556393155,743372,2389
X,1556393155,742755,1434
X,1556393156,742454,2284
X,1556393156,742910,1209
X,1556393157,743002,1513
X,1556393157,741728,1818
X,1556393158,741665,1275
X,1556393159,742239,917
X,1556393159,742790,1082
X,1556393160,742965,1127
X,1556393160,743209,1857
X,1556393161,742775,935
X,1556393161,742940,1045
X,1556393162,743056,1345
X,1556393163,742851,1277
X,1556393163,742870,920
A,1556393163,743406,1720
T,1556393163,2827
U,1556393164,0
X,1556393165,742749,1277
X,1556393166,742564,7778
X,1556393166,742489,1544
X,1556393167,742835,837
X,1556393167,742907,1551
X,1556393168,743175,8357
X,1556393169,743281,9430
X,1556393169,743223,1969
X,1556393170,743340,1298
X,1556393170,743094,1053
X,1556393171,742877,653
X,1556393171,742811,465
X,1556393172,742878,1058
X,1556393172,742224,1217
X,1556393173,742675,1034
X,1556393174,742538,1458
X,1556393174,742840,1703
X,1556393175,742864,1816
X,1556393175,742589,1535
X,1556393176,742146,1562
X,1556393176,741191,4283
P,1556393177,5408
X,1556393177,741656,1554
X,1556393177,741860,1638
X,1556393177,742471,1227
X,1556393178,742602,1408
X,1556393178,742765,1501
X,1556393179,742315,1585
X,1556393179,742820,1694
X,1556393180,743148,680
X,1556393181,743024,1270
X,1556393181,743066,1206
X,1556393182,743320,1086
X,1556393182,743232,1495
X,1556393183,743259,1245
X,1556393183,743215,857
X,1556393184,743186,14526
X,1556393185,743111,1252
X,1556393185,743271,1087
X,1556393186,743533,1445
X,1556393186,743350,2958
X,1556393187,743509,1036
X,1556393187,743528,1199
X,1556393188,743506,909
X,1556393188,743415,1543
X,1556393189,743558,1012
X,1556393190,743457,1409
X,1556393190,743508,993
X,1556393191,743470,1417
X,1556393191,743548,1147
X,1556393192,743504,1104
X,1556393192,743333,721
X,1556393193,743185,945
X,1556393194,742892,1657
X,1556393194,742662,1353
X,1556393195,743262,1328
X,1556393195,743419,902
X,1556393196,743292,1267
X,1556393196,742854,876
X,1556393197,743063,1476
X,1556393198,743004,1975
X,1556393198,742869,1473
X,1556393199,742990,856
X,1556393199,743245,1235
X,1556393200,743494,1825
X,1556393200,743683,1153
X,1556393201,743339,923
X,1556393202,743174,1664
X,1556393202,742441,1633
X,1556393203,742657,1373
X,1556393203,742641,800
X,1556393204,743153,1226
X,1556393204,743379,1223
X,1556393205,743536,943
X,1556393205,743792,803
P,1556393206,5410
X,1556393206,743768,1050
X,1556393207,743764,636
X,1556393207,743728,1190
X,1556393208,743849,2351
X,1556393208,745085,8937
X,1556393209,743637,24064
X,1556393209,743696,1194
X,1556393210,743263,750
X,1556393211,743223,976
X,1556393211,743296,778
A,1556393211,743226,1151
T,1556393211,2827
U,1556393212,0
X,1556393213,743433,643
X,1556393214,743467,1313
X,1556393214,743590,1217
X,1556393215,743603,1465
X,1556393215,743516,1201
X,1556393216,743581,995
X,1556393217,743504,1379
