,788181,1462
X,1556502675,788523,1294
X,1556502676,788342,1240
X,1556502676,788196,1452
X,1556502676,788237,1261
X,1556502676,788152,1704
X,1556502677,788304,844
X,1556502678,788431,1679
X,1556502678,788306,1076
X,1556502679,788148,1341
X,1556502679,788421,2429
P,1556502680,5310
X,1556502680,788352,3309
X,1556502680,788142,1761
X,1556502681,787999,1353
X,1556502682,788023,1506
X,1556502682,788117,1662
X,1556502683,788067,1035
X,1556502683,788297,884
X,1556502684,788322,1260
X,1556502684,788126,2394
X,1556502685,788325,1538
X,1556502686,788554,2034
X,1556502686,788434,1763
X,1556502687,788274,1697
X,1556502687,788251,1491
X,1556502688,788430,1589
X,1556502688,788423,1995
X,1556502689,788315,1470
X,1556502690,788242,967
X,1556502690,788349,1602
X,1556502691,788237,1347
X,1556502691,788247,1179
X,1556502692,788279,1083
X,1556502692,788221,1123
X,1556502693,788148,1738
X,1556502693,788249,1208
X,1556502694,787982,1557
X,1556502695,788086,1188
X,1556502695,787956,1493
X,1556502696,788364,1421
X,1556502696,788410,1638
X,1556502697,788137,941
X,1556502697,788179,1670
X,1556502698,788155,1392
X,1556502699,788291,1707
X,1556502699,788447,1211
X,1556502700,788411,1518
X,1556502700,788500,1167
X,1556502701,787988,1485
X,1556502701,788232,1636
X,1556502702,788295,1651
X,1556502703,788041,1713
X,1556502703,788227,1267
X,1556502704,788523,1473
X,1556502704,788644,1314
X,1556502705,788495,1211
X,1556502705,787837,11702
X,1556502706,788091,1482
X,1556502707,788606,1746
X,1556502707,788576,1380
X,1556502708,787999,1671
X,1556502708,788242,1115
X,1556502709,787936,1372
X,1556502709,788190,1409
X,1556502710,788320,2040
P,1556502710,5305
X,1556502710,788334,1461
X,1556502711,788168,1424
X,1556502712,787980,1235
X,1556502712,788017,1642
X,1556502713,787867,1989
X,1556502713,787876,1751
X,1556502714,788229,1380
X,1556502714,788324,2164
X,1556502715,788256,1620
X,1556502716,788093,1740
X,1556502716,788513,2076
X,1556502717,788313,1447
X,1556502717,788400,1175
X,1556502717,788459,1440
X,1556502717,788163,1617
X,1556502718,788361,1246
X,1556502719,788091,1302
X,1556502719,788304,1235
X,1556502720,788221,2019
X,1556502720,788219,1420
X,1556502721,788192,1218
X,1556502721,787847,1525
X,1556502722,788294,1397
X,1556502723,788380,2144
X,1556502723,788429,1578
X,1556502724,788077,1460
X,1556502724,787754,1494
X,1556502725,788285,1315
X,1556502725,788136,1681
X,1556502726,788119,1648
X,1556502726,788036,1420
X,1556502727,788001,1570
X,1556502728,788194,1792
X,1556502728,788360,1576
X,1556502729,788558,1176
X,1556502729,788243,1304
X,1556502730,788248,1506
X,1556502730,788337,1316
X,1556502731,788334,1513
X,1556502732,788297,1285
X,1556502732,788241,1352
X,1556502733,788397,1136
X,1556502733,788300,1480
X,1556502734,788324,2045
X,1556502734,788219,1598
X,1556502735,788131,1416
X,1556502736,788141,1467
X,1556502736,788184,1600
X,1556502737,788170,1712
X,1556502737,788100,1421
X,1556502738,788170,965
X,1556502738,788098,962
X,1556502739,788102,1351
P,1556502739,5305
X,1556502740,788180,1499
X,1556502740,788265,1388
X,1556502741,788244,1453
X,1556502741,787979,1226
X,1556502742,788209,1926
X,1556502742,788114,1998
X,1556502743,788187,1147
X,1556502743,787953,1781
X,1556502744,788119,1404
X,1556502745,788347,1452
X,1556502745,788217,1606
X,1556502746,788410,1243
X,1556502746,788192,995
X,1556502747,788068,1082
X,1556502747,788042,1804
X,1556502748,787980,1674
X,1556502749,788254,1320
X,1556502749,788172,1286
X,1556502750,788062,1199
X,1556502750,788065,1926
X,1556502751,787799,1524
X,1556502751,787744,1642
X,1556502752,787929,2530
X,1556502753,788037,1701
X,1556502753,788007,1636
X,1556502754,788190,1628
X,1556502754,788286,1091
X,1556502755,788197,1320
X,1556502755,788111,1288
X,1556502756,788280,1722
X,1556502757,787909,1458
X,1556502757,788089,1478
X,1556502758,788322,1285
X,1556502758,788540,866
X,1556502758,788075,1229
X,1556502758,788083,1638
X,1556502759,788371,1382
X,1556502759,788226,1936
X,1556502760,788202,1795
X,1556502761,788414,1586
X,1556502761,788229,1846
