,761823,1214
X,1556414650,761866,1299
X,1556414651,761638,1778
X,1556414652,761818,1591
X,1556414652,761921,1579
X,1556414653,761799,1373
X,1556414653,761650,1239
X,1556414654,761656,1001
X,1556414654,761742,1533
X,1556414655,761775,1474
X,1556414656,761708,1320
X,1556414656,761666,1197
X,1556414657,761434,1382
X,1556414657,761620,1915
X,1556414658,761875,1041
X,1556414658,761778,1270
X,1556414659,761903,1075
X,1556414660,761801,1408
X,1556414660,761801,1631
X,1556414661,761855,1980
X,1556414661,761873,1441
X,1556414662,761746,1259
X,1556414662,761704,1058
X,1556414663,761806,1411
X,1556414664,761801,1375
P,1556414664,5361
X,1556414664,761961,1535
X,1556414665,761968,1570
X,1556414665,761834,1009
X,1556414666,761765,1207
X,1556414666,761908,1488
X,1556414667,761858,1497
X,1556414667,761880,1064
X,1556414668,761889,1177
X,1556414669,761951,1670
X,1556414669,762050,1285
X,1556414669,762100,1668
X,1556414669,762087,1618
X,1556414670,761934,1365
X,1556414670,761825,1130
X,1556414671,761879,1605
X,1556414672,761917,1406
X,1556414672,761910,1190
X,1556414673,761880,1341
X,1556414673,761907,954
X,1556414674,761997,1890
X,1556414674,762065,1141
X,1556414675,761909,1320
X,1556414676,761974,1375
X,1556414676,761776,1187
X,1556414677,761962,1453
X,1556414677,761940,1324
X,1556414678,762039,1311
X,1556414678,761881,1250
X,1556414679,761907,1478
X,1556414680,761871,1823
X,1556414680,762158,1809
X,1556414681,761906,1157
X,1556414681,761965,1374
X,1556414682,761828,1115
X,1556414682,761935,1158
X,1556414683,761942,1294
X,1556414684,761884,1353
X,1556414684,761858,1131
X,1556414685,761818,1038
X,1556414685,761852,1593
X,1556414686,761936,1451
X,1556414686,761919,1582
X,1556414687,761997,1300
X,1556414687,761944,971
X,1556414688,761808,1060
X,1556414689,761941,1385
X,1556414689,762002,1483
X,1556414690,762039,1016
X,1556414690,762004,1098
X,1556414691,762033,1145
X,1556414691,762034,1038
X,1556414692,762070,1840
X,1556414693,762075,1604
P,1556414693,5360
X,1556414693,762136,1118
X,1556414694,762032,1213
X,1556414694,761987,1012
X,1556414695,762153,1168
X,1556414695,762207,1521
X,1556414696,762219,1080
X,1556414697,762161,1198
X,1556414697,762018,1484
X,1556414698,762077,943
X,1556414698,762143,1150
X,1556414699,762148,1028
X,1556414699,762015,1313
X,1556414700,761866,1986
X,1556414701,762042,1395
X,1556414701,762065,1285
X,1556414702,762003,970
X,1556414702,761986,1175
X,1556414703,761872,1746
X,1556414703,762037,1660
X,1556414704,762084,1130
X,1556414704,762023,1295
X,1556414705,762150,1104
X,1556414706,762001,10970
X,1556414706,762000,1477
X,1556414707,762145,1742
X,1556414707,762057,1300
X,1556414708,761894,1456
X,1556414708,761913,1328
X,1556414709,761690,1679
X,1556414710,761840,1464
X,1556414710,761755,1053
X,1556414710,761711,1209
X,1556414710,761733,1392
X,1556414711,761919,1827
X,1556414711,761729,1439
X,1556414712,761698,1775
X,1556414713,761715,1333
X,1556414713,761711,1184
X,1556414714,761753,1776
X,1556414714,761922,1407
X,1556414715,761843,1094
X,1556414715,761727,1092
X,1556414716,761736,1331
X,1556414717,761851,1420
X,1556414717,761960,1084
X,1556414718,761825,2698
X,1556414718,761866,2152
X,1556414719,761828,1354
X,1556414719,761955,1699
X,1556414720,761943,1553
X,1556414720,761907,1267
X,1556414721,761890,1164
X,1556414722,761787,1148
P,1556414722,5358
X,1556414722,761842,1558
X,1556414723,761854,1127
X,1556414723,761992,1578
X,1556414724,761920,910
X,1556414724,761833,1023
X,1556414725,761790,1080
X,1556414726,761880,1803
X,1556414726,761975,1188
X,1556414727,761944,1289
X,1556414727,761867,1378
X,1556414728,761852,1223
X,1556414728,761908,1166
X,1556414729,761962,1419
X,1556414730,761916,1663
X,1556414730,761875,1094
X,1556414731,761865,1501
X,1556414731,761750,1930
X,1556414732,761886,1360
X,1556414732,761908,1569
X,1556414733,761871,1356
X,1556414734,761793,1058
X,1556414734,761827,1056
X,1556414735,761973,1582
X,1556414735,761775,1464
X,1556414736,761817,1197
X,1556414736,761811,1262
X,1556414737,761787,1200
X,1556414737,761973,2471
