H,1556655229,404376
D,1556655229,498432
D,1556655231,498432
D,1556655233,498944
D,1556655235,491520
D,1556655238,483328
D,1556655240,493824
D,1556655242,498176
D,1556655244,498944
D,1556655246,497664
D,1556655249,498944
D,1556655251,498688
D,1556655253,493312
D,1556655255,498944
P,1556655256,5297
D,1556655257,498944
D,1556655260,498688
D,1556655262,498176
D,1556655264,499200
D,1556655266,498432
D,1556655268,497664
D,1556655270,498688
D,1556655272,502016
D,1556655274,498432
D,1556655276,498688
D,1556655278,498688
D,1556655281,498432
D,1556655283,498944
P,1556655285,5297
D,1556655285,498176
D,1556655287,498944
D,1556655289,498688
R,1556655289,000000000
X,1556655291,751796,4663
X,1556655292,752358,1178
X,1556655292,752741,1935
X,1556655293,752326,2483
X,1556655293,752415,1699
X,1556655294,752374,463
X,1556655295,752300,742
X,1556655295,752138,1060
X,1556655296,752455,1451
X,1556655296,752455,696
X,1556655297,752433,1912
X,1556655297,752485,858
X,1556655298,752411,1354
X,1556655299,752363,1272
X,1556655299,752309,955
X,1556655300,752321,648
X,1556655300,752288,672
X,1556655301,752363,1659
X,1556655301,752282,875
X,1556655302,752277,1383
X,1556655303,752232,1160
X,1556655303,751782,5199
X,1556655304,753055,9407
X,1556655304,752065,24184
X,1556655305,752367,3952
X,1556655305,752105,9637
X,1556655306,752124,2693
X,1556655306,752029,2222
X,1556655307,751803,4330
X,1556655308,752031,1037
X,1556655308,752128,1435
X,1556655309,752028,1142
X,1556655309,752163,901
X,1556655310,752016,1039
X,1556655310,752168,706
X,1556655310,751928,1183
X,1556655311,751979,1734
X,1556655311,751964,921
X,1556655312,752030,829
X,1556655312,751907,834
X,1556655313,751945,1015
X,1556655313,752265,982
X,1556655314,751997,16331
P,1556655314,5291
X,1556655315,752691,1596
X,1556655315,752677,842
X,1556655316,752925,808
X,1556655316,752393,2308
X,1556655317,753375,2900
X,1556655317,753261,2368
X,1556655318,752918,1148
X,1556655319,752576,959
X,1556655319,752773,678
X,1556655320,753156,1447
X,1556655320,753168,1082
X,1556655321,752784,1471
X,1556655321,752010,1200
X,1556655322,751786,1316
X,1556655322,752048,1397
X,1556655323,752381,991
X,1556655324,752196,796
A,1556655324,752341,1018
T,1556655324,2860
U,1556655324,0
X,1556655326,751973,816
X,1556655326,751944,1089
X,1556655327,751920,1016
X,1556655327,752185,777
X,1556655328,752060,1441
X,1556655328,752108,884
X,1556655329,752210,1080
X,1556655330,752110,892
X,1556655330,751890,1040
X,1556655331,752012,1030
X,1556655331,752079,1626
X,1556655332,752859,1371
X,1556655332,752717,1364
X,1556655333,752761,1063
X,1556655333,752867,1100
X,1556655334,752644,1246
X,1556655335,752593,739
X,1556655335,752787,982
X,1556655336,752892,4111
X,1556655336,753303,6807
X,1556655337,754159,7824
X,1556655337,753374,499
X,1556655338,752719,1421
X,1556655339,752468,1010
X,1556655339,752439,12426
X,1556655340,752017,2677
X,1556655340,752204,974
X,1556655341,752157,1251
X,1556655341,752087,880
X,1556655342,752096,615
X,1556655343,752102,1162
X,1556655343,752073,1490
X,1556655344,752156,1280
P,1556655344,5291
X,1556655344,752150,1126
X,1556655345,752168,1117
X,1556655345,752254,1259
X,1556655346,752333,754
X,1556655347,752995,5630
X,1556655347,752684,1213
X,1556655348,752695,1001
X,1556655348,752906,1015
X,1556655349,752972,731
X,1556655349,753994,1094
X,1556655350,754088,1294
X,1556655350,754621,2289
X,1556655351,754865,1897
X,1556655351,754105,4464
X,1556655351,754278,920
X,1556655352,754681,11119
X,1556655352,754414,1908
X,1556655353,753376,1565
X,1556655353,752742,1638
X,1556655354,752400,1082
X,1556655355,752223,536
X,1556655355,752305,1053
X,1556655356,752466,838
X,1556655356,752208,664
X,1556655357,752095,1008
X,1556655357,752127,602
X,1556655358,752308,1208
X,1556655359,752530,1189
X,1556655359,752575,1396
X,1556655360,752446,15702
X,1556655360,752800,1698
X,1556655361,752959,2428
X,1556655361,752475,894
X,1556655362,752527,1286
X,1556655363,752830,1458
X,1556655363,752560,2507
X,1556655364,752255,1799
X,1556655364,751895,1151
X,1556655365,752144,835
X,1556655365,752153,1076
X,1556655366,752324,1158
X,1556655366,752244,1296
X,1556655367,752319,990
A,1556655367,752453,2305
T,1556655367,2860
U,1556655367,0
X,1556655369,755008,41663
X,1556655370,753318,18321
X,1556655370,752769,33786
X,1556655371,755465,58435
X,1556655371,755034,59256
X,1556655372,754965,10316
X,1556655372,754339,20491
