H,1556419074,404376
D,1556419074,510976
R,1556419074,000000000
X,1556419076,769289,6252
X,1556419077,769881,1479
X,1556419077,769598,1304
X,1556419078,769839,1585
X,1556419078,769868,1823
X,1556419079,769832,1267
X,1556419079,769504,1370
X,1556419080,769756,1585
X,1556419081,769883,2118
X,1556419081,769783,1562
X,1556419082,769587,1559
X,1556419082,769835,1611
X,1556419083,769789,1608
X,1556419083,769756,1187
X,1556419084,769578,1454
X,1556419085,769705,1413
X,1556419085,769742,1081
X,1556419086,769798,1253
X,1556419086,769565,1751
X,1556419087,769758,1594
X,1556419087,769925,2509
X,1556419088,769801,1008
X,1556419089,769611,1617
X,1556419089,769777,2658
X,1556419090,769771,1392
X,1556419090,769804,1172
X,1556419091,769593,1069
X,1556419091,769907,7760
X,1556419092,769887,2035
X,1556419092,769804,1584
X,1556419093,769532,1719
X,1556419094,769883,2176
X,1556419094,769921,1573
X,1556419095,769862,1827
X,1556419095,769672,1464
X,1556419096,770669,8717
X,1556419096,769716,7513
X,1556419097,769890,1781
X,1556419098,769774,2133
X,1556419098,769660,2357
X,1556419099,769833,1921
X,1556419099,769757,820
X,1556419099,769682,1395
X,1556419099,769637,1237
X,1556419100,769625,1612
X,1556419101,769830,1174
X,1556419101,769771,1198
X,1556419102,769549,2045
P,1556419102,5354
X,1556419102,769779,1741
X,1556419103,769821,1305
X,1556419103,769727,1271
X,1556419104,769650,1304
X,1556419105,769726,1677
X,1556419105,769719,1474
X,1556419106,769702,14935
X,1556419106,769864,3529
X,1556419107,769688,1621
X,1556419107,769869,952
X,1556419108,769936,1034
X,1556419108,769888,974
X,1556419109,769822,1079
X,1556419110,769841,1138
X,1556419110,769858,827
X,1556419111,769800,1186
X,1556419111,769832,1033
X,1556419112,769674,852
X,1556419112,769826,1398
X,1556419113,769917,1297
X,1556419114,769838,1171
X,1556419114,769770,1210
X,1556419115,769890,1807
X,1556419115,769869,963
X,1556419116,769866,1281
X,1556419116,769872,1646
X,1556419117,769747,1591
X,1556419118,769896,1459
X,1556419118,769979,1207
X,1556419119,769880,935
X,1556419119,769700,1231
X,1556419120,769875,1573
X,1556419120,769940,2123
X,1556419121,769862,1230
X,1556419122,769808,1295
X,1556419122,769753,1641
X,1556419123,769875,1074
X,1556419123,769919,1195
X,1556419124,769851,950
X,1556419124,769728,1172
X,1556419125,769945,1980
X,1556419125,769918,1305
X,1556419126,769842,1276
X,1556419127,769802,1443
X,1556419127,769758,4714
X,1556419128,769835,1908
X,1556419128,769882,2197
X,1556419129,769953,934
X,1556419129,769670,1565
X,1556419130,769896,950
X,1556419131,769983,1435
X,1556419131,769884,1370
X,1556419132,769852,1085
P,1556419132,5355
X,1556419132,769825,1993
X,1556419133,769904,957
X,1556419133,769950,832
X,1556419134,769867,978
X,1556419135,769815,1312
X,1556419135,769867,2227
X,1556419136,769903,885
X,1556419136,769893,1484
X,1556419137,769848,1101
X,1556419137,769778,1161
X,1556419138,769902,1289
X,1556419139,769894,1446
X,1556419139,769865,1703
X,1556419140,769871,1415
X,1556419140,769746,1498
X,1556419140,769930,1375
X,1556419140,769883,1854
X,1556419141,770023,3064
X,1556419141,769744,2253
X,1556419142,769521,3838
X,1556419143,770421,10631
X,1556419143,769869,4530
X,1556419144,768523,12087
X,1556419144,770074,3713
X,1556419145,770079,2067
X,1556419145,769903,863
X,1556419146,769778,6962
X,1556419147,769983,1208
X,1556419147,769936,1468
X,1556419148,769926,1194
X,1556419148,769721,2479
X,1556419149,769934,1301
X,1556419149,769983,1550
X,1556419150,769912,1320
X,1556419151,769761,1920
X,1556419151,769969,1339
X,1556419152,769976,1743
X,1556419152,769852,912
X,1556419153,769833,1350
X,1556419153,769881,1815
X,1556419154,769900,1321
X,1556419155,769931,1369
X,1556419155,769864,1402
X,1556419156,769718,1281
X,1556419156,769961,2530
X,1556419157,770008,1713
X,1556419157,770010,1113
X,1556419158,769977,940
X,1556419158,769902,1262
X,1556419159,770055,1162
X,1556419160,770059,1412
X,1556419160,769981,1050
X,1556419161,769982,1107
P,1556419161,5355
X,1556419161,769900,1526
X,1556419162,770029,1026
X,1556419162,769978,1481
X,1556419163,769954,1275
X,1556419164,769968,1294
X,1556419164,769918,1682
X,1556419165,770023,1358
X,1556419165,770023,1012
X,1556419166,770009,1463
X,1556419166,769924,908
X,1556419167,770093,5188
X,1556419168,770046,2271
X,1556419168,769877,18441
