8
D,1556590049,535552
R,1556590049,000000000
X,1556590051,804898,7639
X,1556590052,805587,2790
X,1556590052,805396,2607
X,1556590053,805594,2560
X,1556590053,805551,1936
X,1556590054,805531,2334
X,1556590055,805463,2143
X,1556590055,805509,3300
X,1556590056,805586,2309
X,1556590056,805414,2547
X,1556590057,805655,2263
X,1556590057,805592,2374
X,1556590058,805479,2462
X,1556590059,805597,2286
X,1556590059,805647,3259
X,1556590060,805553,4735
X,1556590060,805369,6049
X,1556590061,805529,3670
X,1556590061,805827,3261
X,1556590062,805752,17507
X,1556590063,805630,3069
X,1556590063,805475,2008
X,1556590064,805732,2014
X,1556590064,805858,2153
X,1556590065,805719,2050
X,1556590065,805681,2467
X,1556590066,805874,2787
X,1556590067,805871,2354
X,1556590067,805697,2653
X,1556590067,805702,2146
X,1556590067,805875,2240
X,1556590068,805452,2047
X,1556590068,805674,3770
X,1556590069,805870,3249
X,1556590069,805631,2442
X,1556590070,805777,2160
X,1556590071,805975,2335
X,1556590071,805623,2537
X,1556590072,805941,2545
X,1556590072,805828,2653
X,1556590073,805704,2787
X,1556590073,805936,4420
X,1556590074,806034,5896
X,1556590075,805597,5420
X,1556590075,805766,2378
X,1556590076,805680,1493
X,1556590076,805629,2326
X,1556590077,805637,2071
X,1556590077,805695,2523
P,1556590078,5280
X,1556590078,805488,3095
X,1556590079,805572,2468
X,1556590079,805559,2656
X,1556590080,805404,2380
X,1556590080,805422,2426
X,1556590081,805530,2238
X,1556590081,805369,2252
X,1556590082,805424,2725
X,1556590083,805562,2443
X,1556590083,805476,2218
X,1556590084,805360,5547
X,1556590084,805573,2663
X,1556590085,805433,1865
X,1556590085,805347,2386
X,1556590086,805571,1482
X,1556590086,805434,1680
X,1556590087,805272,1919
X,1556590088,805407,2125
X,1556590088,805545,2159
X,1556590089,806192,5872
X,1556590089,805376,6970
X,1556590090,805478,1946
X,1556590090,805361,1633
X,1556590091,805379,2162
X,1556590092,805378,1935
X,1556590092,805702,4969
X,1556590093,805233,1715
X,1556590093,805474,2521
X,1556590094,805471,2169
X,1556590094,805343,1362
X,1556590095,805538,1671
X,1556590096,805516,2060
X,1556590096,805356,1639
X,1556590097,805447,2233
X,1556590097,805489,2569
X,1556590098,805347,1824
X,1556590098,805491,2029
X,1556590099,805532,2888
X,1556590100,805326,2240
X,1556590100,805501,1814
X,1556590101,805498,2640
X,1556590101,805425,1579
X,1556590102,805614,1868
X,1556590102,805477,2444
X,1556590103,805400,1680
X,1556590103,805294,2085
X,1556590104,805493,1611
X,1556590105,805566,4125
X,1556590105,805263,1115
X,1556590106,805541,2249
X,1556590106,805490,1933
X,1556590107,805418,2295
X,1556590107,805454,1835
P,1556590108,5280
X,1556590108,805490,2311
X,1556590108,805330,2000
X,1556590108,805493,2662
X,1556590109,805628,2435
X,1556590109,805575,1584
X,1556590110,805519,1388
X,1556590110,805677,1738
X,1556590111,805627,1941
X,1556590112,805392,1880
X,1556590112,805475,1675
X,1556590113,805451,2216
X,1556590113,805296,1740
X,1556590114,805477,2455
X,1556590114,805542,2176
X,1556590115,805675,3761
X,1556590116,805587,4098
X,1556590116,805592,2212
X,1556590117,805401,2169
X,1556590117,805472,1765
X,1556590118,805471,3691
X,1556590118,805507,2287
X,1556590119,805434,1901
X,1556590119,805388,3184
X,1556590120,805613,2642
X,1556590121,805407,2512
X,1556590121,805451,2224
X,1556590122,805554,2217
X,1556590122,805475,2060
X,1556590123,805004,10333
X,1556590123,805229,1927
X,1556590124,805503,2542
X,1556590125,805413,2449
X,1556590125,805519,1384
X,1556590126,805539,1660
X,1556590126,805358,1735
X,1556590127,805446,1995
X,1556590127,805499,2271
X,1556590128,805455,2050
X,1556590129,805428,1955
X,1556590129,805527,2537
X,1556590130,805482,1932
X,1556590130,805371,2083
X,1556590131,805452,2425
X,1556590131,805455,1979
X,1556590132,805295,1585
X,1556590133,805407,1630
X,1556590133,805437,2169
X,1556590134,805401,2147
X,1556590134,805420,2138
X,1556590135,805582,2179
X,1556590135,805588,2401
X,1556590136,805430,2578
X,1556590136,805522,2499
P,1556590137,5279
X,1556590137,805550,4049
X,1556590138,805377,5089
X,1556590138,805589,3414
