,769939,11467
X,1556420945,770096,1483
X,1556420945,770021,1312
X,1556420945,770230,2275
X,1556420945,770248,1225
X,1556420946,770045,1313
X,1556420947,770092,1295
X,1556420947,770045,1237
X,1556420948,770062,902
X,1556420948,770105,1556
X,1556420949,770154,1741
X,1556420949,770151,1252
X,1556420950,770125,772
X,1556420950,769981,1445
X,1556420951,770085,1088
X,1556420952,770133,1163
X,1556420952,770065,1334
X,1556420953,770155,1013
X,1556420953,769998,1231
X,1556420954,770027,906
P,1556420954,5348
X,1556420954,770042,1566
X,1556420955,769948,1494
X,1556420956,769966,1375
X,1556420956,769834,1058
X,1556420957,769786,1453
X,1556420957,769890,699
X,1556420958,770072,1342
X,1556420958,769875,3355
X,1556420959,769967,1651
X,1556420960,769845,1286
X,1556420960,769939,957
X,1556420961,769919,1411
X,1556420961,769845,1663
X,1556420962,769868,1324
X,1556420962,769870,897
X,1556420963,769809,1293
X,1556420964,769998,983
X,1556420964,770036,616
X,1556420965,769978,1415
X,1556420965,770058,822
X,1556420966,770022,1063
X,1556420966,769923,1068
X,1556420967,770110,1205
X,1556420967,770134,1566
X,1556420968,770045,846
X,1556420969,770041,581
X,1556420969,770009,862
X,1556420970,769982,1082
X,1556420970,770007,979
X,1556420971,770018,1719
X,1556420971,769883,1318
X,1556420972,769985,1169
X,1556420973,769933,1043
X,1556420973,769937,1242
X,1556420974,770092,1151
X,1556420974,770097,1255
X,1556420975,770079,1153
X,1556420975,770057,1212
X,1556420976,770018,697
A,1556420976,770044,408
T,1556420976,2793
X,1556420978,770018,1418
X,1556420978,770129,1180
X,1556420979,769937,1072
X,1556420980,769986,1442
X,1556420980,770054,1193
X,1556420981,770043,1544
X,1556420981,769994,1358
X,1556420982,770001,1185
X,1556420982,769940,871
X,1556420983,770034,1211
X,1556420984,770095,1499
X,1556420984,770063,1215
P,1556420984,5348
X,1556420985,770098,958
X,1556420985,769989,1371
X,1556420986,770070,1755
X,1556420986,770189,1072
X,1556420986,770994,7952
X,1556420987,768547,19294
X,1556420987,769998,1175
X,1556420988,770182,1674
X,1556420988,770144,1108
X,1556420989,769999,1534
X,1556420989,770099,1189
X,1556420990,770020,1630
X,1556420990,770094,1957
X,1556420991,770111,2033
X,1556420992,769926,1202
X,1556420992,769951,1320
X,1556420993,769735,1155
X,1556420993,769780,1471
X,1556420994,769695,7070
X,1556420994,769695,1659
X,1556420995,769876,1128
X,1556420996,769872,1137
X,1556420996,769859,932
X,1556420997,770064,1026
X,1556420997,770134,1017
X,1556420998,770048,1470
X,1556420998,770078,1307
X,1556420999,770104,776
X,1556421000,770007,1238
X,1556421000,770150,1625
X,1556421001,770244,1845
X,1556421001,770152,1333
X,1556421002,770114,1087
X,1556421002,770072,1054
X,1556421003,770226,2847
X,1556421004,770158,2966
X,1556421004,770177,1568
X,1556421005,770136,1328
X,1556421005,770199,881
X,1556421006,770141,1484
X,1556421006,770161,806
X,1556421007,770254,1095
X,1556421007,770127,1545
X,1556421008,770181,1126
X,1556421009,770035,1338
X,1556421009,770078,1511
X,1556421010,770136,1494
X,1556421010,770177,1582
X,1556421011,770075,1125
X,1556421011,770115,1107
X,1556421012,770057,853
X,1556421013,770124,1465
X,1556421013,770188,1419
P,1556421013,5347
X,1556421014,770218,931
X,1556421014,770220,902
X,1556421015,770095,1033
X,1556421015,770211,1379
X,1556421016,770331,1405
X,1556421017,770128,1531
X,1556421017,770279,1133
X,1556421018,770259,725
X,1556421018,770256,1193
X,1556421019,770287,1788
X,1556421019,770241,1062
X,1556421020,770200,1594
X,1556421021,770146,1021
X,1556421021,770025,1348
X,1556421022,770169,1189
X,1556421022,770256,1246
X,1556421023,770128,1510
X,1556421023,770117,1474
X,1556421024,770082,1237
X,1556421024,769995,1265
X,1556421025,770055,1696
X,1556421026,770155,1601
X,1556421026,769987,1469
X,1556421027,769953,1169
X,1556421027,769854,1173
X,1556421027,769855,985
X,1556421027,769788,1949
X,1556421028,769856,1191
X,1556421029,769726,952
X,1556421029,769724,1261
X,1556421030,769795,1407
X,1556421030,769955,1530
X,1556421031,770038,1408
X,1556421031,769939,1534
