,787045,1254
X,1556505589,787292,1332
X,1556505589,787329,1591
P,1556505590,5298
X,1556505590,787051,1213
X,1556505590,787167,1403
X,1556505591,786977,1289
X,1556505591,787518,2300
X,1556505592,787701,5774
X,1556505593,787244,5499
X,1556505593,787243,1812
X,1556505594,787029,2221
X,1556505594,787204,1680
X,1556505595,786640,14698
X,1556505595,787283,4888
X,1556505596,787162,1298
X,1556505597,786906,1798
X,1556505597,787143,1633
X,1556505598,787376,1605
X,1556505598,787179,1396
X,1556505599,787102,3660
X,1556505599,787090,14466
X,1556505600,787014,4052
X,1556505601,787318,1963
X,1556505601,787098,1736
X,1556505602,786924,1692
X,1556505602,787169,1499
X,1556505603,787233,1895
X,1556505603,787065,1545
X,1556505604,787176,3237
X,1556505604,787065,2298
X,1556505605,787207,1260
X,1556505606,787279,2254
X,1556505606,787232,1293
X,1556505607,787234,1313
X,1556505607,787215,1598
X,1556505608,787435,19911
X,1556505608,787449,14010
X,1556505609,787067,2089
X,1556505610,787173,1283
X,1556505610,787358,1438
X,1556505611,787349,1500
X,1556505611,787178,1317
X,1556505612,787274,1532
X,1556505612,787234,1272
X,1556505613,787686,2763
X,1556505614,786878,6101
X,1556505614,787646,5384
X,1556505615,787234,1528
X,1556505615,787409,2494
X,1556505616,787443,1701
X,1556505616,787354,2229
X,1556505617,787315,1305
X,1556505618,787239,1641
X,1556505618,787324,1375
X,1556505619,787460,2288
X,1556505619,787287,1371
X,1556505620,787274,880
P,1556505620,5273
X,1556505620,787145,1768
X,1556505621,787060,28690
X,1556505621,787238,4884
X,1556505622,787079,10724
X,1556505623,786629,3698
X,1556505623,787599,2158
X,1556505624,787265,1554
X,1556505624,787215,1316
X,1556505625,787114,2058
X,1556505625,787357,2433
X,1556505626,787222,2295
X,1556505627,787248,2367
X,1556505627,787231,1464
X,1556505628,786762,19182
X,1556505628,787349,3335
X,1556505629,787260,1768
X,1556505629,787208,1091
X,1556505629,787116,2294
X,1556505630,787203,1039
X,1556505630,787262,2070
X,1556505631,787170,1194
X,1556505631,787134,1385
X,1556505632,787108,1622
X,1556505632,787167,1985
X,1556505633,787181,1774
X,1556505634,787190,1082
X,1556505634,787131,1283
X,1556505635,787022,2422
X,1556505635,787171,1404
X,1556505636,787248,1499
X,1556505636,787262,1465
X,1556505637,787233,951
X,1556505637,787164,1307
X,1556505638,787222,1458
X,1556505639,787302,1749
X,1556505639,787250,1319
X,1556505640,787138,1526
X,1556505640,787127,1305
X,1556505641,787225,2337
X,1556505641,787220,1155
X,1556505642,787200,1737
X,1556505643,787125,2905
X,1556505643,787254,1601
X,1556505644,787418,1506
X,1556505644,787223,1302
X,1556505645,787247,1388
X,1556505645,787073,2273
X,1556505646,787321,5570
X,1556505647,787306,1753
X,1556505647,787255,1728
X,1556505648,787226,1320
X,1556505648,787023,1648
X,1556505649,787060,2021
P,1556505649,5299
X,1556505649,787094,2296
X,1556505650,787126,1969
X,1556505651,787012,2127
X,1556505651,787309,1964
X,1556505652,787270,18744
X,1556505652,787196,1431
X,1556505653,787265,1531
X,1556505653,786995,1541
X,1556505654,787107,1963
X,1556505654,787422,3871
X,1556505655,787241,4430
X,1556505656,787493,13078
X,1556505656,787005,1841
X,1556505657,787369,1498
X,1556505657,787277,1480
X,1556505658,787153,1292
X,1556505658,787245,1253
X,1556505659,787021,9011
X,1556505660,787321,1690
X,1556505660,787359,908
X,1556505661,787326,1449
X,1556505661,787307,1355
X,1556505662,787255,1377
X,1556505662,787347,846
X,1556505663,787438,1969
X,1556505664,787113,8543
X,1556505664,787313,1220
X,1556505665,787123,1390
X,1556505665,787148,1592
X,1556505666,787233,2305
X,1556505666,787041,14743
X,1556505667,787105,2992
X,1556505668,787120,1930
X,1556505668,787107,1505
X,1556505669,787034,1198
X,1556505669,787131,1686
X,1556505670,787131,1678
X,1556505670,787095,1245
X,1556505670,786954,6617
X,1556505670,787219,11436
X,1556505671,787181,4685
X,1556505672,786977,1129
X,1556505672,787041,2569
X,1556505673,787372,2302
X,1556505673,787107,1012
X,1556505674,787027,1488
X,1556505674,787051,1931
X,1556505675,787183,1387
X,1556505676,787089,1666
