6420104,770087,1072
X,1556420105,770093,1415
X,1556420105,770190,1487
X,1556420106,769919,11410
X,1556420106,770067,1406
X,1556420107,770145,1466
X,1556420108,770129,1486
X,1556420108,770178,933
X,1556420109,770133,1160
X,1556420109,770011,1416
X,1556420110,770112,1474
X,1556420110,770143,869
X,1556420111,770000,1180
X,1556420112,770132,1227
X,1556420112,770033,832
X,1556420113,770085,761
X,1556420113,770084,1018
X,1556420114,770105,948
X,1556420114,770193,1349
X,1556420115,770112,778
X,1556420115,770074,1083
X,1556420116,770215,991
X,1556420117,770220,700
X,1556420117,770108,1770
X,1556420118,770120,896
X,1556420118,770089,878
X,1556420119,770052,1798
X,1556420119,770099,1351
X,1556420120,770031,1154
X,1556420121,770058,1418
X,1556420121,770029,614
X,1556420122,769953,859
X,1556420122,770073,1503
X,1556420123,770150,532
X,1556420123,769992,1399
X,1556420124,770050,1084
X,1556420124,770066,1202
X,1556420124,770048,986
X,1556420125,770124,1292
X,1556420125,770196,612
X,1556420126,770147,1121
X,1556420126,770077,654
X,1556420127,769985,904
X,1556420128,770036,1382
X,1556420128,770040,1175
X,1556420129,770057,1024
X,1556420129,770051,830
A,1556420129,770068,435
T,1556420129,2793
U,1556420130,0
P,1556420130,5342
X,1556420131,770078,2035
X,1556420132,770051,1385
X,1556420132,770071,902
X,1556420133,770106,1710
X,1556420133,770170,1553
X,1556420134,770225,1570
X,1556420135,770158,6899
X,1556420135,770108,1043
X,1556420136,770071,1792
X,1556420136,770151,1504
X,1556420137,770249,1463
X,1556420137,770202,1287
X,1556420138,770141,1227
X,1556420139,770046,738
X,1556420139,770182,1313
X,1556420140,770280,1418
X,1556420140,770147,955
X,1556420141,770103,878
X,1556420141,770049,1268
X,1556420142,770222,2050
X,1556420143,770158,1308
X,1556420143,770180,1190
X,1556420144,770184,1209
X,1556420144,770132,1202
X,1556420145,770112,890
X,1556420145,770259,1220
X,1556420146,770248,591
X,1556420146,770197,1419
X,1556420147,770184,1045
X,1556420148,770121,1265
X,1556420148,770083,1164
X,1556420149,770154,1369
X,1556420149,770135,1483
X,1556420150,769976,4327
X,1556420150,770138,9476
X,1556420151,770012,8979
X,1556420152,770130,1492
X,1556420152,770084,1385
X,1556420153,770031,886
X,1556420153,770515,2620
X,1556420154,769681,5228
X,1556420154,770124,2707
X,1556420155,770176,1629
X,1556420156,770172,752
X,1556420156,770058,854
X,1556420157,770107,1929
X,1556420157,770206,1115
X,1556420158,770113,1484
X,1556420158,770098,1269
X,1556420159,769908,1436
X,1556420160,770092,1445
X,1556420160,770064,1370
P,1556420160,5351
X,1556420161,769941,1428
X,1556420161,770028,1132
X,1556420162,770118,1153
X,1556420162,770142,1087
X,1556420163,770160,1201
X,1556420163,770234,1108
X,1556420164,770217,989
X,1556420165,770105,935
X,1556420165,770011,629
X,1556420165,769995,1531
X,1556420165,769983,1049
X,1556420166,769994,1326
X,1556420166,770044,1282
X,1556420167,770023,1052
X,1556420168,770093,1085
X,1556420168,770280,985
X,1556420169,770298,1409
X,1556420169,770260,693
X,1556420170,770212,1200
X,1556420170,770135,694
X,1556420171,770198,1604
X,1556420172,770300,868
X,1556420172,770192,1369
X,1556420173,770268,840
X,1556420173,770158,1064
X,1556420174,770194,1407
X,1556420174,770285,982
X,1556420175,770312,1506
X,1556420176,770173,1058
X,1556420176,770177,945
X,1556420177,770230,1385
X,1556420177,770307,1024
X,1556420178,770342,1452
X,1556420178,770209,1353
X,1556420179,770276,1166
X,1556420179,770137,755
A,1556420179,770158,289
T,1556420180,2793
U,1556420180,0
X,1556420181,770183,703
X,1556420182,770161,861
X,1556420183,770090,1155
X,1556420183,770168,1738
X,1556420184,770273,1350
X,1556420184,770186,871
X,1556420185,770197,1106
X,1556420185,769668,3949
X,1556420186,770934,3286
X,1556420187,770272,1286
X,1556420187,770093,972
X,1556420188,770127,520
X,1556420188,770131,885
X,1556420189,770196,746
X,1556420189,770206,1137
P,1556420189,5350
X,1556420190,770289,1477
X,1556420191,770147,1208
X,1556420191,770127,10241
X,1556420192,769963,1817
