H,1548623965,428173
X,1548623965,673673,11164
X,1548623965,674135,15218
X,1548623966,675015,11464
X,1548623967,675178,14659
X,1548623967,676325,4425
X,1548623968,676443,7316
X,1548623968,675843,4476
X,1548623969,674795,4863
X,1548623969,675595,2279
X,1548623970,675738,939
X,1548623971,675420,1754
X,1548623971,675485,1245
X,1548623972,675933,1702
X,1548623972,676829,1947
X,1548623973,676786,3093
X,1548623973,677115,1817
X,1548623974,677316,1724
X,1548623975,676194,8754
X,1548623975,676786,3165
X,1548623976,678112,8182
X,1548623976,677904,7528
X,1548623977,676320,5012
X,1548623977,673095,8803
X,1548623978,673548,5890
X,1548623979,674278,11058
X,1548623979,677085,22441
X,1548623980,671551,7851
X,1548623980,674631,9993
X,1548623981,675792,18070
X,1548623981,673842,32950
X,1548623982,671518,10973
X,1548623982,672194,4490
X,1548623983,675290,9735
X,1548623984,675988,13576
X,1548623984,678477,5784
X,1548623985,678093,1001
X,1548623985,678309,6404
X,1548623986,677090,9681
X,1548623986,677095,4673
X,1548623987,675572,8946
X,1548623988,675502,3554
X,1548623988,675961,6985
X,1548623989,674575,6840
X,1548623989,677273,5411
X,1548623990,677456,7717
X,1548623990,677586,8962
X,1548623991,677923,10179
X,1548623992,677610,8677
X,1548623992,677726,5208
X,1548623993,678407,4657
X,1548623993,679531,6110
X,1548623994,679190,14736
P,1548623994,5119
X,1548623994,678820,5484
X,1548623995,679273,1991
X,1548623996,679632,4642
X,1548623996,676468,5029
X,1548623997,676425,3855
X,1548623997,677470,11705
X,1548623998,677672,4829
X,1548623998,679013,4092
X,1548623999,679477,4810
X,1548624000,679882,10379
X,1548624000,680586,14479
X,1548624001,680125,9905
X,1548624001,680753,3750
X,1548624002,680723,3255
X,1548624002,680408,4323
X,1548624003,679684,6726
X,1548624004,679292,6199
X,1548624004,680065,8196
X,1548624005,681188,3067
X,1548624005,679949,2008
X,1548624005,679926,9743
X,1548624005,679704,6450
X,1548624006,680362,4197
X,1548624006,679958,10795
X,1548624007,679370,3398
X,1548624008,679093,4130
X,1548624008,678791,3340
X,1548624009,677827,2958
X,1548624009,677523,1088
X,1548624010,677752,2134
X,1548624010,678138,1473
X,1548624011,678758,1148
X,1548624012,678125,7413
X,1548624012,676989,4772
X,1548624013,678409,2798
X,1548624013,678614,1084
X,1548624014,678001,1386
X,1548624014,678328,1796
X,1548624015,679402,6746
X,1548624016,678008,11663
X,1548624016,678773,12907
X,1548624017,678379,8306
X,1548624017,678462,1648
X,1548624018,677943,9038
X,1548624018,677791,12591
X,1548624019,677091,3828
X,1548624020,678153,7467
X,1548624020,678125,1900
X,1548624021,677994,1164
X,1548624021,677302,1802
X,1548624022,677882,620
X,1548624022,677974,796
X,1548624023,678344,923
P,1548624023,5119
X,1548624024,678222,653
X,1548624024,677859,1170
X,1548624025,678096,705
X,1548624025,678107,914
X,1548624026,678202,540
X,1548624026,677893,1344
X,1548624027,678050,834
X,1548624028,677580,653
X,1548624028,677352,1548
X,1548624029,677074,890
X,1548624029,676100,700
X,1548624030,675447,778
X,1548624030,677203,15209
X,1548624031,673717,19604
X,1548624031,671422,25973
X,1548624032,675397,13871
X,1548624033,675392,1718
X,1548624033,674487,1752
X,1548624034,673553,4414
X,1548624034,677808,2901
X,1548624035,677525,2199
X,1548624035,677877,922
X,1548624036,678565,1027
X,1548624037,678235,1154
X,1548624037,678141,5460
X,1548624038,677693,2677
X,1548624038,678160,857
X,1548624039,678054,938
X,1548624039,678283,953
X,1548624040,677997,628
X,1548624041,677923,704
X,1548624041,678137,898
A,1548624041,677662,2897
T,1548624041,2744
R,1548624041,700D9B761
X,1548624043,677782,6469
X,1548624044,679682,3547
X,1548624044,679827,4231
X,1548624045,679295,5804
X,1548624045,679974,3241
X,1548624046,680158,947
X,1548624046,680144,1981
X,1548624046,680312,2378
X,1548624047,679146,9277
X,1548624047,679379,18918
X,1548624048,679403,10982
X,1548624048,680021,18581
X,1548624049,679724,12920
X,1548624049,679539,6371
X,1548624050,679479,12885
X,1548624051,680268,1996
X,1548624051,679695,4298
X,1548624052,678343,11333
P,1548624052,5121
X,1548624052,680893,3727
X,1548624053,679597,1772
X,1548624053,679630,3336
X,1548624054,678700,4493
X,1548624055,679203,1440
X,1548624055,679330,1046
X,1548624056,676975,25237
X,1548624056,684612,7631
X,1548624057,685113,1518
X,1548624057,685041,1592
X,1548624058,685140,1376
