H,1549247049,428173
P,1549247049,5121
P,1549247078,5122
P,1549247108,5121
P,1549247138,5122
P,1549247167,5122
P,1549247196,5122
P,1549247226,5114
P,1549247255,5122
P,1549247284,5122
P,1549247313,5121
P,1549247343,5122
P,1549247372,5123
P,1549247402,5120
P,1549247431,5118
P,1549247461,5121
P,1549247490,5124
P,1549247519,5123
P,1549247549,5122
P,1549247578,5122
P,1549247607,5123
P,1549247636,5122
P,1549247666,5122
P,1549247696,5122
P,1549247725,5121
P,1549247755,5121
P,1549247784,5121
P,1549247813,5123
P,1549247842,5122
P,1549247872,5122
P,1549247901,5121
P,1549247930,5122
P,1549247960,5113
P,1549247990,5122
P,1549248019,5122
P,1549248048,5123
P,1549248078,5122
P,1549248107,5122
P,1549248136,5121
P,1549248166,5121
O,1549248169,295894,1650
O,1549248169,296428,1225
O,1549248170,296690,1239
O,1549248170,296593,790
O,1549248171,296877,851
O,1549248171,296931,1739
O,1549248172,296295,939
O,1549248172,296318,1716
O,1549248173,296180,1204
O,1549248173,296217,778
O,1549248174,296043,1354
O,1549248175,295498,848
O,1549248175,296094,901
O,1549248176,296237,1328
O,1549248176,295441,1540
O,1549248177,294475,1201
O,1549248177,295538,1052
O,1549248178,294702,1727
O,1549248179,294288,1585
O,1549248179,293944,3498
O,1549248180,295868,1407
O,1549248180,295678,1172
O,1549248181,296041,873
O,1549248181,295204,640
O,1549248182,295692,1553
O,1549248183,295651,814
O,1549248183,296268,1322
O,1549248184,296284,573
O,1549248184,296360,593
O,1549248185,296242,1154
O,1549248185,294841,1729
O,1549248186,293125,3918
O,1549248187,292698,2517
O,1549248187,292873,3279
O,1549248188,291526,3491
O,1549248188,290363,3106
O,1549248189,293409,2107
O,1549248189,294631,2101
O,1549248190,295025,1409
O,1549248191,294377,1840
O,1549248191,294851,2521
O,1549248192,295189,1187
O,1549248192,295012,1307
O,1549248193,293520,1618
O,1549248193,294572,2240
O,1549248194,293348,3891
O,1549248195,293314,2482
O,1549248195,293261,1824
P,1549248195,5112
O,1549248196,294762,1139
O,1549248196,295012,832
O,1549248197,295715,1635
O,1549248197,295993,824
O,1549248198,296223,673
O,1549248198,296137,1187
O,1549248199,296374,836
O,1549248200,295813,1150
O,1549248200,294804,2809
O,1549248201,294005,2046
O,1549248201,295912,2679
O,1549248202,296479,1626
O,1549248202,296309,1091
O,1549248203,294859,3041
O,1549248204,295101,4435
O,1549248204,294258,3428
O,1549248205,293557,4215
O,1549248205,292125,3325
O,1549248206,294846,5160
O,1549248206,294428,10188
O,1549248207,293094,5302
O,1549248208,294059,4412
O,1549248208,293490,6666
O,1549248209,294427,2651
O,1549248209,289375,11567
O,1549248210,291092,8329
O,1549248210,292062,8517
O,1549248210,293176,5808
O,1549248211,295372,3230
O,1549248211,294789,3790
O,1549248212,294759,1923
O,1549248212,295244,5279
O,1549248213,298373,6295
O,1549248213,293525,3366
O,1549248214,296292,2467
O,1549248215,297657,1550
O,1549248215,297962,3595
O,1549248216,297417,2202
O,1549248216,296553,1613
O,1549248217,296222,1967
O,1549248217,295654,1376
O,1549248218,296422,2578
O,1549248219,297461,2276
O,1549248219,296569,5188
O,1549248220,294160,4359
O,1549248220,295550,2697
O,1549248221,295213,2019
O,1549248221,294068,1946
O,1549248222,292459,2920
O,1549248222,292566,1698
O,1549248223,292577,3071
O,1549248224,291994,3616
O,1549248224,291692,6682
T,1549248224,2710
P,1549248224,5114
P,1549248253,5121
P,1549248284,5119
P,1549248313,5122
P,1549248342,5122
P,1549248372,5122
P,1549248401,5122
P,1549248430,5120
P,1549248459,5124
P,1549248489,5121
P,1549248518,5122
P,1549248547,5121
P,1549248578,5120
P,1549248607,5120
P,1549248636,5120
P,1549248665,5121
P,1549248695,5121
P,1549248724,5122
P,1549248753,5122
P,1549248783,5122
P,1549248812,5120
P,1549248841,5122
P,1549248871,5122
P,1549248901,5122
P,1549248930,5122
P,1549248959,5122
P,1549248989,5122
P,1549249018,5121
P,1549249047,5122
P,1549249076,5122
P,1549249106,5123
P,1549249135,5121
P,1549249165,5122
P,1549249194,5123
P,1549249224,5121
P,1549249253,5120
P,1549249282,5121
P,1549249312,5121
P,1549249341,5123
P,1549249370,5121
P,1549249400,5122
P,1549249430,5122
P,1549249460,5122
P,1549249489,5121
P,1549249519,5122
P,1549249548,5122
P,1549249577,5121
P,1549249606,5122
P,1549249636,5121
P,1549249665,5122
P,1549249694,5122
P,1549249724,5123
P,1549249754,5121
P,1549249783,5121
P,1549249812,5120
P,1549249842,5121
P,1549249871,5122
P,1549249900,5121
P,1549249930,5121
P,1549249959,5120
P,1549249988,5121
