H,1557187414,301756
P,1557187414,5471
P,1557187443,5469
P,1557187472,5469
P,1557187501,5470
P,1557187531,5469
P,1557187560,5470
P,1557187589,5470
P,1557187619,5470
P,1557187648,5471
P,1557187678,5472
P,1557187707,5472
P,1557187737,5471
P,1557187766,5471
P,1557187795,5471
D,1557187805,437504
D,1557187808,438528
D,1557187810,437504
D,1557187812,432384
D,1557187814,438272
D,1557187816,438016
D,1557187819,436224
D,1557187821,440832
D,1557187823,438272
P,1557187825,5470
P,1557187854,5470
D,1557187866,424448
R,1557187867,000000000
X,1557187868,659126,7353
X,1557187869,659703,3203
X,1557187869,659787,2926
X,1557187870,668447,40322
X,1557187870,646185,58794
X,1557187870,653742,29419
X,1557187871,660712,57435
X,1557187871,662193,41388
X,1557187872,662471,10656
X,1557187872,659285,18018
X,1557187873,659759,18489
X,1557187873,661511,16963
X,1557187874,658334,17976
X,1557187875,664769,20015
X,1557187875,661337,33682
X,1557187876,659523,13460
X,1557187876,661456,11454
X,1557187877,661197,10312
X,1557187877,660744,1036
X,1557187878,661405,6828
X,1557187879,656577,25808
X,1557187879,661906,17425
X,1557187880,661804,10975
X,1557187880,660248,7195
X,1557187881,660868,6678
X,1557187881,661252,4895
X,1557187882,661977,15098
X,1557187882,661130,13947
X,1557187883,661705,28417
P,1557187883,5461
X,1557187884,661203,2349
X,1557187884,661154,2883
X,1557187885,661269,1354
X,1557187885,661047,14244
X,1557187886,661482,8502
X,1557187886,661349,1879
X,1557187887,661291,924
X,1557187888,661480,1475
X,1557187888,661376,1520
X,1557187889,661305,2060
X,1557187889,661065,18659
X,1557187890,649187,42507
X,1557187890,336553,3870
X,1557187891,338130,3862
X,1557187892,336705,1007
X,1557187892,336587,338
X,1557187893,336645,280
X,1557187893,336495,123
X,1557187894,336471,111
X,1557187894,336426,109
X,1557187895,336390,141
X,1557187896,336317,123
X,1557187896,336323,75
O,1557187897,336263,147
O,1557187897,336261,106
O,1557187898,336225,85
O,1557187898,336220,88
O,1557187899,336227,76
O,1557187899,336188,73
O,1557187900,336158,63
O,1557187901,336150,102
O,1557187901,336187,71
O,1557187902,336116,154
O,1557187902,336081,181
O,1557187903,336042,112
O,1557187903,336054,134
O,1557187904,335987,198
O,1557187905,335992,122
O,1557187905,335942,72
O,1557187906,335892,120
O,1557187906,335861,161
O,1557187907,335795,223
O,1557187907,335876,238
O,1557187908,335932,152
O,1557187909,335886,177
O,1557187909,335862,187
O,1557187910,335819,162
O,1557187910,335819,205
O,1557187911,335719,187
O,1557187911,335794,148
O,1557187911,335852,152
O,1557187912,335839,115
O,1557187912,335816,163
P,1557187912,5461
O,1557187913,335802,97
O,1557187913,335890,191
O,1557187914,335807,84
O,1557187914,335849,161
O,1557187915,335873,97
O,1557187915,335849,99
O,1557187916,335884,133
O,1557187917,335873,108
O,1557187917,335914,149
O,1557187918,335891,110
O,1557187918,335887,130
O,1557187919,335916,86
O,1557187919,335875,135
O,1557187920,335907,150
O,1557187921,335921,116
O,1557187921,335889,106
O,1557187922,335957,144
O,1557187922,336019,119
O,1557187923,335924,133
O,1557187923,335888,93
O,1557187924,335890,94
O,1557187925,335844,95
O,1557187925,335809,111
O,1557187926,335786,86
O,1557187926,335816,79
O,1557187927,335774,124
O,1557187927,335748,95
O,1557187928,335817,167
O,1557187928,335778,74
O,1557187929,335707,133
O,1557187930,335739,96
O,1557187930,335770,62
O,1557187931,335778,102
O,1557187931,335820,131
O,1557187932,335851,79
O,1557187932,335846,97
O,1557187933,335835,103
O,1557187934,335813,107
O,1557187934,335817,91
O,1557187935,335842,86
O,1557187935,335841,115
O,1557187936,335837,88
O,1557187936,335827,62
O,1557187937,335835,88
O,1557187938,335828,99
O,1557187938,335819,89
O,1557187939,335836,95
O,1557187939,335865,103
O,1557187940,335854,71
O,1557187940,335863,88
O,1557187941,335879,106
O,1557187942,335865,109
O,1557187942,335872,67
P,1557187942,5463
O,1557187943,335867,74
O,1557187943,335825,110
O,1557187944,335838,78
O,1557187944,335846,102
O,1557187945,335844,67
O,1557187945,335819,71
O,1557187946,335813,97
T,1557187946,2750
P,1557187972,5467
P,1557188001,5470
P,1557188031,5469
P,1557188060,5470
P,1557188089,5469
P,1557188118,5469
P,1557188148,5470
P,1557188177,5467
P,1557188206,5470
P,1557188236,5468
P,1557188266,5469
