H,1558990702,301756
P,1558990702,5212
P,1558990731,5213
P,1558990760,5213
P,1558990791,5211
P,1558990820,5213
P,1558990849,5213
P,1558990879,5213
P,1558990908,5212
P,1558990937,5213
P,1558990966,5213
P,1558990996,5211
P,1558991025,5212
P,1558991054,5213
P,1558991084,5213
P,1558991114,5213
P,1558991143,5212
P,1558991172,5213
P,1558991202,5211
P,1558991231,5212
P,1558991260,5214
P,1558991289,5213
P,1558991319,5212
P,1558991348,5213
P,1558991379,5212
P,1558991409,5213
P,1558991438,5212
P,1558991467,5213
P,1558991496,5212
P,1558991526,5212
P,1558991555,5212
P,1558991584,5212
P,1558991614,5211
P,1558991643,5214
P,1558991673,5212
P,1558991702,5213
P,1558991732,5212
P,1558991761,5213
P,1558991790,5212
P,1558991820,5212
P,1558991849,5213
P,1558991878,5213
P,1558991907,5211
D,1558991911,428032
D,1558991914,428800
D,1558991916,426752
D,1558991918,428032
D,1558991920,427520
D,1558991922,428800
D,1558991925,429568
D,1558991927,429824
D,1558991929,410112
P,1558991937,5211
P,1558991967,5213
D,1558991968,413440
D,1558991970,407040
D,1558991973,401152
D,1558991975,411392
D,1558991977,410368
D,1558991979,411392
D,1558991981,410624
D,1558991984,410368
D,1558991986,411904
D,1558991987,394496
P,1558991996,5213
P,1558992026,5214
O,1558992034,325009,2297
O,1558992035,325257,84
O,1558992035,325294,129
O,1558992036,325289,82
O,1558992036,325317,126
O,1558992037,325258,124
O,1558992037,325237,91
O,1558992038,325249,114
O,1558992038,325223,130
O,1558992039,325192,82
O,1558992040,325195,131
O,1558992040,325196,143
O,1558992041,325150,95
O,1558992041,325175,100
O,1558992042,325189,174
O,1558992042,325194,95
O,1558992043,325169,106
O,1558992044,325167,165
O,1558992044,325198,192
O,1558992045,325203,149
O,1558992045,325216,155
O,1558992046,325229,98
O,1558992046,325223,82
O,1558992047,325223,128
O,1558992048,325218,130
O,1558992048,325227,192
O,1558992049,325222,101
O,1558992049,325225,140
O,1558992050,325237,134
O,1558992050,325178,105
O,1558992051,325156,135
O,1558992052,325141,152
O,1558992052,325137,132
O,1558992053,325144,223
O,1558992053,325157,142
O,1558992054,325131,143
O,1558992054,325160,208
P,1558992055,5206
O,1558992055,325142,183
O,1558992055,325113,125
O,1558992056,325144,135
O,1558992057,325125,136
O,1558992057,325152,102
O,1558992058,325161,138
O,1558992058,325172,153
O,1558992059,325142,151
O,1558992059,325135,79
O,1558992060,325145,108
O,1558992061,325116,105
O,1558992061,325104,163
O,1558992062,325096,91
O,1558992062,325108,71
O,1558992063,325099,132
O,1558992063,325112,134
O,1558992064,325084,79
O,1558992065,325056,180
O,1558992065,325098,230
O,1558992066,325098,150
O,1558992066,325099,155
O,1558992067,325092,116
O,1558992067,325077,131
O,1558992068,325083,124
O,1558992068,325075,191
O,1558992069,325066,106
O,1558992069,325086,122
O,1558992069,325079,120
O,1558992070,325090,98
O,1558992070,325058,101
O,1558992071,325091,97
O,1558992071,325104,70
O,1558992072,325086,64
O,1558992073,325091,134
O,1558992073,325104,137
O,1558992074,325080,123
O,1558992074,325089,102
O,1558992075,325071,243
O,1558992075,325012,174
O,1558992076,325082,190
O,1558992077,325070,132
O,1558992077,325055,125
O,1558992078,325055,70
O,1558992078,325060,115
O,1558992079,325066,117
O,1558992079,325081,84
O,1558992080,325062,130
O,1558992081,325069,120
O,1558992081,325048,127
O,1558992082,324998,194
O,1558992082,325032,163
O,1558992083,325071,185
O,1558992083,324987,209
O,1558992084,325014,88
P,1558992084,5207
O,1558992084,325045,169
O,1558992085,325017,242
O,1558992086,325078,211
O,1558992086,325052,254
O,1558992087,325060,142
O,1558992087,325053,136
O,1558992088,325047,140
O,1558992088,324990,153
O,1558992089,325018,91
O,1558992090,324968,97
T,1558992090,2885
P,1558992113,5211
P,1558992143,5213
P,1558992172,5213
P,1558992201,5212
P,1558992231,5213
P,1558992261,5213
P,1558992290,5213
P,1558992319,5213
P,1558992349,5213
P,1558992378,5211
P,1558992407,5211
P,1558992437,5212
P,1558992466,5211
P,1558992495,5213
P,1558992524,5213
P,1558992555,5211
P,1558992584,5213
P,1558992613,5212
P,1558992643,5212
P,1558992672,5210
P,1558992701,5211
P,1558992730,5213
P,1558992760,5211
P,1558992789,5212
P,1558992818,5212
P,1558992848,5205
P,1558992878,5211
P,1558992907,5211
P,1558992936,5211
P,1558992966,5211
P,1558992995,5211
P,1558993024,5213
P,1558993053,5214
P,1558993083,5212
