H,1557795931,301756
R,1557795931,700D9CE41
R,1557795931,700D9CE41
X,1557795933,666704,25643
X,1557795933,668139,17483
X,1557795934,651522,37836
X,1557795934,666806,27564
X,1557795935,676636,11163
X,1557795936,676939,9114
X,1557795936,674769,31887
X,1557795937,676298,5015
X,1557795937,669780,19427
X,1557795938,669819,42381
X,1557795938,677335,38505
X,1557795939,673650,33450
X,1557795940,674764,42989
X,1557795940,673854,24633
X,1557795941,659946,38289
X,1557795941,659698,895
X,1557795942,660414,59570
X,1557795942,646515,54067
X,1557795943,674821,44525
X,1557795943,335780,43022
X,1557795944,314004,26378
X,1557795945,318639,14172
X,1557795945,324404,13856
X,1557795946,325250,10274
X,1557795946,321191,10755
P,1557795946,5323
X,1557795947,320132,11477
X,1557795947,318953,13157
X,1557795948,326312,5831
X,1557795949,324538,6719
X,1557795949,326469,4732
O,1557795950,326017,7378
O,1557795950,327229,2414
O,1557795951,327938,2834
O,1557795951,323794,8973
O,1557795952,326000,8140
O,1557795952,327306,4063
O,1557795952,325439,10773
O,1557795953,320920,8871
O,1557795953,323820,13675
O,1557795954,320401,13425
O,1557795954,311653,16741
O,1557795955,322688,7269
O,1557795955,319510,7678
O,1557795956,317054,8098
O,1557795957,321489,16200
O,1557795957,321010,5490
O,1557795958,320880,7284
O,1557795958,324562,4040
O,1557795959,325965,2954
O,1557795959,326061,1421
O,1557795960,325524,2460
O,1557795961,325268,5865
O,1557795961,323482,5583
O,1557795962,321961,3679
O,1557795962,323749,3913
O,1557795963,324903,8571
O,1557795963,326199,2827
O,1557795964,326876,3058
O,1557795965,328204,2635
O,1557795965,326457,2108
O,1557795966,327522,2052
O,1557795966,322117,7937
O,1557795967,316897,19812
O,1557795967,310544,24316
O,1557795968,317582,11155
O,1557795969,317590,18047
O,1557795969,317438,16727
O,1557795970,320245,14750
O,1557795970,321829,6418
O,1557795971,320986,12510
O,1557795971,321357,11926
O,1557795972,323419,9328
O,1557795972,322622,6816
O,1557795973,323562,6246
O,1557795974,321940,7801
O,1557795974,322611,4908
O,1557795975,321242,8099
O,1557795975,320732,6938
P,1557795976,5323
O,1557795976,320401,5584
O,1557795976,323418,9817
O,1557795977,322130,9428
O,1557795978,324623,8122
O,1557795978,321982,8379
O,1557795979,322562,9274
O,1557795979,324483,11816
O,1557795980,322977,3105
O,1557795980,323481,6973
O,1557795981,322170,7984
O,1557795982,322129,6708
O,1557795982,323705,4215
O,1557795983,324847,5709
O,1557795983,324413,9457
O,1557795984,323344,6101
O,1557795984,322443,7915
O,1557795985,323117,4518
O,1557795986,324475,7940
O,1557795986,323510,6136
O,1557795987,321903,8885
O,1557795987,321479,11649
O,1557795988,326243,5897
O,1557795988,323679,7001
O,1557795989,322902,5423
O,1557795989,326298,1984
O,1557795990,321351,18899
O,1557795991,315686,18146
O,1557795991,319967,7281
O,1557795992,314576,23653
O,1557795992,319484,13522
O,1557795993,320703,6068
O,1557795993,311964,26306
O,1557795993,314284,10564
O,1557795994,318356,12362
O,1557795994,322444,9787
O,1557795995,324537,8310
O,1557795995,322669,5820
O,1557795996,324221,11314
O,1557795996,321875,5451
O,1557795997,321078,11225
O,1557795998,319317,26366
O,1557795998,320462,16942
T,1557795998,2791
P,1557796005,5330
D,1557796015,396288
D,1557796018,480768
D,1557796020,416256
R,1557796020,700D9CE41
X,1557796022,630461,24558
X,1557796022,638829,16741
X,1557796023,640124,17269
X,1557796023,635360,6180
X,1557796024,636678,19344
X,1557796025,638486,21606
X,1557796025,637697,22859
X,1557796026,640912,19475
X,1557796026,639208,27322
X,1557796027,629235,8339
X,1557796027,636231,24626
X,1557796028,637259,9587
X,1557796029,628885,51411
X,1557796029,627467,23958
X,1557796030,619665,50967
X,1557796030,625184,28766
X,1557796031,632097,18393
X,1557796031,631770,24911
X,1557796032,633901,19737
X,1557796032,639343,15437
X,1557796033,639183,16738
X,1557796034,619471,47043
X,1557796034,645382,11218
P,1557796034,5323
X,1557796034,640718,21420
X,1557796034,637518,45291
X,1557796035,619048,56622
X,1557796035,638534,52064
X,1557796036,617470,4948
X,1557796037,626124,22671
X,1557796037,632682,20510
X,1557796038,635597,15722
X,1557796038,645573,34390
X,1557796039,641613,25729
X,1557796039,639122,40823
X,1557796040,641432,39319
X,1557796041,641601,18133
X,1557796041,638448,25618
X,1557796042,634744,16774
X,1557796042,630755,25196
X,1557796043,639536,17375
X,1557796043,643631,14964
