H,1558128982,301756
D,1558128982,495616
D,1558128984,484096
D,1558128986,505600
D,1558128988,483840
D,1558128989,483328
D,1558128992,479488
D,1558128994,470784
P,1558128994,5287
D,1558128996,515328
D,1558128998,485120
D,1558129000,482304
D,1558129003,489984
D,1558129005,483072
D,1558129007,480768
D,1558129009,483328
D,1558129011,482048
D,1558129014,486400
D,1558129016,573440
D,1558129018,477696
D,1558129020,480000
D,1558129022,482048
P,1558129024,5288
D,1558129025,481536
D,1558129027,482816
D,1558129029,481024
D,1558129030,481024
D,1558129032,480000
D,1558129035,483584
D,1558129037,484864
D,1558129039,483840
D,1558129041,481792
D,1558129043,483072
D,1558129046,484096
D,1558129048,481280
D,1558129050,481280
D,1558129052,482560
P,1558129053,5285
D,1558129054,481792
D,1558129057,477184
D,1558129059,485376
D,1558129061,480768
D,1558129063,482560
D,1558129065,482048
D,1558129068,482048
D,1558129070,483840
D,1558129071,483584
D,1558129073,481024
R,1558129073,000000000
X,1558129075,732391,5310
X,1558129076,733176,2796
X,1558129076,733248,3701
X,1558129077,733299,2724
X,1558129077,733246,12727
X,1558129078,733530,2228
X,1558129078,733580,4603
X,1558129079,733511,4133
X,1558129080,733308,2076
X,1558129080,733743,14534
X,1558129081,733837,5873
X,1558129081,733554,3861
X,1558129082,733620,2335
P,1558129082,5280
X,1558129082,733611,3041
X,1558129083,733536,3217
X,1558129084,733405,3790
X,1558129084,733166,33585
X,1558129085,733532,7468
X,1558129085,733486,1911
X,1558129086,733493,3441
X,1558129086,733542,2142
X,1558129087,733563,2726
X,1558129088,733835,3290
X,1558129088,733603,3047
X,1558129089,733659,2611
X,1558129089,733652,25502
X,1558129090,733083,4197
X,1558129090,733502,2969
X,1558129091,733735,1140
X,1558129091,733761,2553
X,1558129092,733603,3413
X,1558129093,734043,4139
X,1558129093,733939,3180
X,1558129094,734216,4242
X,1558129094,732782,10409
X,1558129095,733695,2054
X,1558129095,733717,1953
X,1558129096,733771,3984
X,1558129097,734080,3204
X,1558129097,733619,1996
X,1558129098,734015,3731
X,1558129098,734248,4110
X,1558129099,734067,2468
X,1558129099,733560,3606
X,1558129100,733989,5842
X,1558129101,733908,3112
X,1558129101,733981,3176
X,1558129102,733985,2883
X,1558129102,733658,4726
X,1558129103,733736,3011
X,1558129103,732806,10450
X,1558129104,733671,2457
X,1558129104,733488,4466
X,1558129105,733762,1927
X,1558129106,733588,3298
X,1558129106,733942,3155
X,1558129107,733756,2659
X,1558129107,734037,1999
X,1558129108,733683,3312
X,1558129108,734445,9306
X,1558129109,731721,17768
X,1558129110,733737,3164
X,1558129110,734306,3099
X,1558129111,733499,13818
X,1558129111,733488,2433
X,1558129111,733222,15942
P,1558129111,5277
X,1558129111,734191,16257
X,1558129112,733612,10607
X,1558129113,733474,20150
X,1558129113,733804,10811
X,1558129114,733220,12048
X,1558129114,734035,9662
X,1558129115,733411,4443
X,1558129115,733646,3116
X,1558129116,733500,2797
X,1558129117,733372,2244
X,1558129117,733480,5638
X,1558129118,733502,6121
X,1558129118,733467,20738
X,1558129119,732864,11966
X,1558129119,734126,10066
X,1558129120,733463,45600
X,1558129120,733949,13312
X,1558129121,733609,4823
X,1558129122,733594,4087
X,1558129122,733859,9088
X,1558129123,733546,2936
X,1558129123,734685,14383
X,1558129124,733807,9040
X,1558129124,733693,8336
X,1558129125,733684,2104
X,1558129126,733427,2050
X,1558129126,733547,2545
X,1558129127,733747,2800
X,1558129127,733755,2113
X,1558129128,733365,2699
X,1558129128,733604,1458
X,1558129129,733872,4108
X,1558129130,732569,10834
X,1558129130,733852,3139
X,1558129131,733414,9712
X,1558129131,733510,4013
X,1558129132,733567,2111
X,1558129132,733664,17672
X,1558129133,733693,3306
X,1558129134,733711,1961
X,1558129134,733596,2566
X,1558129135,733717,1669
X,1558129135,733465,1663
X,1558129136,733466,3232
X,1558129136,733472,3746
X,1558129137,733669,2476
X,1558129137,733505,1710
X,1558129138,733742,2173
X,1558129139,733748,1973
X,1558129139,733683,2767
X,1558129140,733663,1938
X,1558129140,733670,3029
X,1558129141,733856,1833
P,1558129141,5281
X,1558129141,733844,2431
X,1558129142,733757,2939
X,1558129143,733362,2773
X,1558129143,733718,2769
X,1558129144,733862,3278
X,1558129144,733112,8434
X,1558129145,733565,4686
X,1558129145,733713,3153
X,1558129146,733791,1544
X,1558129147,733771,1845
X,1558129147,733694,2291
X,1558129148,733531,2253
X,1558129148,734304,19595
X,1558129149,732948,54444
X,1558129149,734504,13224
X,1558129150,734018,8942
X,1558129150,733485,4669
