H,1558305201,301756
D,1558305201,473088
D,1558305203,473856
P,1558305204,5226
D,1558305205,473344
D,1558305207,473856
D,1558305209,474624
D,1558305211,475648
D,1558305213,472320
D,1558305216,473856
D,1558305218,473088
D,1558305220,473600
D,1558305222,474624
D,1558305224,474112
R,1558305225,000000000
X,1558305226,725418,5794
X,1558305227,725775,8097
X,1558305227,726205,13692
X,1558305228,726321,9692
X,1558305228,726044,5160
X,1558305229,725965,2402
X,1558305230,725736,1946
X,1558305230,725808,2650
X,1558305231,725961,2405
X,1558305231,726069,3084
X,1558305232,726046,2448
X,1558305232,725562,5369
X,1558305233,726364,5206
P,1558305233,5242
X,1558305234,725513,8315
X,1558305234,725449,9226
X,1558305235,725538,1661
X,1558305235,725857,4391
X,1558305236,725860,3544
X,1558305236,725638,1460
X,1558305237,725637,6073
X,1558305238,725488,2299
X,1558305238,725372,2523
X,1558305239,725454,1967
X,1558305239,725500,2443
X,1558305240,725473,4389
X,1558305240,725246,2473
X,1558305241,725701,12716
X,1558305241,725316,3200
X,1558305242,725319,1850
X,1558305243,725390,2429
X,1558305243,725314,2357
X,1558305244,725237,3004
X,1558305244,725103,1855
X,1558305245,725249,1743
X,1558305245,725476,2364
X,1558305245,725301,4938
X,1558305246,725371,1507
X,1558305246,725316,1939
X,1558305247,725102,1419
X,1558305247,725206,1843
X,1558305248,724736,21489
X,1558305248,725050,13143
X,1558305249,724991,3330
X,1558305250,725092,1897
X,1558305250,725150,1934
X,1558305251,725283,3069
X,1558305251,725135,2251
X,1558305252,725008,1894
X,1558305252,725111,2045
X,1558305253,724949,2186
X,1558305254,724996,1738
X,1558305254,724946,1644
X,1558305255,724828,2225
X,1558305255,724932,2167
X,1558305256,724860,2305
X,1558305256,724793,2352
X,1558305257,724933,2618
X,1558305257,724918,2772
X,1558305258,724844,1497
X,1558305259,724800,1244
X,1558305259,725198,6264
X,1558305260,724111,5218
X,1558305260,723894,6024
X,1558305261,724551,2031
X,1558305261,725075,2845
X,1558305262,724275,2714
P,1558305262,5245
X,1558305263,724492,2280
X,1558305263,724705,2796
X,1558305264,724570,2384
X,1558305264,724594,2057
X,1558305265,724585,2182
X,1558305265,724398,7202
X,1558305266,724397,2529
X,1558305267,724391,2583
X,1558305267,724150,2902
X,1558305268,724525,2692
X,1558305268,724450,2720
X,1558305269,724390,1911
X,1558305269,724364,5205
X,1558305270,724329,2093
X,1558305270,724560,1469
X,1558305271,724367,2042
X,1558305272,724461,2454
X,1558305272,724544,1989
X,1558305273,724469,2014
X,1558305273,724433,2189
X,1558305274,724448,2018
X,1558305274,724507,2421
X,1558305275,724443,1806
X,1558305276,724446,1578
X,1558305276,724406,1488
X,1558305277,724448,2100
X,1558305277,724473,1709
X,1558305278,724338,2016
X,1558305278,724189,2182
X,1558305279,724335,1597
X,1558305280,724300,1479
X,1558305280,724225,2151
X,1558305281,724316,2061
X,1558305281,724205,2827
X,1558305282,724253,2521
X,1558305282,724192,1358
X,1558305283,724191,733
X,1558305284,724861,5047
X,1558305284,723796,9721
X,1558305285,724465,1099
X,1558305285,724417,1581
X,1558305286,724394,2104
X,1558305286,724131,1381
X,1558305286,724281,2700
X,1558305286,724135,1963
X,1558305287,724214,2655
X,1558305288,723883,5972
X,1558305288,724053,3553
X,1558305289,724080,5546
X,1558305289,723689,4624
X,1558305290,723841,5665
X,1558305290,724091,2158
X,1558305291,724088,1039
P,1558305291,5245
X,1558305292,724018,1804
X,1558305292,724240,2617
X,1558305293,724297,2142
X,1558305293,724126,1915
X,1558305294,724258,2042
X,1558305294,724211,6600
X,1558305295,723610,8132
X,1558305296,724159,1232
X,1558305296,724148,4086
X,1558305297,724155,1335
X,1558305297,724177,1312
X,1558305298,724160,2337
X,1558305298,724101,1286
X,1558305299,724161,1830
X,1558305300,724162,1861
X,1558305300,724039,1815
X,1558305301,724121,2012
X,1558305301,724176,1518
X,1558305302,724062,2982
X,1558305302,724176,1446
X,1558305303,723940,3027
X,1558305303,724144,1520
X,1558305304,724203,2178
X,1558305305,724171,1947
X,1558305305,724096,2436
X,1558305306,724001,1398
X,1558305306,723931,8813
X,1558305307,724019,2379
X,1558305307,723957,2567
X,1558305308,723979,1624
X,1558305309,724018,2686
X,1558305309,724090,1077
X,1558305310,723882,1739
X,1558305310,723846,2180
X,1558305311,723901,1422
X,1558305311,724005,1318
X,1558305312,723853,945
X,1558305313,724098,861
X,1558305313,724006,2308
