H,1556845983,301756
T,1556845983,2808
R,1556845983,700D9CE41
X,1556845984,657647,2024
X,1556845985,657507,1890
X,1556845986,657400,1296
P,1556845986,5606
X,1556845986,657174,1397
X,1556845987,657354,1795
X,1556845987,657064,1784
X,1556845988,656729,1532
X,1556845988,657005,958
X,1556845989,657064,912
X,1556845990,656994,1389
X,1556845990,656994,1952
X,1556845991,656710,1498
X,1556845991,656877,1376
X,1556845992,656437,1842
X,1556845992,656055,1767
X,1556845993,656077,1414
X,1556845994,656454,1350
X,1556845994,656615,1321
X,1556845995,656439,1819
X,1556845995,656340,1840
X,1556845996,656156,2359
X,1556845996,655767,1606
X,1556845997,655987,1512
X,1556845997,655995,1435
X,1556845998,655801,1696
X,1556845999,655586,1768
X,1556845999,655289,1908
X,1556846000,655167,1913
X,1556846000,655266,1490
X,1556846001,655381,1769
X,1556846001,655267,2254
X,1556846002,655264,1812
X,1556846003,655192,1412
X,1556846003,655274,2016
X,1556846004,655462,1041
X,1556846004,655323,3209
X,1556846005,655540,1916
X,1556846005,655045,1766
X,1556846006,655114,1577
X,1556846007,654993,1496
X,1556846007,654890,1713
X,1556846008,655253,1322
X,1556846008,654824,1310
X,1556846009,655036,1989
X,1556846009,655248,1670
X,1556846010,655122,1213
X,1556846011,655013,1179
X,1556846011,655100,1010
X,1556846012,655197,1270
X,1556846012,655405,5635
X,1556846013,654869,2901
X,1556846013,655055,1784
X,1556846013,655156,1770
X,1556846013,655378,840
X,1556846014,655439,1138
X,1556846015,655240,1628
P,1556846015,5605
X,1556846015,655021,1040
X,1556846016,654892,1272
X,1556846016,655066,1447
X,1556846017,654903,1228
X,1556846017,654852,1328
X,1556846018,654731,1398
X,1556846019,654905,1262
X,1556846019,655010,1639
X,1556846020,654882,1359
X,1556846020,654828,1587
X,1556846021,654879,898
X,1556846021,654818,4143
X,1556846022,654712,2736
X,1556846023,654780,1541
X,1556846023,654648,916
X,1556846024,654574,1152
X,1556846024,654748,1346
X,1556846025,654682,1233
X,1556846025,654653,1197
X,1556846026,654602,1125
X,1556846026,654755,1306
X,1556846027,654710,1359
X,1556846028,654692,1379
X,1556846028,654653,1292
X,1556846029,654731,1463
X,1556846029,654062,2380
X,1556846030,654352,1449
X,1556846030,654123,1741
X,1556846031,654129,1526
X,1556846032,654049,1440
X,1556846032,654095,3317
X,1556846033,654353,2434
X,1556846033,654502,1234
X,1556846034,654397,1646
X,1556846034,654313,1068
X,1556846035,654456,1208
X,1556846036,654405,1560
X,1556846036,654451,1624
X,1556846037,654281,1175
X,1556846037,654197,1280
X,1556846038,654078,933
X,1556846038,654248,1143
X,1556846039,654343,1123
X,1556846040,654358,1301
X,1556846040,654285,1160
X,1556846041,654177,935
X,1556846041,654069,773
X,1556846042,653879,1421
X,1556846042,653799,1184
X,1556846043,653918,1154
X,1556846043,653837,1673
X,1556846044,653614,2686
X,1556846045,653798,1231
P,1556846045,5604
X,1556846045,653762,1251
X,1556846046,653825,1268
X,1556846046,653875,1196
X,1556846047,654019,1326
X,1556846047,653967,1028
X,1556846048,654026,1382
X,1556846049,653957,3905
X,1556846049,654072,1148
X,1556846050,653920,1633
X,1556846050,653818,1562
X,1556846051,653872,1135
X,1556846051,654053,1138
X,1556846052,653966,786
X,1556846053,654020,1040
X,1556846053,654023,1407
X,1556846054,654135,788
X,1556846054,654193,1094
X,1556846054,653924,825
X,1556846054,654001,1092
X,1556846055,653695,1285
X,1556846056,653489,823
X,1556846056,653402,1126
X,1556846057,653257,1171
X,1556846057,653376,2207
X,1556846058,653177,1536
X,1556846058,653122,1671
X,1556846059,653161,1250
X,1556846059,653059,778
X,1556846060,652765,1343
X,1556846061,652715,1284
X,1556846061,653097,1476
X,1556846062,653127,1312
X,1556846062,652831,1480
X,1556846063,652667,1782
X,1556846063,652534,1403
X,1556846064,652440,1805
X,1556846065,652396,1173
X,1556846065,652341,1235
X,1556846066,652439,1397
X,1556846066,652494,1559
X,1556846067,652508,1813
X,1556846067,652712,1080
X,1556846068,652612,1341
X,1556846069,652745,1067
X,1556846069,652891,1423
X,1556846070,652756,1208
X,1556846070,652658,2831
X,1556846071,652500,1096
X,1556846071,652009,1303
X,1556846072,651919,1238
X,1556846072,652134,1388
X,1556846073,652086,948
X,1556846074,652200,1150
P,1556846074,5604
X,1556846074,652188,948
X,1556846075,652420,1247
X,1556846075,652409,977
