H,1558829253,301756
U,1558829253,0
X,1558829254,646265,1042
X,1558829255,646249,1333
X,1558829256,646215,1506
X,1558829256,646217,1119
X,1558829257,646300,1101
X,1558829257,646337,1172
X,1558829258,646403,795
X,1558829258,646452,1438
X,1558829259,646666,1200
X,1558829260,646552,1348
X,1558829260,646650,1175
X,1558829261,646697,836
X,1558829261,646615,1205
X,1558829262,646527,798
X,1558829262,646594,1156
X,1558829263,646432,1105
X,1558829264,646586,825
X,1558829264,646623,1324
X,1558829264,646701,1747
X,1558829264,646627,1388
X,1558829265,646748,1109
X,1558829265,646691,1182
X,1558829266,647077,4725
X,1558829266,646318,6399
X,1558829267,646546,1265
X,1558829268,646529,1355
X,1558829268,646611,958
X,1558829269,646720,1285
X,1558829269,646768,787
X,1558829270,646538,1154
X,1558829270,646696,895
X,1558829271,646280,1272
X,1558829272,646526,1367
X,1558829272,646127,1524
X,1558829273,646052,1255
X,1558829273,646662,1081
X,1558829274,646672,744
X,1558829274,646532,909
X,1558829275,646278,2898
X,1558829276,646128,1763
X,1558829276,646398,1336
X,1558829277,646602,1350
P,1558829277,5183
X,1558829277,646755,795
X,1558829278,646408,1085
X,1558829278,646449,1174
X,1558829279,646379,1116
X,1558829280,646591,5389
X,1558829280,646458,1090
X,1558829281,646414,1011
X,1558829281,646303,1123
X,1558829282,646543,816
X,1558829282,646176,839
X,1558829283,646293,871
X,1558829283,646111,917
X,1558829284,646156,1301
X,1558829285,646203,1163
X,1558829285,646153,624
X,1558829286,646182,622
X,1558829286,646204,1045
X,1558829287,646050,10836
X,1558829287,646061,2096
X,1558829288,646173,1094
X,1558829289,646260,959
X,1558829289,646439,927
X,1558829290,646486,1163
X,1558829290,646597,1265
X,1558829291,646283,1522
X,1558829291,646173,1428
X,1558829292,646487,1114
X,1558829293,646567,960
X,1558829293,646780,1036
X,1558829294,646336,1155
X,1558829294,646515,1303
X,1558829295,646216,1010
X,1558829295,646512,1289
X,1558829296,646236,1297
X,1558829296,646153,872
A,1558829296,646456,657
T,1558829297,2847
U,1558829297,0
X,1558829298,646395,931
X,1558829299,646599,1430
X,1558829300,646579,870
X,1558829300,646508,2329
X,1558829301,646133,1514
X,1558829301,646237,1670
X,1558829302,646165,1035
X,1558829302,646306,1433
X,1558829303,646335,1493
X,1558829304,646226,1358
X,1558829304,646384,1291
X,1558829305,646226,1347
X,1558829305,646272,1029
X,1558829305,646395,1738
X,1558829305,646241,1189
X,1558829306,646050,1210
P,1558829306,5185
X,1558829306,645991,1209
X,1558829307,646056,1176
X,1558829308,645799,1144
X,1558829308,645947,598
X,1558829309,646049,2111
X,1558829309,646095,53784
X,1558829310,646112,7986
X,1558829310,646127,3797
X,1558829311,646148,1843
X,1558829312,646194,1136
X,1558829312,646006,1033
X,1558829313,646083,1057
X,1558829313,645874,1319
X,1558829314,645934,1226
X,1558829314,645959,1282
X,1558829315,645816,6834
X,1558829316,645990,1144
X,1558829316,645960,1094
X,1558829317,646014,1304
X,1558829317,646132,1423
X,1558829318,645908,860
X,1558829318,645933,1164
X,1558829319,645790,484
X,1558829320,645515,1778
X,1558829320,645121,1260
X,1558829321,645328,1428
X,1558829321,645389,1601
X,1558829322,645059,1135
X,1558829322,645143,1271
X,1558829323,644941,1128
X,1558829323,646033,1026
X,1558829324,645583,1548
X,1558829325,645024,1616
X,1558829325,645601,1476
X,1558829326,645374,1029
X,1558829326,645049,657
X,1558829327,645292,1390
X,1558829327,645512,1524
X,1558829328,645557,880
X,1558829329,645885,1387
X,1558829329,645996,976
X,1558829330,645992,1045
X,1558829330,645874,1046
X,1558829331,645899,1120
X,1558829331,645809,965
X,1558829332,646085,755
X,1558829333,646045,1007
X,1558829333,646252,1161
X,1558829334,646141,908
X,1558829334,646136,1211
X,1558829335,646149,1196
X,1558829335,645734,18633
X,1558829336,645865,13461
P,1558829336,5184
X,1558829336,646108,1955
X,1558829337,646012,1500
X,1558829338,646022,1056
X,1558829338,646145,1142
X,1558829339,646003,1386
X,1558829339,645350,14117
X,1558829340,646829,8150
X,1558829340,646122,1799
X,1558829341,646285,1486
X,1558829342,646218,1071
X,1558829342,646179,1134
X,1558829343,646136,961
X,1558829343,646242,4138
X,1558829344,646308,2433
X,1558829344,646184,1240
X,1558829345,646218,1376
X,1558829346,646139,1166
X,1558829346,646203,1234
X,1558829346,646273,1281
