H,1557521209,301756
R,1557521209,700D9CE41
R,1557521209,700D9CE41
X,1557521211,667385,8678
X,1557521212,667404,4058
X,1557521212,667719,3763
X,1557521213,667738,4133
X,1557521213,667797,2256
X,1557521214,667676,13575
X,1557521214,668692,12861
X,1557521215,667665,5933
X,1557521216,667718,2634
X,1557521216,668312,28609
X,1557521217,665949,20211
X,1557521217,667354,3004
X,1557521218,667947,3223
X,1557521218,667902,2015
X,1557521219,667742,2458
X,1557521220,668016,2949
X,1557521220,668061,2638
X,1557521221,668245,15197
X,1557521221,667897,9814
X,1557521222,667979,26658
X,1557521222,667818,2609
X,1557521223,667850,2234
X,1557521223,667967,2078
X,1557521224,667863,24914
X,1557521225,667408,4355
X,1557521225,667958,2615
X,1557521226,667848,2959
P,1557521226,5386
X,1557521226,668067,2577
X,1557521227,667589,4818
X,1557521227,669665,21906
X,1557521228,668120,2282
X,1557521228,668960,8998
X,1557521228,667634,3002
X,1557521229,668192,2060
X,1557521229,668242,1960
X,1557521230,668055,21569
X,1557521230,667980,2061
X,1557521231,668063,2398
X,1557521232,668112,1650
X,1557521232,668052,2496
X,1557521233,668020,2609
X,1557521233,668128,2626
X,1557521234,668002,2030
X,1557521234,667565,7912
X,1557521235,668028,5261
X,1557521236,668499,5936
X,1557521236,668102,4867
X,1557521237,666574,16925
X,1557521237,668100,2470
X,1557521238,668068,2498
X,1557521238,668045,2152
X,1557521239,668006,1789
X,1557521239,667998,11997
X,1557521240,668120,2269
X,1557521241,667974,1759
X,1557521241,667832,2080
X,1557521242,668078,2074
X,1557521242,668000,2354
X,1557521243,667963,2119
X,1557521243,667917,2071
X,1557521244,667891,1622
X,1557521245,668023,2027
X,1557521245,668041,1908
X,1557521246,668041,1818
X,1557521246,668131,2168
X,1557521247,668174,2033
X,1557521247,668295,1992
X,1557521248,668392,1835
X,1557521249,668163,3082
X,1557521249,668230,2437
X,1557521250,668094,16059
X,1557521250,668430,12351
X,1557521251,668317,1907
X,1557521251,668125,2929
X,1557521252,668318,2411
X,1557521253,668177,23233
X,1557521253,668532,11787
X,1557521254,668218,2488
X,1557521254,668206,2197
X,1557521255,668454,2186
P,1557521255,5387
X,1557521255,668339,1530
X,1557521256,668348,1846
X,1557521256,668138,2172
X,1557521257,668473,7627
X,1557521258,668087,2356
X,1557521258,668096,2323
X,1557521259,668329,2427
X,1557521259,668383,2142
X,1557521260,668299,2730
X,1557521260,668225,2188
X,1557521261,668442,2473
X,1557521262,668334,2111
X,1557521262,668234,2068
X,1557521263,668294,2180
X,1557521263,668526,2005
X,1557521264,668495,2221
X,1557521264,668383,1678
X,1557521265,668429,1930
X,1557521266,668444,2861
X,1557521266,668409,1876
X,1557521267,668361,2134
X,1557521267,668538,2053
X,1557521268,668466,2014
X,1557521268,668456,2098
X,1557521269,668578,1853
X,1557521269,668325,2107
X,1557521269,668680,2092
X,1557521270,668616,2040
X,1557521270,668834,1647
X,1557521271,668174,5176
X,1557521271,666554,27899
X,1557521272,670581,26121
X,1557521272,667534,59787
X,1557521273,669110,11627
X,1557521274,669153,11192
X,1557521274,669094,4148
X,1557521275,669402,2480
X,1557521275,669354,2769
X,1557521276,669156,2455
X,1557521276,668974,2769
X,1557521277,670344,11629
X,1557521278,666907,18063
X,1557521278,668683,2723
X,1557521279,669133,3504
X,1557521279,669067,3058
X,1557521280,669059,2734
X,1557521280,668920,2824
X,1557521281,668998,5871
X,1557521282,668957,5274
X,1557521282,668927,2130
X,1557521283,668666,2212
X,1557521283,668364,5923
X,1557521284,668756,3083
P,1557521284,5385
X,1557521284,668786,2917
X,1557521285,668732,3138
X,1557521285,668912,3027
X,1557521286,668790,2334
X,1557521287,668829,2285
X,1557521287,668755,2238
X,1557521288,668975,2277
X,1557521288,668834,2557
X,1557521289,668749,2234
X,1557521289,668977,2660
X,1557521290,668928,2712
X,1557521291,668831,1533
X,1557521291,668770,2702
X,1557521292,668765,6735
X,1557521292,669009,1983
X,1557521293,668938,3079
X,1557521293,668774,2655
X,1557521294,668807,1797
X,1557521295,668889,2749
X,1557521295,668760,8258
X,1557521296,668627,2983
X,1557521296,668741,2456
X,1557521297,668849,1660
X,1557521297,668844,2531
X,1557521298,668945,2437
X,1557521299,668773,1974
X,1557521299,668789,2029
X,1557521300,668828,3007
X,1557521300,668759,2756
X,1557521301,668891,1832
X,1557521301,669417,6709
X,1557521302,667136,18797
