H,1559527971,312504
D,1559527971,452608
P,1559527972,5159
D,1559527974,449536
D,1559527976,442880
D,1559527978,445696
D,1559527980,449792
D,1559527982,457984
D,1559527985,448512
D,1559527987,438272
D,1559527989,443904
D,1559527991,451328
D,1559527993,453376
D,1559527996,469248
D,1559527998,458752
D,1559528000,451328
D,1559528002,452608
P,1559528002,5050
D,1559528004,451328
D,1559528006,451840
D,1559528008,451072
D,1559528010,450816
D,1559528012,451840
D,1559528014,453120
D,1559528017,451584
D,1559528019,451840
R,1559528019,000000000
X,1559528021,687258,5271
X,1559528021,688224,13839
X,1559528022,687870,3359
X,1559528022,687959,2483
X,1559528023,688035,2407
X,1559528023,687705,2024
X,1559528024,687629,3473
X,1559528025,687862,2701
X,1559528025,687546,2413
X,1559528026,687835,10609
X,1559528026,687981,5764
X,1559528027,688299,9776
X,1559528027,687961,22661
X,1559528028,688669,23698
X,1559528029,687190,49298
X,1559528029,687801,45679
X,1559528030,687721,49074
X,1559528030,685571,46505
X,1559528031,688984,26892
X,1559528031,687665,37485
P,1559528031,5152
X,1559528032,688082,23645
X,1559528032,686857,11730
X,1559528033,689738,37453
X,1559528034,687292,2777
X,1559528034,688625,59205
X,1559528035,691443,9704
X,1559528035,686536,14030
X,1559528036,688165,9888
X,1559528036,686918,2500
X,1559528037,687166,2571
X,1559528038,687248,2235
X,1559528038,687434,2607
X,1559528039,687268,2407
X,1559528039,687430,3035
X,1559528040,687173,2260
X,1559528040,687317,3326
X,1559528041,687152,2468
X,1559528042,687650,5222
X,1559528042,686605,2057
X,1559528043,683660,8007
X,1559528043,682222,57334
X,1559528044,689007,38003
X,1559528044,683456,56710
X,1559528045,686204,10051
X,1559528046,687354,22261
X,1559528046,687097,5288
X,1559528046,687644,4363
X,1559528046,687916,2620
X,1559528047,688223,5958
X,1559528047,688110,2714
X,1559528048,687721,2447
X,1559528048,687516,3627
X,1559528049,687375,3485
X,1559528050,687461,2214
X,1559528050,687084,3532
X,1559528051,687595,16808
X,1559528051,687265,2913
X,1559528052,687016,2763
X,1559528052,687380,3101
X,1559528053,687777,2676
X,1559528054,687161,8813
X,1559528054,688452,11324
X,1559528055,687936,3365
X,1559528055,687956,15732
X,1559528056,687597,7124
X,1559528056,687351,2583
X,1559528057,687366,3786
X,1559528058,687389,37769
X,1559528058,686742,4302
X,1559528059,687529,21039
X,1559528059,686298,21370
X,1559528060,671493,61412
X,1559528060,342230,12027
P,1559528061,5150
X,1559528061,343100,6868
X,1559528061,341605,1950
X,1559528062,341513,1284
X,1559528063,341351,702
X,1559528063,341453,493
X,1559528064,341295,494
X,1559528064,341339,477
X,1559528065,341124,925
X,1559528065,341198,308
X,1559528066,340915,606
O,1559528067,340881,333
O,1559528067,340951,514
O,1559528068,340947,485
O,1559528068,340798,664
O,1559528069,341118,911
O,1559528069,341030,446
O,1559528070,341369,293
O,1559528071,341025,326
O,1559528071,341022,413
O,1559528072,341205,220
O,1559528072,341151,259
O,1559528073,341315,295
O,1559528073,341249,349
O,1559528074,341077,377
O,1559528075,340902,921
O,1559528075,340864,571
O,1559528076,340901,588
O,1559528076,340843,188
O,1559528077,340917,334
O,1559528077,340820,526
O,1559528078,340803,502
O,1559528078,341084,145
O,1559528079,341067,215
O,1559528080,341235,557
O,1559528080,341371,526
O,1559528081,341046,680
O,1559528081,341107,359
O,1559528082,341190,333
O,1559528082,341128,229
O,1559528083,341161,190
O,1559528084,341031,333
O,1559528084,341029,367
O,1559528085,341093,580
O,1559528085,341111,433
O,1559528086,341055,251
O,1559528086,341043,513
O,1559528087,340965,337
O,1559528087,341033,375
O,1559528087,341133,298
O,1559528088,341143,468
O,1559528088,341114,278
O,1559528089,341263,315
O,1559528089,340925,259
P,1559528090,5150
O,1559528090,341174,296
O,1559528091,341186,446
O,1559528091,341506,284
O,1559528092,341425,612
O,1559528092,340674,731
O,1559528093,340688,370
O,1559528093,341131,500
O,1559528094,340925,604
O,1559528094,341167,230
O,1559528095,341154,404
O,1559528096,341561,541
O,1559528096,341032,810
O,1559528097,341067,678
O,1559528097,341221,762
O,1559528098,340763,247
O,1559528098,340815,254
O,1559528099,341073,268
O,1559528100,340947,499
O,1559528100,340948,672
O,1559528101,340935,183
O,1559528101,340443,385
O,1559528102,340523,780
O,1559528102,340754,234
O,1559528103,340712,230
O,1559528104,340527,166
