H,1558573281,301756
P,1558573281,5233
P,1558573311,5232
P,1558573340,5235
P,1558573369,5232
P,1558573399,5234
P,1558573428,5232
P,1558573457,5233
P,1558573487,5234
P,1558573516,5233
D,1558573534,433408
D,1558573536,446464
R,1558573536,000000000
X,1558573538,674809,8974
X,1558573539,675283,5486
X,1558573539,678994,28683
X,1558573540,671661,17389
X,1558573540,674409,4202
X,1558573541,674668,4808
X,1558573541,673080,4603
X,1558573542,676811,25455
X,1558573543,669292,23398
X,1558573543,670614,27952
X,1558573544,671494,4679
X,1558573544,669721,4200
X,1558573545,660384,20070
P,1558573545,5225
X,1558573545,667362,4735
X,1558573546,668806,2653
X,1558573547,668996,47059
X,1558573547,701457,2740
X,1558573548,700198,3662
X,1558573548,700774,2228
X,1558573549,701028,3567
X,1558573549,701049,4345
X,1558573550,700799,2990
X,1558573551,700912,3450
X,1558573551,700572,3172
X,1558573552,699956,3634
X,1558573552,699752,3629
X,1558573553,699982,5344
X,1558573553,699832,3182
X,1558573554,700491,2839
X,1558573554,700195,2338
X,1558573555,699800,2416
X,1558573556,699832,3723
X,1558573556,699873,6743
X,1558573557,700413,5098
X,1558573557,700329,3507
X,1558573558,699746,2751
X,1558573558,699952,3314
X,1558573559,700116,4014
X,1558573560,700204,3833
X,1558573560,700008,2436
X,1558573561,700002,2314
X,1558573561,700230,2925
X,1558573562,699939,4395
X,1558573562,699712,3304
X,1558573563,699979,3547
X,1558573564,700054,2971
X,1558573564,699654,3551
X,1558573565,699888,2871
X,1558573565,700045,2908
X,1558573566,699911,3347
X,1558573566,700113,3253
X,1558573567,699579,2631
X,1558573568,699999,2871
X,1558573568,699791,3977
X,1558573569,699368,4367
X,1558573569,699708,2739
X,1558573570,699237,2619
X,1558573570,699574,3575
X,1558573571,699428,3370
X,1558573571,699186,3089
X,1558573571,699718,2818
X,1558573572,699297,2815
X,1558573572,699639,1767
X,1558573573,699279,2712
X,1558573573,699979,3184
X,1558573574,699372,1823
X,1558573574,699570,2115
P,1558573574,5225
X,1558573575,699306,2525
X,1558573576,699513,2272
X,1558573576,699603,2313
X,1558573577,699263,2954
X,1558573577,699212,2339
X,1558573578,699587,1750
X,1558573578,699488,2202
X,1558573579,699590,1848
X,1558573580,699067,2043
X,1558573580,699018,3389
X,1558573581,699510,2503
X,1558573581,698871,1892
X,1558573582,699029,2501
X,1558573582,699486,3618
X,1558573583,698570,3791
X,1558573583,699173,2799
X,1558573584,698705,14933
X,1558573585,697596,29316
X,1558573585,700365,61374
X,1558573586,699870,27010
X,1558573586,700290,15050
X,1558573587,699672,10845
X,1558573587,699478,23991
X,1558573588,699218,4719
X,1558573589,699495,2862
X,1558573589,699486,3476
X,1558573590,699760,1973
X,1558573590,699761,1541
X,1558573591,700150,1913
X,1558573591,699772,1666
X,1558573592,699936,1984
X,1558573593,699801,2135
X,1558573593,700085,1644
X,1558573594,699552,2069
X,1558573594,699832,1137
X,1558573595,699725,1023
X,1558573595,699927,1256
X,1558573596,699769,1903
X,1558573597,699868,3186
X,1558573597,699694,1626
X,1558573598,699952,1987
X,1558573598,699875,1023
X,1558573599,700280,1585
X,1558573599,700152,1341
X,1558573600,699591,1990
X,1558573600,699880,1718
X,1558573601,699924,2084
X,1558573602,700082,2296
X,1558573602,699937,2168
X,1558573603,699902,12746
X,1558573603,698852,3084
X,1558573604,699550,4866
X,1558573604,699439,5952
P,1558573605,5224
X,1558573605,698916,1759
X,1558573606,698214,13129
X,1558573606,699524,4265
X,1558573607,699558,3371
X,1558573607,699516,1590
X,1558573608,699707,2258
X,1558573608,699515,1653
X,1558573609,699820,2176
X,1558573610,699893,1653
X,1558573610,699398,2174
X,1558573611,699763,1365
X,1558573611,699813,1081
X,1558573612,699631,1640
X,1558573612,699372,1346
X,1558573612,699683,4027
X,1558573613,699191,1961
X,1558573613,699557,1430
X,1558573614,699589,1177
X,1558573614,699568,1820
X,1558573615,699228,1434
X,1558573615,699346,1703
X,1558573616,699597,2422
X,1558573616,699893,1807
X,1558573617,699356,2200
X,1558573618,699363,9382
X,1558573618,699826,3369
X,1558573619,699324,2741
X,1558573619,699559,1766
X,1558573620,699452,1786
X,1558573620,699181,1251
X,1558573621,699606,20907
X,1558573622,699229,5428
X,1558573622,699096,20628
X,1558573623,699136,2809
X,1558573623,699017,2031
X,1558573624,699555,1528
X,1558573624,699401,1680
X,1558573625,699447,7828
X,1558573626,700081,7960
X,1558573626,699711,2928
