H,1559081547,301756
D,1559081547,400384
D,1559081549,400640
D,1559081551,401152
R,1559081551,000000000
X,1559081552,611616,5287
X,1559081553,612312,445
X,1559081553,612267,2547
X,1559081554,612184,1482
X,1559081554,612183,1567
X,1559081555,612232,2125
X,1559081555,612085,1320
X,1559081556,612062,1797
X,1559081557,612031,1067
X,1559081557,612034,1852
X,1559081558,612100,1659
X,1559081558,612157,1338
X,1559081559,612351,1655
X,1559081559,612295,878
X,1559081560,612299,1004
X,1559081561,612425,2301
X,1559081561,612453,1863
X,1559081562,612421,1034
X,1559081562,612430,751
X,1559081563,612323,1609
X,1559081563,612480,1410
X,1559081564,612487,904
X,1559081564,612507,1965
X,1559081565,612399,1184
X,1559081566,612465,1487
X,1559081566,612483,1211
X,1559081567,612079,896
X,1559081567,612196,987
X,1559081568,612413,1918
X,1559081568,612151,5947
X,1559081569,612237,3079
X,1559081570,612041,1771
X,1559081570,611859,1672
P,1559081570,5179
X,1559081571,611901,2060
X,1559081571,611627,6248
X,1559081572,612206,2365
X,1559081572,612188,1506
X,1559081573,612074,940
X,1559081574,612014,1894
X,1559081574,612194,770
X,1559081575,612195,910
X,1559081575,612234,1968
X,1559081576,612139,2221
X,1559081576,611992,2191
X,1559081577,612110,979
X,1559081578,612295,947
X,1559081578,612320,1217
X,1559081579,612292,613
X,1559081579,612338,871
X,1559081580,612154,1367
X,1559081580,612243,1588
X,1559081581,612229,1475
X,1559081581,612213,1301
X,1559081582,612227,1366
X,1559081583,612253,2438
X,1559081583,612655,2360
X,1559081584,611570,21596
X,1559081584,610977,54500
X,1559081585,612681,3135
X,1559081585,612507,1373
X,1559081586,612380,8366
X,1559081587,612498,958
X,1559081587,612602,982
X,1559081588,612655,1540
X,1559081588,612520,1431
X,1559081589,612351,2230
X,1559081589,612396,1866
X,1559081590,612279,523
X,1559081591,612363,1379
X,1559081591,612177,1919
X,1559081592,612123,1387
X,1559081592,612126,625
X,1559081592,611934,844
X,1559081592,611915,600
X,1559081593,611976,2375
X,1559081594,612038,3238
X,1559081594,612274,1974
X,1559081595,612229,1390
X,1559081595,612230,1516
X,1559081596,612216,1471
X,1559081596,612194,1455
X,1559081597,612037,1229
X,1559081597,612112,1446
X,1559081598,611893,1783
X,1559081599,612038,1307
X,1559081599,612027,1076
P,1559081599,5177
X,1559081600,612116,1553
X,1559081600,612077,1218
X,1559081601,612110,11019
X,1559081601,612030,4876
X,1559081602,611631,1744
X,1559081603,611544,1768
X,1559081603,611425,2279
X,1559081604,611667,2483
X,1559081604,611431,2058
X,1559081605,611506,1298
X,1559081605,611670,2570
X,1559081606,611667,5241
X,1559081607,610624,22927
X,1559081607,610120,24280
X,1559081608,611045,1815
X,1559081608,611128,1499
X,1559081609,611120,1679
X,1559081609,611135,1753
X,1559081610,611156,1873
X,1559081610,611218,1273
X,1559081611,611243,1197
X,1559081612,611206,1189
X,1559081612,611426,1993
X,1559081613,611440,2591
X,1559081613,611344,1318
X,1559081614,611167,1520
X,1559081614,611380,1687
X,1559081615,611465,1496
X,1559081616,611488,1657
X,1559081616,611226,1851
X,1559081617,611254,1511
X,1559081617,611515,1928
X,1559081618,611648,1218
X,1559081618,611528,1479
X,1559081619,611289,1665
X,1559081620,611144,1234
X,1559081620,611093,1889
X,1559081621,611225,633
A,1559081621,612193,1377
T,1559081621,2816
R,1559081621,F000000F00
X,1559081623,610600,1659
X,1559081623,610611,1700
X,1559081624,610541,2188
X,1559081624,610629,1294
X,1559081625,610801,9387
X,1559081625,610227,5193
X,1559081626,610583,1724
X,1559081627,610683,1079
X,1559081627,610377,8013
X,1559081628,610521,10313
X,1559081628,610571,2386
X,1559081629,610475,862
P,1559081629,5177
X,1559081629,610573,1057
X,1559081630,610566,674
X,1559081631,610539,1938
X,1559081631,610653,1584
X,1559081632,610653,1811
X,1559081632,610509,1708
X,1559081633,610558,1593
X,1559081633,610351,1516
X,1559081633,610392,1311
X,1559081634,610365,985
X,1559081634,610328,2645
X,1559081635,610131,3915
X,1559081635,610516,989
X,1559081636,610440,1156
X,1559081636,610407,657
X,1559081637,610497,1548
X,1559081638,610535,2372
X,1559081638,610742,1483
X,1559081639,610838,1649
X,1559081639,610727,830
X,1559081640,610263,1159
X,1559081640,610424,1723
X,1559081641,610692,1663
X,1559081641,610782,1038
X,1559081642,610490,1506
X,1559081643,610564,1678
X,1559081643,610705,1409
