H,1559103146,301756
P,1559103146,5172
P,1559103175,5173
P,1559103205,5173
P,1559103234,5172
P,1559103263,5172
P,1559103292,5173
P,1559103322,5173
P,1559103351,5172
P,1559103380,5172
P,1559103411,5169
P,1559103440,5172
P,1559103469,5172
P,1559103498,5173
P,1559103528,5171
P,1559103557,5173
P,1559103586,5173
P,1559103616,5171
P,1559103645,5173
P,1559103674,5172
P,1559103704,5174
P,1559103734,5172
P,1559103763,5171
P,1559103792,5173
P,1559103822,5174
P,1559103851,5173
P,1559103880,5173
P,1559103909,5172
P,1559103939,5167
P,1559103968,5172
P,1559103998,5171
P,1559104027,5172
P,1559104057,5173
P,1559104086,5172
P,1559104115,5173
P,1559104145,5172
P,1559104175,5171
P,1559104204,5171
P,1559104233,5173
P,1559104263,5173
P,1559104293,5174
P,1559104322,5173
P,1559104352,5172
P,1559104381,5174
P,1559104410,5174
P,1559104439,5174
P,1559104469,5173
P,1559104498,5172
P,1559104527,5172
P,1559104557,5173
P,1559104587,5172
P,1559104616,5174
P,1559104645,5173
O,1559104657,330656,2175
O,1559104658,330747,118
O,1559104658,330772,85
O,1559104659,330826,156
O,1559104660,330856,74
O,1559104660,330792,154
O,1559104661,330826,142
O,1559104661,330785,191
O,1559104662,330961,225
O,1559104662,331033,528
O,1559104663,330727,259
O,1559104664,330868,154
O,1559104664,330733,181
O,1559104665,330773,126
O,1559104665,330781,200
O,1559104666,330724,197
O,1559104666,330737,120
O,1559104667,330803,178
O,1559104667,330690,188
O,1559104668,330732,188
O,1559104669,330842,198
O,1559104669,330651,154
O,1559104670,330616,135
O,1559104670,330767,132
O,1559104671,330812,77
O,1559104671,330844,120
O,1559104672,330772,86
O,1559104673,330717,121
O,1559104673,330781,161
O,1559104674,330753,93
O,1559104674,330802,114
P,1559104675,5165
O,1559104675,330743,121
O,1559104675,330853,172
O,1559104676,330851,149
O,1559104677,330805,101
O,1559104677,330799,87
O,1559104678,330872,102
O,1559104678,330831,64
O,1559104679,330869,100
O,1559104679,330899,121
O,1559104680,330854,85
O,1559104681,330841,143
O,1559104681,330890,79
O,1559104682,330887,92
O,1559104682,330858,109
O,1559104683,330852,49
O,1559104683,330889,118
O,1559104684,330877,109
O,1559104684,330871,101
O,1559104684,330866,169
O,1559104685,330852,107
O,1559104685,330786,122
O,1559104686,330845,111
O,1559104686,330859,131
O,1559104687,330997,194
O,1559104687,331056,130
O,1559104688,330944,95
O,1559104689,330927,271
O,1559104689,330787,437
O,1559104690,330895,171
O,1559104690,330849,140
O,1559104691,330788,106
O,1559104691,330846,106
O,1559104692,330875,68
O,1559104693,330833,189
O,1559104693,330831,72
O,1559104694,330738,149
O,1559104694,330753,68
O,1559104695,330751,109
O,1559104695,330714,147
O,1559104696,330729,196
O,1559104696,330778,109
O,1559104697,330817,130
O,1559104698,330829,152
O,1559104698,330835,128
O,1559104699,330778,152
O,1559104699,330837,153
O,1559104700,330873,92
O,1559104700,330898,150
O,1559104701,330922,237
O,1559104702,330915,142
O,1559104702,330889,206
O,1559104703,330871,269
O,1559104703,330823,127
O,1559104704,330800,139
P,1559104704,5166
O,1559104704,330874,141
O,1559104705,330955,109
O,1559104706,330959,148
O,1559104706,330966,95
O,1559104707,330892,134
O,1559104707,330819,118
O,1559104708,330785,79
O,1559104708,330831,135
O,1559104709,330859,87
O,1559104710,330845,145
O,1559104710,330871,141
O,1559104711,330775,84
O,1559104711,330842,94
O,1559104712,330773,82
O,1559104712,330738,109
O,1559104713,330783,63
T,1559104713,2810
P,1559104733,5172
P,1559104763,5173
P,1559104792,5173
P,1559104821,5173
P,1559104850,5174
P,1559104881,5174
P,1559104910,5173
P,1559104939,5172
P,1559104969,5175
P,1559104998,5174
P,1559105027,5173
P,1559105056,5174
P,1559105086,5172
P,1559105115,5173
P,1559105144,5173
P,1559105175,5172
P,1559105204,5174
P,1559105233,5173
P,1559105262,5173
P,1559105292,5173
P,1559105321,5172
P,1559105350,5171
P,1559105380,5173
P,1559105409,5172
P,1559105438,5172
P,1559105468,5174
P,1559105498,5173
P,1559105527,5174
P,1559105556,5174
P,1559105586,5172
P,1559105615,5173
P,1559105644,5174
P,1559105673,5174
P,1559105703,5174
P,1559105732,5173
P,1559105762,5174
P,1559105791,5173
P,1559105821,5172
P,1559105850,5173
P,1559105879,5173
P,1559105909,5173
P,1559105938,5173
P,1559105967,5173
P,1559105996,5174
P,1559106026,5174
P,1559106056,5174
P,1559106085,5174
P,1559106115,5174
P,1559106144,5174
