H,1548148412,311517
O,1548148412,444639,31576
T,1548148413,2798
D,1548148414,359680
X,1548148416,576200,54653
X,1548148416,647439,16293
X,1548148417,547075,8756
X,1548148417,546722,3982
X,1548148418,546926,1901
X,1548148418,546915,1300
X,1548148419,547010,785
X,1548148420,546984,568
X,1548148420,546963,226
X,1548148421,547018,1763
X,1548148421,547095,412
X,1548148422,547080,273
X,1548148422,547017,336
X,1548148423,558513,7689
X,1548148424,550676,32807
X,1548148424,808304,48934
X,1548148425,848793,34090
X,1548148425,754996,43332
X,1548148426,944623,20084
X,1548148426,911425,32048
X,1548148427,908238,5894
X,1548148428,908627,1400
X,1548148428,908733,982
X,1548148429,908762,1120
X,1548148429,908884,1159
X,1548148430,908930,2334
X,1548148430,921425,31908
X,1548148431,931447,10133
X,1548148432,934034,19073
X,1548148432,933419,25199
X,1548148433,928853,31119
X,1548148433,930008,38243
X,1548148434,938569,38678
X,1548148434,936385,44322
P,1548148435,5054
X,1548148435,948695,36046
X,1548148435,930156,51819
X,1548148436,910474,3942
X,1548148437,910289,2690
X,1548148437,910228,857
X,1548148437,910023,1900
X,1548148437,910123,1933
X,1548148438,910102,1316
X,1548148438,909980,1030
X,1548148439,909952,281
X,1548148440,909987,387
X,1548148440,910031,781
X,1548148441,909983,325
X,1548148441,909992,179
X,1548148442,909966,562
X,1548148442,909930,426
X,1548148443,909842,422
X,1548148444,909946,359
X,1548148444,909947,487
X,1548148445,909969,570
X,1548148445,909979,379
A,1548148445,801031,35585
T,1548148445,2799
U,1548148446,0
X,1548148447,910087,331
X,1548148448,930605,46710
X,1548148448,888810,45183
X,1548148449,549309,6242
X,1548148450,549224,1259
X,1548148450,548947,440
X,1548148451,548757,1793
X,1548148451,548543,1132
X,1548148452,548424,1026
X,1548148452,548132,410
X,1548148453,548084,173
X,1548148453,547948,195
X,1548148454,535431,89
X,1548148455,308939,1762
X,1548148455,308696,1438
X,1548148456,308157,803
X,1548148456,307892,1947
X,1548148457,308247,1905
X,1548148457,309027,810
X,1548148458,309893,832
X,1548148459,309717,1274
X,1548148459,309337,431
X,1548148460,309071,558
X,1548148460,308931,514
O,1548148461,308857,828
O,1548148461,308925,1109
O,1548148462,308754,962
O,1548148463,308694,692
O,1548148463,308348,814
O,1548148464,308569,2239
P,1548148464,5053
O,1548148464,309448,1140
O,1548148465,309354,424
O,1548148465,309536,1064
O,1548148466,310086,2187
O,1548148467,310184,1412
O,1548148467,310166,1036
O,1548148468,309086,2209
O,1548148468,310068,872
O,1548148469,309120,1122
O,1548148469,309058,542
O,1548148470,308760,708
O,1548148471,308468,3148
O,1548148471,308346,1516
O,1548148472,308140,558
O,1548148472,308196,1627
O,1548148473,307984,3053
O,1548148473,309976,1500
O,1548148474,308309,3227
O,1548148474,307550,2391
O,1548148475,307055,1038
O,1548148476,306949,2233
O,1548148476,307262,1528
O,1548148477,307263,598
O,1548148477,307443,484
O,1548148478,307209,302
O,1548148478,307405,564
O,1548148478,307408,812
O,1548148479,306413,920
O,1548148479,307746,2634
O,1548148480,308732,2240
O,1548148480,309217,3286
O,1548148481,310984,1703
O,1548148481,310712,1003
O,1548148482,310641,683
O,1548148483,310323,798
O,1548148483,310089,328
O,1548148484,310121,616
O,1548148484,310167,1233
O,1548148485,310352,375
O,1548148485,310190,253
O,1548148486,310148,471
O,1548148487,309857,563
O,1548148487,310149,1251
O,1548148488,309638,2572
O,1548148488,309647,964
O,1548148489,309830,1187
O,1548148489,309287,465
O,1548148490,309370,844
O,1548148491,309324,763
O,1548148491,309391,767
O,1548148492,308797,1466
O,1548148492,309818,1952
O,1548148493,309435,1698
P,1548148493,5051
O,1548148493,306727,2000
O,1548148494,306611,956
O,1548148494,306828,1734
O,1548148495,306983,877
O,1548148496,306979,795
O,1548148496,306842,1461
O,1548148497,306753,1005
O,1548148497,306805,1913
O,1548148498,306773,767
O,1548148498,306883,491
O,1548148499,306934,435
O,1548148500,306938,690
O,1548148500,306821,621
O,1548148501,306713,264
O,1548148501,306850,246
O,1548148502,306838,245
O,1548148502,306807,1114
O,1548148503,307505,1411
O,1548148504,308165,1777
O,1548148504,308813,2568
O,1548148505,308968,1274
O,1548148505,308714,423
O,1548148506,308646,395
O,1548148506,308731,303
O,1548148507,308645,129
O,1548148508,308672,209
