H,1548639221,311517
P,1548639221,5116
P,1548639250,5113
P,1548639280,5115
P,1548639310,5116
P,1548639339,5115
P,1548639368,5115
P,1548639398,5116
P,1548639427,5116
P,1548639456,5117
P,1548639486,5114
P,1548639515,5113
P,1548639544,5116
P,1548639573,5115
P,1548639604,5115
P,1548639633,5116
P,1548639662,5116
P,1548639692,5113
P,1548639721,5114
P,1548639750,5114
P,1548639779,5115
P,1548639809,5116
P,1548639838,5114
P,1548639867,5115
P,1548639897,5113
P,1548639927,5116
P,1548639956,5114
P,1548639985,5114
P,1548640015,5115
P,1548640044,5116
P,1548640073,5117
P,1548640102,5113
P,1548640132,5115
P,1548640161,5113
P,1548640191,5116
P,1548640221,5115
P,1548640250,5115
P,1548640279,5113
P,1548640308,5115
P,1548640338,5116
P,1548640367,5114
P,1548640396,5117
O,1548640402,288140,2509
O,1548640402,288800,590
O,1548640403,289443,643
O,1548640403,288500,598
O,1548640404,288178,407
O,1548640405,287932,1312
O,1548640405,286296,1581
O,1548640406,286395,1127
O,1548640406,286580,1085
O,1548640407,286855,589
O,1548640407,287504,998
O,1548640408,287137,754
O,1548640409,287843,532
O,1548640409,287589,659
O,1548640410,287224,296
O,1548640410,287188,132
O,1548640411,287218,172
O,1548640411,287250,113
O,1548640412,287233,280
O,1548640412,287232,288
O,1548640413,287305,264
O,1548640414,287196,263
O,1548640414,286935,215
O,1548640415,286845,296
O,1548640415,286523,581
O,1548640416,286445,430
O,1548640416,286439,793
O,1548640417,286058,1220
O,1548640418,286090,494
O,1548640418,286266,926
O,1548640419,286575,1496
O,1548640419,286130,1336
O,1548640420,286500,1176
O,1548640420,286853,349
O,1548640421,286798,889
O,1548640422,287002,829
O,1548640422,287816,871
O,1548640423,287356,889
O,1548640423,287598,694
O,1548640424,287073,323
O,1548640424,287261,437
O,1548640425,287843,297
O,1548640426,287571,167
O,1548640426,287627,214
P,1548640426,5106
O,1548640427,287719,678
O,1548640427,288198,215
O,1548640428,288968,847
O,1548640428,288851,434
O,1548640429,288939,383
O,1548640430,288297,501
O,1548640430,287988,229
O,1548640430,287887,182
O,1548640430,287818,178
O,1548640431,287931,507
O,1548640431,287901,300
O,1548640432,287698,172
O,1548640432,287923,378
O,1548640433,288028,687
O,1548640434,288559,1132
O,1548640434,288389,615
O,1548640435,288343,468
O,1548640435,288523,1052
O,1548640436,288821,630
O,1548640436,287953,693
O,1548640437,287494,548
O,1548640438,286936,304
O,1548640438,287097,250
O,1548640439,287720,679
O,1548640439,288064,403
O,1548640440,288353,285
O,1548640440,288440,526
O,1548640441,287714,613
O,1548640442,287614,461
O,1548640442,287893,158
O,1548640443,287790,213
O,1548640443,287905,433
O,1548640444,287905,193
O,1548640444,287780,294
O,1548640445,287667,227
O,1548640446,287974,491
O,1548640446,287386,608
O,1548640447,287110,413
O,1548640447,287509,742
O,1548640448,287485,502
O,1548640448,287392,396
O,1548640449,287675,685
O,1548640450,287536,469
O,1548640450,287653,558
O,1548640451,287737,162
O,1548640451,287513,407
O,1548640452,287173,161
O,1548640452,287099,211
O,1548640453,286923,165
O,1548640453,286717,311
O,1548640454,286988,287
O,1548640455,287116,140
O,1548640455,287083,109
P,1548640455,5106
O,1548640456,286728,610
O,1548640456,286945,271
O,1548640457,287073,579
O,1548640457,286608,2400
T,1548640458,2733
P,1548640485,5115
P,1548640514,5115
P,1548640544,5116
P,1548640573,5115
P,1548640602,5115
P,1548640632,5113
P,1548640661,5116
P,1548640690,5114
P,1548640719,5113
P,1548640749,5114
P,1548640779,5113
P,1548640808,5113
P,1548640838,5115
P,1548640867,5114
P,1548640896,5114
P,1548640925,5115
P,1548640955,5113
P,1548640984,5116
P,1548641013,5115
P,1548641043,5116
P,1548641073,5115
P,1548641102,5115
P,1548641131,5115
P,1548641161,5115
P,1548641190,5113
P,1548641219,5114
P,1548641249,5113
P,1548641278,5115
P,1548641307,5115
P,1548641336,5114
P,1548641367,5116
P,1548641397,5115
P,1548641426,5114
P,1548641456,5116
P,1548641485,5113
P,1548641514,5116
P,1548641543,5114
P,1548641573,5116
P,1548641602,5115
P,1548641631,5113
P,1548641661,5113
P,1548641691,5114
P,1548641720,5116
P,1548641749,5116
P,1548641779,5115
P,1548641808,5116
P,1548641837,5114
P,1548641866,5115
P,1548641896,5114
P,1548641925,5113
P,1548641955,5114
P,1548641985,5116
P,1548642014,5115
P,1548642043,5115
P,1548642072,5116
P,1548642102,5114
P,1548642131,5115
P,1548642160,5113
P,1548642190,5115
P,1548642219,5115
